Common_Name	Scientific_Name	Subspecies	Family	Taxonomy	Longitude_dd	Latitude_dd	Altitude_min_m	Altitude_mean_m	Altitude_max_m	Location_Region	Location_Specific	Habitat_type	Observation_Month_Begin	Observation_Year_Begin	Observation_Month_End	Observation_Year_End	Observation_Season	Prey_Kingdom	Prey_Phylum	Prey_Class	Prey_Order	Prey_Suborder	Prey_Family	Prey_Genus	Prey_Scientific_Name	Inclusive_Prey_Taxon	Prey_Name_Status	Prey_Stage	Prey_Part	Prey_Common_Name	Fraction_Diet	Diet_Type	Item_Sample_Size	Bird_Sample_Size	Sites	Study_Type	Notes	Entered_By	Source		
Pacific-slope Flycather	Empidonax difficilis		Tyrannidae		eBird Clements Checklist v2018	-105.11	NA	2900m	NA	Southern Colorado		San Isabel National Forest	NA	1965	NA	1966	Summer				Lepidoptera					no		adult			0.0836	Wt_or_Vol		96							
Pacific-slope Flycather	Empidonax difficilis		Tyrannidae		eBird Clements Checklist v2018	-105.11	NA	2900m	NA	Southern Colorado		San Isabel National Forest	NA	1965	NA	1966	Summer				Araneida					no		adult			0.02	Wt_or_Vol		96							
Pacific-slope Flycather																																									
Bachman's Sparrow	Peucaea aestivalis		Passerellidae			NA	NA	NA	NA	Texas	Nacogdoches County		NA	1971	NA	1972	Summer						Poaceae	Panicum												stamoch contents					
Bachman's Sparrow	Peucaea aestivalis		Passerellidae			NA	NA	NA	NA	Texas	Nacogdoches County		NA	1971	NA	1972	Summer						Poaceae	Setaria																	
Bachman's Sparrow	Peucaea aestivalis		Passerellidae			NA	NA	NA	NA	Texas	Nacogdoches County		NA	1971	NA	1972	Summer				Coleoptera																				
Bachman's Sparrow	Peucaea aestivalis		Passerellidae			NA	NA	NA	NA	Texas	Nacogdoches County		NA	1971	NA	1972	Summer				Lepidoptera																				
Bachman's Sparrow	Peucaea aestivalis		Passerellidae			NA	NA	NA	NA	Texas	Nacogdoches County		NA	1971	NA	1972	Summer				Hemiptera																				
Bachman's Sparrow	Peucaea aestivalis		Passerellidae			NA	NA	NA	NA	Texas	Nacogdoches County		NA	1971	NA	1972	Fall						Poaceae	Digitaria																	
Bachman's Sparrow	Peucaea aestivalis		Passerellidae			NA	NA	NA	NA	Texas	Nacogdoches County		NA	1971	NA	1972	Fall						Poaceae	Panicum																	
Bachman's Sparrow	Peucaea aestivalis		Passerellidae			NA	NA	NA	NA	Texas	Nacogdoches County		NA	1971	NA	1972	Fall						Poaceae	Setaria																	
Bachman's Sparrow	Peucaea aestivalis		Passerellidae			NA	NA	NA	NA	Texas	Nacogdoches County		NA	1971	NA	1972	Fall						Poaceae	Triodia																	
Bachman's Sparrow	Peucaea aestivalis		Passerellidae			NA	NA	NA	NA	Texas	Nacogdoches County		NA	1971	NA	1972	Fall						Asteraceae	Iva																	
Bachman's Sparrow	Peucaea aestivalis		Passerellidae			NA	NA	NA	NA	Texas	Nacogdoches County		NA	1971	NA	1972	Fall						Euphorbiaceae	Acalypha																	
Bachman's Sparrow	Peucaea aestivalis		Passerellidae			NA	NA	NA	NA	Texas	Nacogdoches County		NA	1971	NA	1972	Fall						Euphorbiaceae			No															
Bachman's Sparrow	Peucaea aestivalis		Passerellidae			NA	NA	NA	NA	Texas	Nacogdoches County		NA	1971	NA	1972	Fall				Coleoptera																				
Bachman's Sparrow	Peucaea aestivalis		Passerellidae			NA	NA	NA	NA	Texas	Nacogdoches County		NA	1971	NA	1972	Fall				Isoptera																				
Bachman's Sparrow	Peucaea aestivalis		Passerellidae			NA	NA	NA	NA	Texas	Nacogdoches County		NA	1971	NA	1972	Fall				Orthoptera																				
Bachman's Sparrow	Peucaea aestivalis		Passerellidae			NA	NA	NA	NA	Texas	Nacogdoches County		NA	1971	NA	1972	Fall				Lepidoptera																				
Bachman's Sparrow	Peucaea aestivalis		Passerellidae			NA	NA	NA	NA	Texas	Nacogdoches County		NA	1971	NA	1972	Fall				Hemiptera																				
Bachman's Sparrow	Peucaea aestivalis		Passerellidae			NA	NA	NA	NA	Texas	Nacogdoches County		NA	1971	NA	1972	Fall				Homoptera																				
Bachman's Sparrow	Peucaea aestivalis		Passerellidae			NA	NA	NA	NA	Texas	Nacogdoches County		NA	1971	NA	1972	Fall			Arachnoides						No															
Bachman's Sparrow	Peucaea aestivalis		Passerellidae			NA	NA	NA	NA	Texas	Nacogdoches County		NA	1971	NA	1972	Winter						Poaceae	Digitaria																	
Bachman's Sparrow	Peucaea aestivalis		Passerellidae			NA	NA	NA	NA	Texas	Nacogdoches County		NA	1971	NA	1972	Winter						Poaceae	Panicum																	
Bachman's Sparrow	Peucaea aestivalis		Passerellidae			NA	NA	NA	NA	Texas	Nacogdoches County		NA	1971	NA	1972	Winter						Poaceae	Setaria																	
Bachman's Sparrow	Peucaea aestivalis		Passerellidae			NA	NA	NA	NA	Texas	Nacogdoches County		NA	1971	NA	1972	Winter						Poaceae	Triodia																	
Bachman's Sparrow	Peucaea aestivalis		Passerellidae			NA	NA	NA	NA	Texas	Nacogdoches County		NA	1971	NA	1972	Winter						Poaceae	Chloris																	
Bachman's Sparrow	Peucaea aestivalis		Passerellidae			NA	NA	NA	NA	Texas	Nacogdoches County		NA	1971	NA	1972	Winter						Febaceae	Galactia																	
Bachman's Sparrow	Peucaea aestivalis		Passerellidae			NA	NA	NA	NA	Texas	Nacogdoches County		NA	1971	NA	1972	Winter				Homoptera																				
Bachman's Sparrow	Peucaea aestivalis		Passerellidae			NA	NA	NA	NA	Texas	Nacogdoches County		NA	1971	NA	1972	Winter				Diptera																				
Bachman's Sparrow	Peucaea aestivalis		Passerellidae			NA	NA	NA	NA	Texas	Nacogdoches County		NA	1971	NA	1972	Winter			Arachnoides						No															
Field Sparrow	Spizella Pusilla		Passerellidae			NA	NA	NA	NA	Texas	Nacogdoches County		NA	1971	NA	1972	Summer						Poaceae	Digitaria																	
Field Sparrow	Spizella Pusilla		Passerellidae			NA	NA	NA	NA	Texas	Nacogdoches County		NA	1971	NA	1972	Summer						Poaceae	Panicum																	
Field Sparrow	Spizella Pusilla		Passerellidae			NA	NA	NA	NA	Texas	Nacogdoches County		NA	1971	NA	1972	Summer						Euphorbiaceae	Acalypha																	
Field Sparrow	Spizella Pusilla		Passerellidae			NA	NA	NA	NA	Texas	Nacogdoches County		NA	1971	NA	1972	Summer						Euphorbiaceae			No															
Field Sparrow	Spizella Pusilla		Passerellidae			NA	NA	NA	NA	Texas	Nacogdoches County		NA	1971	NA	1972	Summer			Insecta	Coleoptera																				
Field Sparrow	Spizella Pusilla		Passerellidae			NA	NA	NA	NA	Texas	Nacogdoches County		NA	1971	NA	1972	Summer			Insecta	Orthoptera																				
Field Sparrow	Spizella Pusilla		Passerellidae			NA	NA	NA	NA	Texas	Nacogdoches County		NA	1971	NA	1972	Summer			Insecta	Lepidoptera																				
Field Sparrow	Spizella Pusilla		Passerellidae			NA	NA	NA	NA	Texas	Nacogdoches County		NA	1971	NA	1972	Summer			Insecta	Homoptera																				
Field Sparrow	Spizella Pusilla		Passerellidae			NA	NA	NA	NA	Texas	Nacogdoches County		NA	1971	NA	1972	Summer			Insecta	Hymenoptera																				
Field Sparrow	Spizella Pusilla		Passerellidae			NA	NA	NA	NA	Texas	Nacogdoches County		NA	1971	NA	1972	Summer			Arachnoides	Araneae																				
Field Sparrow	Spizella Pusilla		Passerellidae			NA	NA	NA	NA	Texas	Nacogdoches County		NA	1971	NA	1972	Fall						Poaceae	Digitaria																	
Field Sparrow	Spizella Pusilla		Passerellidae			NA	NA	NA	NA	Texas	Nacogdoches County		NA	1971	NA	1972	Fall						Poaceae	Panicum																	
Field Sparrow	Spizella Pusilla		Passerellidae			NA	NA	NA	NA	Texas	Nacogdoches County		NA	1971	NA	1972	Fall						Poaceae	Setaria																	
Field Sparrow	Spizella Pusilla		Passerellidae			NA	NA	NA	NA	Texas	Nacogdoches County		NA	1971	NA	1972	Fall						Poaceae	Triodia																	
Field Sparrow	Spizella Pusilla		Passerellidae			NA	NA	NA	NA	Texas	Nacogdoches County		NA	1971	NA	1972	Fall						Cyperaceae	Cyperus																	
Field Sparrow	Spizella Pusilla		Passerellidae			NA	NA	NA	NA	Texas	Nacogdoches County		NA	1971	NA	1972	Fall						Euphorbiaceae	Acalypha																	
Field Sparrow	Spizella Pusilla		Passerellidae			NA	NA	NA	NA	Texas	Nacogdoches County		NA	1971	NA	1972	Fall						Euphorbiaceae	Euphorbia																	
Field Sparrow	Spizella Pusilla		Passerellidae			NA	NA	NA	NA	Texas	Nacogdoches County		NA	1971	NA	1972	Fall						Euphorbiaceae			No															
Field Sparrow	Spizella Pusilla		Passerellidae			NA	NA	NA	NA	Texas	Nacogdoches County		NA	1971	NA	1972	Fall			Insecta	Isoptera																				
Field Sparrow	Spizella Pusilla		Passerellidae			NA	NA	NA	NA	Texas	Nacogdoches County		NA	1971	NA	1972	Fall			Insecta	Lepidotera																				
Field Sparrow	Spizella Pusilla		Passerellidae			NA	NA	NA	NA	Texas	Nacogdoches County		NA	1971	NA	1972	Winter						Poaceae	Digitaria																	
Field Sparrow	Spizella Pusilla		Passerellidae			NA	NA	NA	NA	Texas	Nacogdoches County		NA	1971	NA	1972	Winter						Poaceae	Panicum																	
Field Sparrow	Spizella Pusilla		Passerellidae			NA	NA	NA	NA	Texas	Nacogdoches County		NA	1971	NA	1972	Winter						Poaceae	Setaria																	
Field Sparrow	Spizella Pusilla		Passerellidae			NA	NA	NA	NA	Texas	Nacogdoches County		NA	1971	NA	1972	Winter						Poaceae	Chloris																	
Field Sparrow	Spizella Pusilla		Passerellidae			NA	NA	NA	NA	Texas	Nacogdoches County		NA	1971	NA	1972	Winter						Poaceae	Gramineae sp.1																	
Field Sparrow	Spizella Pusilla		Passerellidae			NA	NA	NA	NA	Texas	Nacogdoches County		NA	1971	NA	1972	Winter						Poaceae	Gramineae sp.2																	
Chipping Sparrow	Spizella Passerina		Passerellidae			NA	NA	NA	NA	Texas	Nacogdoches County		NA	1971	NA	1972	Summer						Poaceae	Digitaria																	
Chipping Sparrow	Spizella Passerina		Passerellidae			NA	NA	NA	NA	Texas	Nacogdoches County		NA	1971	NA	1972	Summer						Poaceae	Setaria																	
Chipping Sparrow	Spizella Passerina		Passerellidae			NA	NA	NA	NA	Texas	Nacogdoches County		NA	1971	NA	1972	Summer						Poaceae	Triodia																	
Chipping Sparrow	Spizella Passerina		Passerellidae			NA	NA	NA	NA	Texas	Nacogdoches County		NA	1971	NA	1972	Summer						Asterceae	Iva																	
Chipping Sparrow	Spizella Passerina		Passerellidae			NA	NA	NA	NA	Texas	Nacogdoches County		NA	1971	NA	1972	Summer						Euphorbiaceae	Acalypha																	
																	Fall																								
																	Fall																								
																	Fall																								
																	Fall																								
