Common_Name	Scientific_Name	Family	Taxonomy	Longitude_dd	Latitude_dd	Altitude_min_m	Altitude_mean_m	Altitude_max_m	Location_Region	Location_Specific	Habitat_type	Observation_Month_Begin	Observation_Year_Begin	Observation_Month_End	Observation_Year_End	Observation_Season	Prey_Kingdom	Prey_Phylum	Prey_Class	Prey_Order	Prey_Suborder	Prey_Family	Prey_Genus	Prey_Scientific_Name	Unidentified	Prey_Name_Status	Prey_Stage	Prey_Part	Prey_Common_Name	Fraction_Diet_By_Wt_or_Vol	Fraction_Diet_By_Items	Fraction_Occurrence	Fraction_Diet_Unspecified	Item_Sample_Size	Bird_Sample_Size	Sites	Study_Type	Notes	Entered_By	Source
Hammond's Flycatcher	Empidonax hammondii	Tyrannidae	"AOU 7th ed., 56th supplement"	T.23S.	R.69W.	NA	2900	NA	Colorado	Wet Mountains	Forest/mountain	NA	1965	NA	1966	Summer	Animalia	Arthropoda	Insecta	Diptera		Empididae				verified				NA	NA	0.0247	NA	5-8 mm		multiple	stomach contents		YP	Beaver and Baldwin 1975. Ecological overlap and the problem of competition and sympatry in the Western and Hammond's Flycatchers. Condor 77: 1-13.
Hammond's Flycatcher	Empidonax hammondii	Tyrannidae	"AOU 7th ed., 56th supplement"	T.23S.	R.69W.	NA	2900	NA	Colorado	Wet Mountains	Forest/mountain	NA	1965	NA	1966	Summer	Animalia	Arthropoda	Insecta	Diptera		Rhagionidae				verified				NA	NA	0.0475	NA	5-8 mm		multiple	stomach contents		YP	Beaver and Baldwin 1975. Ecological overlap and the problem of competition and sympatry in the Western and Hammond's Flycatchers. Condor 77: 1-13.
Hammond's Flycatcher	Empidonax hammondii	Tyrannidae	"AOU 7th ed., 56th supplement"	T.23S.	R.69W.	NA	2900	NA	Colorado	Wet Mountains	Forest/mountain	NA	1965	NA	1966	Summer	Animalia	Arthropoda	Insecta	Diptera		Syrphidae				verified				NA	NA	0.0247	NA	5-8 mm		multiple	stomach contents		YP	Beaver and Baldwin 1975. Ecological overlap and the problem of competition and sympatry in the Western and Hammond's Flycatchers. Condor 77: 1-13.
Hammond's Flycatcher	Empidonax hammondii	Tyrannidae	"AOU 7th ed., 56th supplement"	T.23S.	R.69W.	NA	2900	NA	Colorado	Wet Mountains	Forest/mountain	NA	1965	NA	1966	Summer	Animalia	Arthropoda	Insecta	Diptera		Tipulidae				verified				NA	NA	0.0247	NA	5-8 mm		multiple	stomach contents		YP	Beaver and Baldwin 1975. Ecological overlap and the problem of competition and sympatry in the Western and Hammond's Flycatchers. Condor 77: 1-13.
Hammond's Flycatcher	Empidonax hammondii	Tyrannidae	"AOU 7th ed., 56th supplement"	T.23S.	R.69W.	NA	2900	NA	Colorado	Wet Mountains	Forest/mountain	NA	1965	NA	1966	Summer	Animalia	Arthropoda	Insecta	Diptera					Yes					NA	NA	0.0684	NA			multiple	stomach contents		YP	Beaver and Baldwin 1975. Ecological overlap and the problem of competition and sympatry in the Western and Hammond's Flycatchers. Condor 77: 1-13.
Hammond's Flycatcher	Empidonax hammondii	Tyrannidae	"AOU 7th ed., 56th supplement"	T.23S.	R.69W.	NA	2900	NA	Colorado	Wet Mountains	Forest/mountain	NA	1965	NA	1966	Summer	Animalia	Arthropoda	Insecta	Homoptera		Cicadellidae				verified				NA	NA	0.03	NA			multiple	stomach contents	Order name changed from Homoptera to Hemiptera	YP	Beaver and Baldwin 1975. Ecological overlap and the problem of competition and sympatry in the Western and Hammond's Flycatchers. Condor 77: 1-13.
Hammond's Flycatcher	Empidonax hammondii	Tyrannidae	"AOU 7th ed., 56th supplement"	T.23S.	R.69W.	NA	2900	NA	Colorado	Wet Mountains	Forest/mountain	NA	1965	NA	1966	Summer	Animalia	Arthropoda	Insecta	Hymenoptera		Braconidae				verified				NA	NA	0.03	NA	8-12 mm		multiple	stomach contents		YP	Beaver and Baldwin 1975. Ecological overlap and the problem of competition and sympatry in the Western and Hammond's Flycatchers. Condor 77: 1-13.
Hammond's Flycatcher	Empidonax hammondii	Tyrannidae	"AOU 7th ed., 56th supplement"	T.23S.	R.69W.	NA	2900	NA	Colorado	Wet Mountains	Forest/mountain	NA	1965	NA	1966	Summer	Animalia	Arthropoda	Insecta	Lepidoptera		Geometridae				verified				NA	NA	0.0261	NA	8-12 mm		multiple	stomach contents		YP	Beaver and Baldwin 1975. Ecological overlap and the problem of competition and sympatry in the Western and Hammond's Flycatchers. Condor 77: 1-13.
Hammond's Flycatcher	Empidonax hammondii	Tyrannidae	"AOU 7th ed., 56th supplement"	T.23S.	R.69W.	NA	2900	NA	Colorado	Wet Mountains	Forest/mountain	NA	1965	NA	1966	Summer	Animalia	Arthropoda	Insecta	Lepidoptera		Tortricidae		Choristoneura fumiferana		verified	Larvae and pupae			NA	NA	0.2639	NA	8-12 mm		multiple	stomach contents		YP	Beaver and Baldwin 1975. Ecological overlap and the problem of competition and sympatry in the Western and Hammond's Flycatchers. Condor 77: 1-13.
Hammond's Flycatcher	Empidonax hammondii	Tyrannidae	"AOU 7th ed., 56th supplement"	T.23S.	R.69W.	NA	2900	NA	Colorado	Wet Mountains	Forest/mountain	NA	1965	NA	1966	Summer	Animalia	Arthropoda	Insecta	Araneida						unverified				NA	NA	0.05	NA			multiple	stomach contents		YP	Beaver and Baldwin 1975. Ecological overlap and the problem of competition and sympatry in the Western and Hammond's Flycatchers. Condor 77: 1-13.
Bachman's Sparrow	Peucaea aestivalis	Passerellidae	"AOU 7th ed., 56th supplement"	NA	NA	NA	NA	NA	Texas	Nacogdoches County	Forest	7	1971	8	1971	Summer	Plante					Poaceae	Panicum			verified		Seed Kernel				0.701				multiple	stomach contents	Family name changed from Gramineae to Poaceae	YP	"Allaire, P. N. and C. D. Fisher. 1975. Feeding ecology of three resident sympatric sparrows in eastern Texas. Auk 92:260-269."
Bachman's Sparrow	Peucaea aestivalis	Passerellidae	"AOU 7th ed., 56th supplement"	NA	NA	NA	NA	NA	Texas	Nacogdoches County	Forest	7	1972	8	1972	Summer	Plante					Poaceae	Setaria			verified		Seed Kernel				0.035				multiple	stomach contents	Family name changed from Gramineae to Poaceae	YP	"Allaire, P. N. and C. D. Fisher. 1975. Feeding ecology of three resident sympatric sparrows in eastern Texas. Auk 92:260-269."
Bachman's Sparrow	Peucaea aestivalis	Passerellidae	"AOU 7th ed., 56th supplement"	NA	NA	NA	NA	NA	Texas	Nacogdoches County	Forest	9	1972	11	1972	Fall	Plante					Astartidae 	Digitaria			verified		Seed Kernel				0.042				multiple	stomach contents	Family name changed from Gramineae to Astartidae 	YP	"Allaire, P. N. and C. D. Fisher. 1975. Feeding ecology of three resident sympatric sparrows in eastern Texas. Auk 92:260-269."
Bachman's Sparrow	Peucaea aestivalis	Passerellidae	"AOU 7th ed., 56th supplement"	NA	NA	NA	NA	NA	Texas	Nacogdoches County	Forest	9	1972	11	1972	Fall	Plante					Poaceae	Panicum			verified		Seed Kernel				0.637				multiple	stomach contents	Family name changed from Gramineae to Poaceae	YP	"Allaire, P. N. and C. D. Fisher. 1975. Feeding ecology of three resident sympatric sparrows in eastern Texas. Auk 92:260-269."
Bachman's Sparrow	Peucaea aestivalis	Passerellidae	"AOU 7th ed., 56th supplement"	NA	NA	NA	NA	NA	Texas	Nacogdoches County	Forest	9	1972	11	1972	Fall	Plante					Poaceae	Setaria			verified		Seed Kernel				0.105				multiple	stomach contents	Family name changed from Gramineae to Poaceae	YP	"Allaire, P. N. and C. D. Fisher. 1975. Feeding ecology of three resident sympatric sparrows in eastern Texas. Auk 92:260-269."
Bachman's Sparrow	Peucaea aestivalis	Passerellidae	"AOU 7th ed., 56th supplement"	NA	NA	NA	NA	NA	Texas	Nacogdoches County	Forest	9	1972	11	1972	Fall	Plante					Gramineae	Triodia			unverified		Seed Kernel				0.039				multiple	stomach contents		YP	"Allaire, P. N. and C. D. Fisher. 1975. Feeding ecology of three resident sympatric sparrows in eastern Texas. Auk 92:260-269."
Bachman's Sparrow	Peucaea aestivalis	Passerellidae	"AOU 7th ed., 56th supplement"	NA	NA	NA	NA	NA	Texas	Nacogdoches County	Forest	9	1972	11	1972	Fall	Plante					Asteraceae 	Iva			verified		Seed Kernel				0.0038				multiple	stomach contents	Family name changed from Compositea to Asteraceae	YP	"Allaire, P. N. and C. D. Fisher. 1975. Feeding ecology of three resident sympatric sparrows in eastern Texas. Auk 92:260-269."
Bachman's Sparrow	Peucaea aestivalis	Passerellidae	"AOU 7th ed., 56th supplement"	NA	NA	NA	NA	NA	Texas	Nacogdoches County	Forest	9	1972	11	1972	Fall	Plante					Euphorbiaceae	Acalypha			verified		Seed Kernel				0.042				multiple	stomach contents		YP	"Allaire, P. N. and C. D. Fisher. 1975. Feeding ecology of three resident sympatric sparrows in eastern Texas. Auk 92:260-269."
Bachman's Sparrow	Peucaea aestivalis	Passerellidae	"AOU 7th ed., 56th supplement"	NA	NA	NA	NA	NA	Texas	Nacogdoches County	Forest	9	1972	11	1972	Fall	Plante					Euphorbiaceae			Yes			Seed Kernel				0.071				multiple	stomach contents		YP	"Allaire, P. N. and C. D. Fisher. 1975. Feeding ecology of three resident sympatric sparrows in eastern Texas. Auk 92:260-269."
Bachman's Sparrow	Peucaea aestivalis	Passerellidae	"AOU 7th ed., 56th supplement"	NA	NA	NA	NA	NA	Texas	Nacogdoches County	Forest	12	1972	2	1973	Winter	Plante					Astartidae 	Digitaria			verified		Seed Kernel				0.0079				multiple	stomach contents	Family name changed from Gramineae to Astartidae 	YP	"Allaire, P. N. and C. D. Fisher. 1975. Feeding ecology of three resident sympatric sparrows in eastern Texas. Auk 92:260-269."
Bachman's Sparrow	Peucaea aestivalis	Passerellidae	"AOU 7th ed., 56th supplement"	NA	NA	NA	NA	NA	Texas	Nacogdoches County	Forest	12	1972	2	1973	Winter	Plante					Poaceae	Panicum			verified		Seed Kernel				0.884				multiple	stomach contents	Family name changed from Gramineae to Poaceae	YP	"Allaire, P. N. and C. D. Fisher. 1975. Feeding ecology of three resident sympatric sparrows in eastern Texas. Auk 92:260-269."
Bachman's Sparrow	Peucaea aestivalis	Passerellidae	"AOU 7th ed., 56th supplement"	NA	NA	NA	NA	NA	Texas	Nacogdoches County	Forest	12	1972	2	1973	Winter	Plante					Poaceae	Setaria			verified		Seed Kernel				0.004				multiple	stomach contents		YP	"Allaire, P. N. and C. D. Fisher. 1975. Feeding ecology of three resident sympatric sparrows in eastern Texas. Auk 92:260-269."
Bachman's Sparrow	Peucaea aestivalis	Passerellidae	"AOU 7th ed., 56th supplement"	NA	NA	NA	NA	NA	Texas	Nacogdoches County	Forest	12	1972	2	1973	Winter	Plante					Gramineae	Triodia					Seed Kernel				0.025				multiple	stomach contents	Family name changed from Gramineae to Poaceae	YP	"Allaire, P. N. and C. D. Fisher. 1975. Feeding ecology of three resident sympatric sparrows in eastern Texas. Auk 92:260-269."
Bachman's Sparrow	Peucaea aestivalis	Passerellidae	"AOU 7th ed., 56th supplement"	NA	NA	NA	NA	NA	Texas	Nacogdoches County	Forest	12	1972	2	1973	Winter	Plante					Poaceae	Chloris			verified		Seed Kernel				0.062				multiple	stomach contents	Family name changed from Gramineae to Poaceae	YP	"Allaire, P. N. and C. D. Fisher. 1975. Feeding ecology of three resident sympatric sparrows in eastern Texas. Auk 92:260-269."
Bachman's Sparrow	Peucaea aestivalis	Passerellidae	"AOU 7th ed., 56th supplement"	NA	NA	NA	NA	NA	Texas	Nacogdoches County	Forest	12	1972	2	1973	Winter	Plante					Fabaceae 	Galactia			verified		Seed Kernel				0.004				multiple	stomach contents	Family name changed from Leguminosae to Fabaceae	YP	"Allaire, P. N. and C. D. Fisher. 1975. Feeding ecology of three resident sympatric sparrows in eastern Texas. Auk 92:260-269."
Bachman's Sparrow	Peucaea aestivalis	Passerellidae	"AOU 7th ed., 56th supplement"	NA	NA	NA	NA	NA	Texas	Nacogdoches County	Forest	7	1972	8	1972	Summer	Animalia		Insecta	Coleoptra						verified						0.178				multiple	stomach contents		YP	"Allaire, P. N. and C. D. Fisher. 1975. Feeding ecology of three resident sympatric sparrows in eastern Texas. Auk 92:260-269."
Bachman's Sparrow	Peucaea aestivalis	Passerellidae	"AOU 7th ed., 56th supplement"	NA	NA	NA	NA	NA	Texas	Nacogdoches County	Forest	7	1972	8	1972	Summer	Animalia		Insecta	Lepidoptera						verified						0.035				multiple	stomach contents		YP	"Allaire, P. N. and C. D. Fisher. 1975. Feeding ecology of three resident sympatric sparrows in eastern Texas. Auk 92:260-269."
Bachman's Sparrow	Peucaea aestivalis	Passerellidae	"AOU 7th ed., 56th supplement"	NA	NA	NA	NA	NA	Texas	Nacogdoches County	Forest	7	1972	8	1972	Summer	Animalia		Insecta	Hemiptera						verified						0.053				multiple	stomach contents		YP	"Allaire, P. N. and C. D. Fisher. 1975. Feeding ecology of three resident sympatric sparrows in eastern Texas. Auk 92:260-269."
Bachman's Sparrow	Peucaea aestivalis	Passerellidae	"AOU 7th ed., 56th supplement"	NA	NA	NA	NA	NA	Texas	Nacogdoches County	Forest	9	1972	11	1972	Fall	Animalia		Insecta	Coleoptra						verified						0.0071				multiple	stomach contents		YP	"Allaire, P. N. and C. D. Fisher. 1975. Feeding ecology of three resident sympatric sparrows in eastern Texas. Auk 92:260-269."
Bachman's Sparrow	Peucaea aestivalis	Passerellidae	"AOU 7th ed., 56th supplement"	NA	NA	NA	NA	NA	Texas	Nacogdoches County	Forest	9	1972	11	1972	Fall	Animalia		Insecta	Blattodea						verified						0.0034				multiple	stomach contents	Order name changed from Isoptera to Blattodea	YP	"Allaire, P. N. and C. D. Fisher. 1975. Feeding ecology of three resident sympatric sparrows in eastern Texas. Auk 92:260-269."
Bachman's Sparrow	Peucaea aestivalis	Passerellidae	"AOU 7th ed., 56th supplement"	NA	NA	NA	NA	NA	Texas	Nacogdoches County	Forest	9	1972	11	1972	Fall	Animalia		Insecta	Orthoptera						verified						0.0071				multiple	stomach contents		YP	"Allaire, P. N. and C. D. Fisher. 1975. Feeding ecology of three resident sympatric sparrows in eastern Texas. Auk 92:260-269."
Bachman's Sparrow	Peucaea aestivalis	Passerellidae	"AOU 7th ed., 56th supplement"	NA	NA	NA	NA	NA	Texas	Nacogdoches County	Forest	9	1972	11	1972	Fall	Animalia		Insecta	Lepidoptera						verified						0.025				multiple	stomach contents		YP	"Allaire, P. N. and C. D. Fisher. 1975. Feeding ecology of three resident sympatric sparrows in eastern Texas. Auk 92:260-269."
Bachman's Sparrow	Peucaea aestivalis	Passerellidae	"AOU 7th ed., 56th supplement"	NA	NA	NA	NA	NA	Texas	Nacogdoches County	Forest	9	1972	11	1972	Fall	Animalia		Insecta	Hemiptera						verified						0.011				multiple	stomach contents		YP	"Allaire, P. N. and C. D. Fisher. 1975. Feeding ecology of three resident sympatric sparrows in eastern Texas. Auk 92:260-269."
Bachman's Sparrow	Peucaea aestivalis	Passerellidae	"AOU 7th ed., 56th supplement"	NA	NA	NA	NA	NA	Texas	Nacogdoches County	Forest	9	1972	11	1972	Fall	Animalia		Insecta	Homoptera						verified						0.0035				multiple	stomach contents		YP	"Allaire, P. N. and C. D. Fisher. 1975. Feeding ecology of three resident sympatric sparrows in eastern Texas. Auk 92:260-269."
Bachman's Sparrow	Peucaea aestivalis	Passerellidae	"AOU 7th ed., 56th supplement"	NA	NA	NA	NA	NA	Texas	Nacogdoches County	Forest	9	1972	11	1972	Fall	Animalia		Arachnoides						Yes							0.0035				multiple	stomach contents		YP	"Allaire, P. N. and C. D. Fisher. 1975. Feeding ecology of three resident sympatric sparrows in eastern Texas. Auk 92:260-269."
Bachman's Sparrow	Peucaea aestivalis	Passerellidae	"AOU 7th ed., 56th supplement"	NA	NA	NA	NA	NA	Texas	Nacogdoches County	Forest	12	1972	2	1973	Winter	Animalia		Insecta	Homoptera						verified						0.0041				multiple	stomach contents		YP	"Allaire, P. N. and C. D. Fisher. 1975. Feeding ecology of three resident sympatric sparrows in eastern Texas. Auk 92:260-269."
Bachman's Sparrow	Peucaea aestivalis	Passerellidae	"AOU 7th ed., 56th supplement"	NA	NA	NA	NA	NA	Texas	Nacogdoches County	Forest	12	1972	2	1973	Winter	Animalia		Insecta	Diptera						verified						0.0041				multiple	stomach contents		YP	"Allaire, P. N. and C. D. Fisher. 1975. Feeding ecology of three resident sympatric sparrows in eastern Texas. Auk 92:260-269."
Bachman's Sparrow	Peucaea aestivalis	Passerellidae	"AOU 7th ed., 56th supplement"	NA	NA	NA	NA	NA	Texas	Nacogdoches County	Forest	12	1972	2	1973	Winter	Animalia		Arachnoides						Yes							0.0041				multiple	stomach contents		YP	"Allaire, P. N. and C. D. Fisher. 1975. Feeding ecology of three resident sympatric sparrows in eastern Texas. Auk 92:260-269."
Field Sparrow	Spizella pusilla	Passerellidae	"AOU 7th ed., 56th supplement"	NA	NA	NA	NA	NA	Texas	Nacogdoches County	Forest	7	1972	8	1972	Summer	Plante					Poaceae	Digitaria			verified		Seed Kernel				0.874				multiple	stomach contents	Family name changed from Gramineae to Poaceae	YP	"Allaire, P. N. and C. D. Fisher. 1975. Feeding ecology of three resident sympatric sparrows in eastern Texas. Auk 92:260-269."
Field Sparrow	Spizella pusilla	Passerellidae	"AOU 7th ed., 56th supplement"	NA	NA	NA	NA	NA	Texas	Nacogdoches County	Forest	7	1972	8	1972	Summer	Plante					Poaceae	Panicum			verified		Seed Kernel				0.0047				multiple	stomach contents	Family name changed from Gramineae to Poaceae	YP	"Allaire, P. N. and C. D. Fisher. 1975. Feeding ecology of three resident sympatric sparrows in eastern Texas. Auk 92:260-269."
Field Sparrow	Spizella pusilla	Passerellidae	"AOU 7th ed., 56th supplement"	NA	NA	NA	NA	NA	Texas	Nacogdoches County	Forest	7	1972	8	1972	Summer	Plante					Euphorbiaceae	Acalypha			verified		Seed Kernel				0.0047				multiple	stomach contents		YP	"Allaire, P. N. and C. D. Fisher. 1975. Feeding ecology of three resident sympatric sparrows in eastern Texas. Auk 92:260-269."
Field Sparrow	Spizella pusilla	Passerellidae	"AOU 7th ed., 56th supplement"	NA	NA	NA	NA	NA	Texas	Nacogdoches County	Forest	7	1972	8	1972	Summer	Plante					Euphorbiaceae			Yes			Seed Kernel				0.0645				multiple	stomach contents		YP	"Allaire, P. N. and C. D. Fisher. 1975. Feeding ecology of three resident sympatric sparrows in eastern Texas. Auk 92:260-269."
Field Sparrow	Spizella pusilla	Passerellidae	"AOU 7th ed., 56th supplement"	NA	NA	NA	NA	NA	Texas	Nacogdoches County	Forest	9	1972	11	1972	Fall	Plante					Poaceae	Digitaria			verified		Seed Kernel				0.417				multiple	stomach contents	Family name changed from Gramineae to Poaceae	YP	"Allaire, P. N. and C. D. Fisher. 1975. Feeding ecology of three resident sympatric sparrows in eastern Texas. Auk 92:260-269."
Field Sparrow	Spizella pusilla	Passerellidae	"AOU 7th ed., 56th supplement"	NA	NA	NA	NA	NA	Texas	Nacogdoches County	Forest	9	1972	11	1972	Fall	Plante					Poaceae	Panicum			verified		Seed Kernel				0.105				multiple	stomach contents	Family name changed from Gramineae to Poaceae	YP	"Allaire, P. N. and C. D. Fisher. 1975. Feeding ecology of three resident sympatric sparrows in eastern Texas. Auk 92:260-269."
Field Sparrow	Spizella pusilla	Passerellidae	"AOU 7th ed., 56th supplement"	NA	NA	NA	NA	NA	Texas	Nacogdoches County	Forest	9	1972	11	1972	Fall	Plante					Poaceae	Setaria			verified		Seed Kernel				0.277				multiple	stomach contents	Family name changed from Gramineae to Poaceae	YP	"Allaire, P. N. and C. D. Fisher. 1975. Feeding ecology of three resident sympatric sparrows in eastern Texas. Auk 92:260-269."
Field Sparrow	Spizella pusilla	Passerellidae	"AOU 7th ed., 56th supplement"	NA	NA	NA	NA	NA	Texas	Nacogdoches County	Forest	9	1972	11	1972	Fall	Plante					Poaceae	Triodia			unverified		Seed Kernel				0.096				multiple	stomach contents	Family name changed from Gramineae to Poaceae	YP	"Allaire, P. N. and C. D. Fisher. 1975. Feeding ecology of three resident sympatric sparrows in eastern Texas. Auk 92:260-269."
Field Sparrow	Spizella pusilla	Passerellidae	"AOU 7th ed., 56th supplement"	NA	NA	NA	NA	NA	Texas	Nacogdoches County	Forest	9	1972	11	1972	Fall	Plante					Cyperaceae	Cyperus			verified		Seed Kernel				0.049				multiple	stomach contents		YP	"Allaire, P. N. and C. D. Fisher. 1975. Feeding ecology of three resident sympatric sparrows in eastern Texas. Auk 92:260-269."
Field Sparrow	Spizella pusilla	Passerellidae	"AOU 7th ed., 56th supplement"	NA	NA	NA	NA	NA	Texas	Nacogdoches County	Forest	9	1972	11	1972	Fall	Plante					Euphorbiaceae	Acalypha			verified		Seed Kernel				0.0127				multiple	stomach contents		YP	"Allaire, P. N. and C. D. Fisher. 1975. Feeding ecology of three resident sympatric sparrows in eastern Texas. Auk 92:260-269."
Field Sparrow	Spizella pusilla	Passerellidae	"AOU 7th ed., 56th supplement"	NA	NA	NA	NA	NA	Texas	Nacogdoches County	Forest	9	1972	11	1972	Fall	Plante					Euphorbiaceae	Euphorbia			verified		Seed Kernel				0.0216				multiple	stomach contents		YP	"Allaire, P. N. and C. D. Fisher. 1975. Feeding ecology of three resident sympatric sparrows in eastern Texas. Auk 92:260-269."
Field Sparrow	Spizella pusilla	Passerellidae	"AOU 7th ed., 56th supplement"	NA	NA	NA	NA	NA	Texas	Nacogdoches County	Forest	9	1972	11	1972	Fall	Plante					Euphorbiaceae			Yes			Seed Kernel				0.002				multiple	stomach contents		YP	"Allaire, P. N. and C. D. Fisher. 1975. Feeding ecology of three resident sympatric sparrows in eastern Texas. Auk 92:260-269."
Field Sparrow	Spizella pusilla	Passerellidae	"AOU 7th ed., 56th supplement"	NA	NA	NA	NA	NA	Texas	Nacogdoches County	Forest	12	1972	2	1973	Winter	Plante					Poaceae	Digitaria			verified		Seed Kernel				0.291				multiple	stomach contents	Family name changed from Gramineae to Poaceae	YP	"Allaire, P. N. and C. D. Fisher. 1975. Feeding ecology of three resident sympatric sparrows in eastern Texas. Auk 92:260-269."
Field Sparrow	Spizella pusilla	Passerellidae	"AOU 7th ed., 56th supplement"	NA	NA	NA	NA	NA	Texas	Nacogdoches County	Forest	12	1972	2	1973	Winter	Plante					Poaceae	Panicum			verified		Seed Kernel				0.025				multiple	stomach contents	Family name changed from Gramineae to Poaceae	YP	"Allaire, P. N. and C. D. Fisher. 1975. Feeding ecology of three resident sympatric sparrows in eastern Texas. Auk 92:260-269."
Field Sparrow	Spizella pusilla	Passerellidae	"AOU 7th ed., 56th supplement"	NA	NA	NA	NA	NA	Texas	Nacogdoches County	Forest	12	1972	2	1973	Winter	Plante					Poaceae	Setaria			verified		Seed Kernel				0.002				multiple	stomach contents	Family name changed from Gramineae to Poaceae	YP	"Allaire, P. N. and C. D. Fisher. 1975. Feeding ecology of three resident sympatric sparrows in eastern Texas. Auk 92:260-269."
Field Sparrow	Spizella pusilla	Passerellidae	"AOU 7th ed., 56th supplement"	NA	NA	NA	NA	NA	Texas	Nacogdoches County	Forest	12	1972	2	1973	Winter	Plante					Poaceae	Triodia			unverified		Seed Kernel				0.051				multiple	stomach contents	Family name changed from Gramineae to Poaceae	YP	"Allaire, P. N. and C. D. Fisher. 1975. Feeding ecology of three resident sympatric sparrows in eastern Texas. Auk 92:260-269."
Field Sparrow	Spizella pusilla	Passerellidae	"AOU 7th ed., 56th supplement"	NA	NA	NA	NA	NA	Texas	Nacogdoches County	Forest	12	1972	2	1973	Winter	Plante					Poaceae	Chloris					Seed Kernel				0.03				multiple	stomach contents	Family name changed from Gramineae to Poaceae	YP	"Allaire, P. N. and C. D. Fisher. 1975. Feeding ecology of three resident sympatric sparrows in eastern Texas. Auk 92:260-269."
Field Sparrow	Spizella pusilla	Passerellidae	"AOU 7th ed., 56th supplement"	NA	NA	NA	NA	NA	Texas	Nacogdoches County	Forest	12	1972	2	1973	Winter	Plante					Poaceae		Gramineae sp. 1				Seed Kernel				0.46				multiple	stomach contents	Family name changed from Gramineae to Poaceae	YP	"Allaire, P. N. and C. D. Fisher. 1975. Feeding ecology of three resident sympatric sparrows in eastern Texas. Auk 92:260-269."
Field Sparrow	Spizella pusilla	Passerellidae	"AOU 7th ed., 56th supplement"	NA	NA	NA	NA	NA	Texas	Nacogdoches County	Forest	12	1972	2	1973	Winter	Plante					Poaceae		Gramineae sp. 2				Seed Kernel				0.14				multiple	stomach contents		YP	"Allaire, P. N. and C. D. Fisher. 1975. Feeding ecology of three resident sympatric sparrows in eastern Texas. Auk 92:260-269."
Field Sparrow	Spizella pusilla	Passerellidae	"AOU 7th ed., 56th supplement"	NA	NA	NA	NA	NA	Texas	Nacogdoches County	Forest	12	1972	2	1973	Winter	Plante					Euphorbiaceae			Yes			Seed Kernel				0.05				multiple	stomach contents		YP	"Allaire, P. N. and C. D. Fisher. 1975. Feeding ecology of three resident sympatric sparrows in eastern Texas. Auk 92:260-269."
Field Sparrow	Spizella pusilla	Passerellidae	"AOU 7th ed., 56th supplement"	NA	NA	NA	NA	NA	Texas	Nacogdoches County	Forest	7	1972	8	1972	Summer	Animalia		Insecta	Coleoptera												0.0172				multiple	stomach contents		YP	"Allaire, P. N. and C. D. Fisher. 1975. Feeding ecology of three resident sympatric sparrows in eastern Texas. Auk 92:260-269."
Field Sparrow	Spizella pusilla	Passerellidae	"AOU 7th ed., 56th supplement"	NA	NA	NA	NA	NA	Texas	Nacogdoches County	Forest	7	1972	8	1972	Summer	Animalia		Insecta	Orthoptera												0.0086				multiple	stomach contents		YP	"Allaire, P. N. and C. D. Fisher. 1975. Feeding ecology of three resident sympatric sparrows in eastern Texas. Auk 92:260-269."
Field Sparrow	Spizella pusilla	Passerellidae	"AOU 7th ed., 56th supplement"	NA	NA	NA	NA	NA	Texas	Nacogdoches County	Forest	7	1972	8	1972	Summer	Animalia		Insecta	Lepidoptera												0.0129				multiple	stomach contents		YP	"Allaire, P. N. and C. D. Fisher. 1975. Feeding ecology of three resident sympatric sparrows in eastern Texas. Auk 92:260-269."
Field Sparrow	Spizella pusilla	Passerellidae	"AOU 7th ed., 56th supplement"	NA	NA	NA	NA	NA	Texas	Nacogdoches County	Forest	7	1972	8	1972	Summer	Animalia		Insecta	Homoptera												0.0043				multiple	stomach contents		YP	"Allaire, P. N. and C. D. Fisher. 1975. Feeding ecology of three resident sympatric sparrows in eastern Texas. Auk 92:260-269."
Field Sparrow	Spizella pusilla	Passerellidae	"AOU 7th ed., 56th supplement"	NA	NA	NA	NA	NA	Texas	Nacogdoches County	Forest	7	1972	8	1972	Summer	Animalia		Insecta	Hymenoptera												0.0043				multiple	stomach contents		YP	"Allaire, P. N. and C. D. Fisher. 1975. Feeding ecology of three resident sympatric sparrows in eastern Texas. Auk 92:260-269."
Field Sparrow	Spizella pusilla	Passerellidae	"AOU 7th ed., 56th supplement"	NA	NA	NA	NA	NA	Texas	Nacogdoches County	Forest	7	1972	8	1972	Summer	Animalia		Arachnoides	Araneae												0.0043				multiple	stomach contents		YP	"Allaire, P. N. and C. D. Fisher. 1975. Feeding ecology of three resident sympatric sparrows in eastern Texas. Auk 92:260-269."
Field Sparrow	Spizella pusilla	Passerellidae	"AOU 7th ed., 56th supplement"	NA	NA	NA	NA	NA	Texas	Nacogdoches County	Forest	9	1972	11	1972	Fall	Animalia		Insecta	Blattodea												0.0021				multiple	stomach contents	Order name changed from Isoptera to Blattodea	YP	"Allaire, P. N. and C. D. Fisher. 1975. Feeding ecology of three resident sympatric sparrows in eastern Texas. Auk 92:260-269."
