"TAXON_ORDER","PRIMARY_COM_NAME","SCI_NAME","Family"
1498,"Painted Spurfowl","Galloperdix lunulata","Phasianidae"
1500,"Sri Lanka Spurfowl","Galloperdix bicalcarata","Phasianidae"
1501,"Palawan Peacock-Pheasant","Polyplectron napoleonis","Phasianidae"
1502,"Bornean Peacock-Pheasant","Polyplectron schleiermacheri","Phasianidae"
1503,"Malayan Peacock-Pheasant","Polyplectron malacense","Phasianidae"
1504,"Germain's Peacock-Pheasant","Polyplectron germaini","Phasianidae"
1505,"Hainan Peacock-Pheasant","Polyplectron katsumatae","Phasianidae"
1506,"Gray Peacock-Pheasant","Polyplectron bicalcaratum","Phasianidae"
1511,"Mountain Peacock-Pheasant","Polyplectron inopinatum","Phasianidae"
1512,"Bronze-tailed Peacock-Pheasant","Polyplectron chalcurum","Phasianidae"
1516,"Mountain Bamboo-Partridge","Bambusicola fytchii","Phasianidae"
1519,"Chinese Bamboo-Partridge","Bambusicola thoracicus","Phasianidae"
1520,"Taiwan Bamboo-Partridge","Bambusicola sonorivox","Phasianidae"
1521,"Green Junglefowl","Gallus varius","Phasianidae"
1522,"Red Junglefowl","Gallus gallus","Phasianidae"
1529,"Gray Junglefowl","Gallus sonneratii","Phasianidae"
1530,"Sri Lanka Junglefowl","Gallus lafayettii","Phasianidae"
1531,"Latham's Francolin","Peliperdix lathami","Phasianidae"
1534,"Crested Francolin","Ortygornis sephaena","Phasianidae"
1541,"Gray Francolin","Ortygornis pondicerianus","Phasianidae"
1545,"Swamp Francolin","Ortygornis gularis","Phasianidae"
1546,"Chinese Francolin","Francolinus pintadeanus","Phasianidae"
1549,"Black Francolin","Francolinus francolinus","Phasianidae"
1558,"Painted Francolin","Francolinus pictus","Phasianidae"
1562,"Coqui Francolin","Campocolinus coqui","Phasianidae"
1568,"White-throated Francolin","Campocolinus albogularis","Phasianidae"
1573,"Schlegel's Francolin","Campocolinus schlegelii","Phasianidae"
1574,"Ring-necked Francolin","Scleroptila streptophora","Phasianidae"
1575,"Red-winged Francolin","Scleroptila levaillantii","Phasianidae"
1578,"Finsch's Francolin","Scleroptila finschi","Phasianidae"
1579,"Moorland Francolin","Scleroptila psilolaema","Phasianidae"
1582,"Gray-winged Francolin","Scleroptila afra","Phasianidae"
1583,"Orange River Francolin","Scleroptila gutturalis","Phasianidae"
1589,"Shelley's Francolin","Scleroptila shelleyi","Phasianidae"
1592,"Tibetan Snowcock","Tetraogallus tibetanus","Phasianidae"
1597,"Altai Snowcock","Tetraogallus altaicus","Phasianidae"
1598,"Caucasian Snowcock","Tetraogallus caucasicus","Phasianidae"
1599,"Caspian Snowcock","Tetraogallus caspius","Phasianidae"
1602,"Himalayan Snowcock","Tetraogallus himalayensis","Phasianidae"
1609,"See-see Partridge","Ammoperdix griseogularis","Phasianidae"
1610,"Sand Partridge","Ammoperdix heyi","Phasianidae"
1615,"Brown Quail","Synoicus ypsilophorus","Phasianidae"
1626,"Snow Mountain Quail","Synoicus monorthonyx","Phasianidae"
1627,"Blue-breasted Quail","Synoicus chinensis","Phasianidae"
1636,"Blue Quail","Synoicus adansonii","Phasianidae"
1637,"Madagascar Partridge","Margaroperdix madagarensis","Phasianidae"
1638,"Common Quail","Coturnix coturnix","Phasianidae"
1639,"Japanese Quail","Coturnix japonica","Phasianidae"
1640,"Harlequin Quail","Coturnix delegorguei","Phasianidae"
1644,"Rain Quail","Coturnix coromandelica","Phasianidae"
1646,"Stubble Quail","Coturnix pectoralis","Phasianidae"
1647,"New Zealand Quail","Coturnix novaezelandiae","Phasianidae"
1649,"Barbary Partridge","Alectoris barbara","Phasianidae"
1654,"Arabian Partridge","Alectoris melanocephala","Phasianidae"
1655,"Red-legged Partridge","Alectoris rufa","Phasianidae"
1659,"Chukar","Alectoris chukar","Phasianidae"
1674,"Rock Partridge","Alectoris graeca","Phasianidae"
1683,"Philby's Partridge","Alectoris philbyi","Phasianidae"
1684,"Przevalski's Partridge","Alectoris magna","Phasianidae"
1685,"Jungle Bush-Quail","Perdicula asiatica","Phasianidae"
1690,"Rock Bush-Quail","Perdicula argoondah","Phasianidae"
1695,"Painted Bush-Quail","Perdicula erythrorhyncha","Phasianidae"
1698,"Manipur Bush-Quail","Perdicula manipurensis","Phasianidae"
1701,"Himalayan Quail","Ophrysia superciliosa","Phasianidae"
1702,"Hartlaub's Francolin","Pternistis hartlaubi","Phasianidae"
1703,"Cameroon Francolin","Pternistis camerunensis","Phasianidae"
1704,"Handsome Francolin","Pternistis nobilis","Phasianidae"
1705,"Chestnut-naped Francolin","Pternistis castaneicollis","Phasianidae"
1706,"Black-fronted Francolin","Pternistis atrifrons","Phasianidae"
1707,"Erckel's Francolin","Pternistis erckelii","Phasianidae"
1708,"Djibouti Francolin","Pternistis ochropectus","Phasianidae"
1709,"Swierstra's Francolin","Pternistis swierstrai","Phasianidae"
1710,"Ahanta Francolin","Pternistis ahantensis","Phasianidae"
1711,"Gray-striped Francolin","Pternistis griseostriatus","Phasianidae"
1712,"Jackson's Francolin","Pternistis jacksoni","Phasianidae"
1713,"Red-billed Francolin","Pternistis adspersus","Phasianidae"
1714,"Cape Francolin","Pternistis capensis","Phasianidae"
1715,"Natal Francolin","Pternistis natalensis","Phasianidae"
1716,"Hildebrandt's Francolin","Pternistis hildebrandti","Phasianidae"
1717,"Double-spurred Francolin","Pternistis bicalcaratus","Phasianidae"
1720,"Scaly Francolin","Pternistis squamatus","Phasianidae"
1724,"Heuglin's Francolin","Pternistis icterorhynchus","Phasianidae"
1725,"Clapperton's Francolin","Pternistis clappertoni","Phasianidae"
1726,"Harwood's Francolin","Pternistis harwoodi","Phasianidae"
1727,"Swainson's Francolin","Pternistis swainsonii","Phasianidae"
1730,"Yellow-necked Francolin","Pternistis leucoscepus","Phasianidae"
1731,"Gray-breasted Francolin","Pternistis rufopictus","Phasianidae"
1732,"Red-necked Francolin","Pternistis afer","Phasianidae"
1743,"Chilean Flamingo","Phoenicopterus chilensis","Phoenicopteridae"
1744,"American Flamingo","Phoenicopterus ruber","Phoenicopteridae"
1745,"Greater Flamingo","Phoenicopterus roseus","Phoenicopteridae"
1747,"Lesser Flamingo","Phoeniconaias minor","Phoenicopteridae"
1749,"Andean Flamingo","Phoenicoparrus andinus","Phoenicopteridae"
1750,"James's Flamingo","Phoenicoparrus jamesi","Phoenicopteridae"
1752,"White-tufted Grebe","Rollandia rolland","Podicipedidae"
1756,"Titicaca Grebe","Rollandia microptera","Podicipedidae"
1757,"Alaotra Grebe","Tachybaptus rufolavatus","Podicipedidae"
1758,"Little Grebe","Tachybaptus ruficollis","Podicipedidae"
1770,"Australasian Grebe","Tachybaptus novaehollandiae","Podicipedidae"
1778,"Madagascar Grebe","Tachybaptus pelzelnii","Podicipedidae"
1779,"Least Grebe","Tachybaptus dominicus","Podicipedidae"
1785,"Pied-billed Grebe","Podilymbus podiceps","Podicipedidae"
1789,"Atitlan Grebe","Podilymbus gigas","Podicipedidae"
1790,"Hoary-headed Grebe","Poliocephalus poliocephalus","Podicipedidae"
1792,"New Zealand Grebe","Poliocephalus rufopectus","Podicipedidae"
1793,"Great Grebe","Podiceps major","Podicipedidae"
1796,"Horned Grebe","Podiceps auritus","Podicipedidae"
1799,"Red-necked Grebe","Podiceps grisegena","Podicipedidae"
1802,"Great Crested Grebe","Podiceps cristatus","Podicipedidae"
1806,"Eared Grebe","Podiceps nigricollis","Podicipedidae"
1811,"Colombian Grebe","Podiceps andinus","Podicipedidae"
1812,"Silvery Grebe","Podiceps occipitalis","Podicipedidae"
1815,"Junin Grebe","Podiceps taczanowskii","Podicipedidae"
1816,"Hooded Grebe","Podiceps gallardoi","Podicipedidae"
1818,"Western Grebe","Aechmophorus occidentalis","Podicipedidae"
1821,"Clark's Grebe","Aechmophorus clarkii","Podicipedidae"
1827,"Rock Pigeon","Columba livia","Columbidae"
1843,"Hill Pigeon","Columba rupestris","Columbidae"
1847,"Snow Pigeon","Columba leuconota","Columbidae"
1850,"Speckled Pigeon","Columba guinea","Columbidae"
1853,"White-collared Pigeon","Columba albitorques","Columbidae"
1854,"Stock Dove","Columba oenas","Columbidae"
1857,"Yellow-eyed Pigeon","Columba eversmanni","Columbidae"
1858,"Somali Pigeon","Columba oliviae","Columbidae"
1859,"Common Wood-Pigeon","Columba palumbus","Columbidae"
1867,"Trocaz Pigeon","Columba trocaz","Columbidae"
1868,"Bolle's Pigeon","Columba bollii","Columbidae"
1869,"Afep Pigeon","Columba unicincta","Columbidae"
1870,"Laurel Pigeon","Columba junoniae","Columbidae"
1871,"Rameron Pigeon","Columba arquatrix","Columbidae"
1872,"Cameroon Pigeon","Columba sjostedti","Columbidae"
1873,"Maroon Pigeon","Columba thomensis","Columbidae"
1874,"Delegorgue's Pigeon","Columba delegorguei","Columbidae"
1877,"Bronze-naped Pigeon","Columba iriditorques","Columbidae"
1878,"Sao Tome Pigeon","Columba malherbii","Columbidae"
1879,"Mauritius Wood-Pigeon","Columba thiriouxi","Columbidae"
1880,"Lemon Dove","Columba larvata","Columbidae"
1887,"Comoro Pigeon","Columba pollenii","Columbidae"
1888,"Speckled Wood-Pigeon","Columba hodgsonii","Columbidae"
1889,"White-naped Pigeon","Columba albinucha","Columbidae"
1890,"Ashy Wood-Pigeon","Columba pulchricollis","Columbidae"
1891,"Nilgiri Wood-Pigeon","Columba elphinstonii","Columbidae"
1892,"Sri Lanka Wood-Pigeon","Columba torringtoniae","Columbidae"
1893,"Pale-capped Pigeon","Columba punicea","Columbidae"
1894,"Silvery Wood-Pigeon","Columba argentina","Columbidae"
1895,"Andaman Wood-Pigeon","Columba palumboides","Columbidae"
1896,"Japanese Wood-Pigeon","Columba janthina","Columbidae"
1899,"Ryukyu Pigeon","Columba jouyi","Columbidae"
1900,"Bonin Pigeon","Columba versicolor","Columbidae"
1901,"Metallic Pigeon","Columba vitiensis","Columbidae"
1911,"White-headed Pigeon","Columba leucomela","Columbidae"
1912,"Yellow-legged Pigeon","Columba pallidiceps","Columbidae"
1914,"Pale-vented Pigeon","Patagioenas cayennensis","Columbidae"
1920,"Scaled Pigeon","Patagioenas speciosa","Columbidae"
1921,"Scaly-naped Pigeon","Patagioenas squamosa","Columbidae"
1922,"Picazuro Pigeon","Patagioenas picazuro","Columbidae"
1925,"Bare-eyed Pigeon","Patagioenas corensis","Columbidae"
1926,"Spot-winged Pigeon","Patagioenas maculosa","Columbidae"
1929,"White-crowned Pigeon","Patagioenas leucocephala","Columbidae"
1930,"Red-billed Pigeon","Patagioenas flavirostris","Columbidae"
1935,"Plain Pigeon","Patagioenas inornata","Columbidae"
1939,"Band-tailed Pigeon","Patagioenas fasciata","Columbidae"
1950,"Chilean Pigeon","Patagioenas araucana","Columbidae"
1951,"Ring-tailed Pigeon","Patagioenas caribaea","Columbidae"
1952,"Peruvian Pigeon","Patagioenas oenops","Columbidae"
1953,"Plumbeous Pigeon","Patagioenas plumbea","Columbidae"
1960,"Ruddy Pigeon","Patagioenas subvinacea","Columbidae"
1972,"Short-billed Pigeon","Patagioenas nigrirostris","Columbidae"
1974,"Dusky Pigeon","Patagioenas goodsoni","Columbidae"
1976,"Passenger Pigeon","Ectopistes migratorius","Columbidae"
1977,"Pink Pigeon","Nesoenas mayeri","Columbidae"
1978,"Reunion Pigeon","Nesoenas duboisi","Columbidae"
1979,"Mauritius Turtle-Dove","Nesoenas cicur","Columbidae"
1980,"Rodrigues Turtle-Dove","Nesoenas rodericanus","Columbidae"
1981,"European Turtle-Dove","Streptopelia turtur","Columbidae"
1986,"Dusky Turtle-Dove","Streptopelia lugens","Columbidae"
1987,"Adamawa Turtle-Dove","Streptopelia hypopyrrha","Columbidae"
1988,"Oriental Turtle-Dove","Streptopelia orientalis","Columbidae"
1995,"Sunda Collared-Dove","Streptopelia bitorquata","Columbidae"
1996,"Philippine Collared-Dove","Streptopelia dusumieri","Columbidae"
1997,"Eurasian Collared-Dove","Streptopelia decaocto","Columbidae"
2001,"African Collared-Dove","Streptopelia roseogrisea","Columbidae"
2007,"White-winged Collared-Dove","Streptopelia reichenowi","Columbidae"
2008,"Mourning Collared-Dove","Streptopelia decipiens","Columbidae"
2015,"Red-eyed Dove","Streptopelia semitorquata","Columbidae"
2016,"Ring-necked Dove","Streptopelia capicola","Columbidae"
2023,"Vinaceous Dove","Streptopelia vinacea","Columbidae"
2024,"Red Collared-Dove","Streptopelia tranquebarica","Columbidae"
2028,"Malagasy Turtle-Dove","Streptopelia picturata","Columbidae"
2034,"Spotted Dove","Streptopelia chinensis","Columbidae"
2039,"Laughing Dove","Streptopelia senegalensis","Columbidae"
2046,"Barred Cuckoo-Dove","Macropygia unchall","Columbidae"
2050,"Brown Cuckoo-Dove","Macropygia phasianella","Columbidae"
2051,"Flores Sea Cuckoo-Dove","Macropygia macassariensis","Columbidae"
2054,"Timor Cuckoo-Dove","Macropygia magna","Columbidae"
2055,"Tanimbar Cuckoo-Dove","Macropygia timorlaoensis","Columbidae"
2056,"Amboyna Cuckoo-Dove","Macropygia amboinensis","Columbidae"
2067,"Sultan's Cuckoo-Dove","Macropygia doreya","Columbidae"
2078,"Andaman Cuckoo-Dove","Macropygia rufipennis","Columbidae"
2079,"Philippine Cuckoo-Dove","Macropygia tenuirostris","Columbidae"
2085,"Ruddy Cuckoo-Dove","Macropygia emiliana","Columbidae"
2088,"Enggano Cuckoo-Dove","Macropygia cinnamomea","Columbidae"
2089,"Barusan Cuckoo-Dove","Macropygia modiglianii","Columbidae"
2093,"Black-billed Cuckoo-Dove","Macropygia nigrirostris","Columbidae"
2094,"Mackinlay's Cuckoo-Dove","Macropygia mackinlayi","Columbidae"
2097,"Little Cuckoo-Dove","Macropygia ruficeps","Columbidae"
2107,"Great Cuckoo-Dove","Reinwardtoena reinwardti","Columbidae"
2111,"Pied Cuckoo-Dove","Reinwardtoena browni","Columbidae"
2112,"Crested Cuckoo-Dove","Reinwardtoena crassirostris","Columbidae"
2113,"White-faced Cuckoo-Dove","Turacoena manadensis","Columbidae"
2114,"Sula Cuckoo-Dove","Turacoena sulaensis","Columbidae"
2115,"Slaty Cuckoo-Dove","Turacoena modesta","Columbidae"
2116,"Emerald-spotted Wood-Dove","Turtur chalcospilos","Columbidae"
2117,"Black-billed Wood-Dove","Turtur abyssinicus","Columbidae"
2118,"Blue-spotted Wood-Dove","Turtur afer","Columbidae"
2119,"Tambourine Dove","Turtur tympanistria","Columbidae"
2120,"Blue-headed Wood-Dove","Turtur brehmeri","Columbidae"
2124,"Namaqua Dove","Oena capensis","Columbidae"
2127,"Asian Emerald Dove","Chalcophaps indica","Columbidae"
2133,"Pacific Emerald Dove","Chalcophaps longirostris","Columbidae"
2139,"Stephan's Dove","Chalcophaps stephani","Columbidae"
2143,"New Guinea Bronzewing","Henicophaps albifrons","Columbidae"
2146,"New Britain Bronzewing","Henicophaps foersteri","Columbidae"
2147,"Wetar Ground Dove","Alopecoenas hoedtii","Columbidae"
2148,"Shy Ground Dove","Alopecoenas stairi","Columbidae"
2149,"Santa Cruz Ground Dove","Alopecoenas sanctaecrucis","Columbidae"
2150,"Thick-billed Ground Dove","Alopecoenas salamonis","Columbidae"
2151,"Tanna Ground Dove","Alopecoenas ferrugineus","Columbidae"
2152,"Bronze Ground Dove","Alopecoenas beccarii","Columbidae"
2161,"Palau Ground Dove","Alopecoenas canifrons","Columbidae"
2162,"White-bibbed Ground Dove","Alopecoenas jobiensis","Columbidae"
2165,"Marquesas Ground Dove","Alopecoenas rubescens","Columbidae"
2166,"Caroline Islands Ground Dove","Alopecoenas kubaryi","Columbidae"
2167,"Polynesian Ground Dove","Alopecoenas erythropterus","Columbidae"
2168,"White-throated Ground Dove","Alopecoenas xanthonurus","Columbidae"
2169,"Norfolk Ground Dove","Alopecoenas norfolkensis","Columbidae"
2170,"Common Bronzewing","Phaps chalcoptera","Columbidae"
2171,"Brush Bronzewing","Phaps elegans","Columbidae"
2174,"Flock Bronzewing","Phaps histrionica","Columbidae"
2175,"Crested Pigeon","Ocyphaps lophotes","Columbidae"
2178,"Spinifex Pigeon","Geophaps plumifera","Columbidae"
2183,"Squatter Pigeon","Geophaps scripta","Columbidae"
2186,"Partridge Pigeon","Geophaps smithii","Columbidae"
2189,"Chestnut-quilled Rock-Pigeon","Petrophassa rufipennis","Columbidae"
2190,"White-quilled Rock-Pigeon","Petrophassa albipennis","Columbidae"
2193,"Wonga Pigeon","Leucosarcia melanoleuca","Columbidae"
2194,"Diamond Dove","Geopelia cuneata","Columbidae"
2195,"Zebra Dove","Geopelia striata","Columbidae"
2196,"Peaceful Dove","Geopelia placida","Columbidae"
2200,"Barred Dove","Geopelia maugeus","Columbidae"
2201,"Bar-shouldered Dove","Geopelia humeralis","Columbidae"
2205,"Inca Dove","Columbina inca","Columbidae"
2206,"Common Ground Dove","Columbina passerina","Columbidae"
2225,"Plain-breasted Ground Dove","Columbina minuta","Columbidae"
2230,"Ruddy Ground Dove","Columbina talpacoti","Columbidae"
2236,"Ecuadorian Ground Dove","Columbina buckleyi","Columbidae"
2237,"Scaled Dove","Columbina squammata","Columbidae"
2240,"Picui Ground Dove","Columbina picui","Columbidae"
2243,"Croaking Ground Dove","Columbina cruziana","Columbidae"
2244,"Blue-eyed Ground Dove","Columbina cyanopis","Columbidae"
2246,"Blue Ground Dove","Claravis pretiosa","Columbidae"
2247,"Maroon-chested Ground Dove","Paraclaravis mondetoura","Columbidae"
2254,"Purple-winged Ground Dove","Paraclaravis geoffroyi","Columbidae"
2255,"Bare-faced Ground Dove","Metriopelia ceciliae","Columbidae"
2259,"Bare-eyed Ground Dove","Metriopelia morenoi","Columbidae"
2260,"Black-winged Ground Dove","Metriopelia melanoptera","Columbidae"
2263,"Golden-spotted Ground Dove","Metriopelia aymara","Columbidae"
2264,"Long-tailed Ground Dove","Uropelia campestris","Columbidae"
2265,"Blue-headed Quail-Dove","Starnoenas cyanocephala","Columbidae"
2266,"Purple Quail-Dove","Geotrygon purpurata","Columbidae"
2267,"Sapphire Quail-Dove","Geotrygon saphirina","Columbidae"
2270,"Crested Quail-Dove","Geotrygon versicolor","Columbidae"
2271,"Ruddy Quail-Dove","Geotrygon montana","Columbidae"
2274,"Violaceous Quail-Dove","Geotrygon violacea","Columbidae"
2277,"Gray-fronted Quail-Dove","Geotrygon caniceps","Columbidae"
2278,"White-fronted Quail-Dove","Geotrygon leucometopia","Columbidae"
2279,"Key West Quail-Dove","Geotrygon chrysia","Columbidae"
2280,"Bridled Quail-Dove","Geotrygon mystacea","Columbidae"
2281,"Olive-backed Quail-Dove","Leptotrygon veraguensis","Columbidae"
2282,"White-tipped Dove","Leptotila verreauxi","Columbidae"
2299,"Caribbean Dove","Leptotila jamaicensis","Columbidae"
2304,"Gray-chested Dove","Leptotila cassinii","Columbidae"
2308,"Tolima Dove","Leptotila conoveri","Columbidae"
2309,"Ochre-bellied Dove","Leptotila ochraceiventris","Columbidae"
2310,"Gray-headed Dove","Leptotila plumbeiceps","Columbidae"
2317,"Gray-fronted Dove","Leptotila rufaxilla","Columbidae"
2324,"Grenada Dove","Leptotila wellsi","Columbidae"
2325,"Pallid Dove","Leptotila pallida","Columbidae"
2326,"Large-tailed Dove","Leptotila megalura","Columbidae"
2328,"Tuxtla Quail-Dove","Zentrygon carrikeri","Columbidae"
2329,"Buff-fronted Quail-Dove","Zentrygon costaricensis","Columbidae"
2330,"Purplish-backed Quail-Dove","Zentrygon lawrencii","Columbidae"
2331,"White-faced Quail-Dove","Zentrygon albifacies","Columbidae"
2332,"White-throated Quail-Dove","Zentrygon frenata","Columbidae"
2337,"Lined Quail-Dove","Zentrygon linearis","Columbidae"
2340,"Chiriqui Quail-Dove","Zentrygon chiriquensis","Columbidae"
2341,"Russet-crowned Quail-Dove","Zentrygon goldmani","Columbidae"
2345,"West Peruvian Dove","Zenaida meloda","Columbidae"
2346,"White-winged Dove","Zenaida asiatica","Columbidae"
2350,"Zenaida Dove","Zenaida aurita","Columbidae"
2354,"Galapagos Dove","Zenaida galapagoensis","Columbidae"
2357,"Eared Dove","Zenaida auriculata","Columbidae"
2369,"Mourning Dove","Zenaida macroura","Columbidae"
2376,"Socorro Dove","Zenaida graysoni","Columbidae"
2377,"Nicobar Pigeon","Caloenas nicobarica","Columbidae"
2380,"Spotted Green Pigeon","Caloenas maculata","Columbidae"
2381,"Dodo","Raphus cucullatus","Columbidae"
2382,"Rodrigues Solitaire","Pezophaps solitaria","Columbidae"
2383,"Sulawesi Ground Dove","Gallicolumba tristigmata","Columbidae"
2387,"Cinnamon Ground Dove","Gallicolumba rufigula","Columbidae"
2393,"Mindoro Bleeding-heart","Gallicolumba platenae","Columbidae"
