"TAXON_ORDER","PRIMARY_COM_NAME","SCI_NAME","Family"
6840,"Fulmar Prion","Pachyptila crassirostris","Procellariidae"
6845,"Bulwer's Petrel","Bulweria bulwerii","Procellariidae"
6846,"Jouanin's Petrel","Bulweria fallax","Procellariidae"
6847,"Small St. Helena Petrel","Bulweria bifax","Procellariidae"
6848,"Fiji Petrel","Pseudobulweria macgillivrayi","Procellariidae"
6849,"Mascarene Petrel","Pseudobulweria aterrima","Procellariidae"
6850,"Tahiti Petrel","Pseudobulweria rostrata","Procellariidae"
6853,"Beck's Petrel","Pseudobulweria becki","Procellariidae"
6856,"Gray Petrel","Procellaria cinerea","Procellariidae"
6857,"White-chinned Petrel","Procellaria aequinoctialis","Procellariidae"
6858,"Spectacled Petrel","Procellaria conspicillata","Procellariidae"
6859,"Parkinson's Petrel","Procellaria parkinsoni","Procellariidae"
6860,"Westland Petrel","Procellaria westlandica","Procellariidae"
6862,"Streaked Shearwater","Calonectris leucomelas","Procellariidae"
6863,"Cory's Shearwater","Calonectris diomedea","Procellariidae"
6866,"Cape Verde Shearwater","Calonectris edwardsii","Procellariidae"
6868,"Pink-footed Shearwater","Ardenna creatopus","Procellariidae"
6869,"Flesh-footed Shearwater","Ardenna carneipes","Procellariidae"
6870,"Great Shearwater","Ardenna gravis","Procellariidae"
6872,"Wedge-tailed Shearwater","Ardenna pacifica","Procellariidae"
6873,"Buller's Shearwater","Ardenna bulleri","Procellariidae"
6874,"Sooty Shearwater","Ardenna grisea","Procellariidae"
6875,"Short-tailed Shearwater","Ardenna tenuirostris","Procellariidae"
6877,"Christmas Shearwater","Puffinus nativitatis","Procellariidae"
6878,"Galapagos Shearwater","Puffinus subalaris","Procellariidae"
6881,"Manx Shearwater","Puffinus puffinus","Procellariidae"
6882,"Yelkouan Shearwater","Puffinus yelkouan","Procellariidae"
6883,"Balearic Shearwater","Puffinus mauretanicus","Procellariidae"
6885,"Hutton's Shearwater","Puffinus huttoni","Procellariidae"
6886,"Bannerman's Shearwater","Puffinus bannermani","Procellariidae"
6887,"Townsend's Shearwater","Puffinus auricularis","Procellariidae"
6888,"Newell's Shearwater","Puffinus newelli","Procellariidae"
6890,"Rapa Shearwater","Puffinus myrtae","Procellariidae"
6892,"Bryan's Shearwater","Puffinus bryani","Procellariidae"
6893,"Black-vented Shearwater","Puffinus opisthomelas","Procellariidae"
6894,"Fluttering Shearwater","Puffinus gavia","Procellariidae"
6896,"Little Shearwater","Puffinus assimilis","Procellariidae"
6901,"Subantarctic Shearwater","Puffinus elegans","Procellariidae"
6903,"Barolo Shearwater","Puffinus baroli","Procellariidae"
6904,"Boyd's Shearwater","Puffinus boydi","Procellariidae"
6906,"Audubon's Shearwater","Puffinus lherminieri","Procellariidae"
6909,"Tropical Shearwater","Puffinus bailloni","Procellariidae"
6916,"Persian Shearwater","Puffinus persicus","Procellariidae"
6919,"Heinroth's Shearwater","Puffinus heinrothi","Procellariidae"
6922,"Peruvian Diving-Petrel","Pelecanoides garnotii","Procellariidae"
6923,"Common Diving-Petrel","Pelecanoides urinatrix","Procellariidae"
6930,"South Georgia Diving-Petrel","Pelecanoides georgicus","Procellariidae"
6933,"Magellanic Diving-Petrel","Pelecanoides magellani","Procellariidae"
6936,"Asian Openbill","Anastomus oscitans","Ciconiidae"
6937,"African Openbill","Anastomus lamelligerus","Ciconiidae"
6940,"Black Stork","Ciconia nigra","Ciconiidae"
6941,"Abdim's Stork","Ciconia abdimii","Ciconiidae"
6942,"Woolly-necked Stork","Ciconia episcopus","Ciconiidae"
6947,"Storm's Stork","Ciconia stormi","Ciconiidae"
6948,"Maguari Stork","Ciconia maguari","Ciconiidae"
6949,"White Stork","Ciconia ciconia","Ciconiidae"
6952,"Oriental Stork","Ciconia boyciana","Ciconiidae"
6954,"Black-necked Stork","Ephippiorhynchus asiaticus","Ciconiidae"
6957,"Saddle-billed Stork","Ephippiorhynchus senegalensis","Ciconiidae"
6958,"Jabiru","Jabiru mycteria","Ciconiidae"
6959,"Lesser Adjutant","Leptoptilos javanicus","Ciconiidae"
6960,"Marabou Stork","Leptoptilos crumenifer","Ciconiidae"
6961,"Greater Adjutant","Leptoptilos dubius","Ciconiidae"
6963,"Wood Stork","Mycteria americana","Ciconiidae"
6964,"Milky Stork","Mycteria cinerea","Ciconiidae"
6965,"Yellow-billed Stork","Mycteria ibis","Ciconiidae"
6966,"Painted Stork","Mycteria leucocephala","Ciconiidae"
6970,"Lesser Frigatebird","Fregata ariel","Fregatidae"
6975,"Ascension Frigatebird","Fregata aquila","Fregatidae"
6976,"Magnificent Frigatebird","Fregata magnificens","Fregatidae"
6979,"Christmas Island Frigatebird","Fregata andrewsi","Fregatidae"
6980,"Great Frigatebird","Fregata minor","Fregatidae"
6987,"Masked Booby","Sula dactylatra","Sulidae"
6992,"Nazca Booby","Sula granti","Sulidae"
6994,"Blue-footed Booby","Sula nebouxii","Sulidae"
6997,"Peruvian Booby","Sula variegata","Sulidae"
6998,"Brown Booby","Sula leucogaster","Sulidae"
7005,"Red-footed Booby","Sula sula","Sulidae"
7010,"Abbott's Booby","Papasula abbotti","Sulidae"
7011,"Northern Gannet","Morus bassanus","Sulidae"
7012,"Cape Gannet","Morus capensis","Sulidae"
7013,"Australasian Gannet","Morus serrator","Sulidae"
7015,"Anhinga","Anhinga anhinga","Anhingidae"
7018,"African Darter","Anhinga rufa","Anhingidae"
7021,"Oriental Darter","Anhinga melanogaster","Anhingidae"
7022,"Australasian Darter","Anhinga novaehollandiae","Anhingidae"
7023,"Little Pied Cormorant","Microcarbo melanoleucos","Phalacrocoracidae"
7027,"Long-tailed Cormorant","Microcarbo africanus","Phalacrocoracidae"
7030,"Crowned Cormorant","Microcarbo coronatus","Phalacrocoracidae"
7031,"Little Cormorant","Microcarbo niger","Phalacrocoracidae"
7032,"Pygmy Cormorant","Microcarbo pygmaeus","Phalacrocoracidae"
7033,"Red-legged Cormorant","Poikilocarbo gaimardi","Phalacrocoracidae"
7034,"Brandt's Cormorant","Urile penicillatus","Phalacrocoracidae"
7035,"Red-faced Cormorant","Urile urile","Phalacrocoracidae"
7036,"Pelagic Cormorant","Urile pelagicus","Phalacrocoracidae"
7039,"Pallas's Cormorant","Urile perspicillatus","Phalacrocoracidae"
7040,"Bank Cormorant","Phalacrocorax neglectus","Phalacrocoracidae"
7041,"Cape Cormorant","Phalacrocorax capensis","Phalacrocoracidae"
7042,"Great Cormorant","Phalacrocorax carbo","Phalacrocoracidae"
7051,"Japanese Cormorant","Phalacrocorax capillatus","Phalacrocoracidae"
7053,"Socotra Cormorant","Phalacrocorax nigrogularis","Phalacrocoracidae"
7054,"Spotted Shag","Phalacrocorax punctatus","Phalacrocoracidae"
7057,"Pitt Island Shag","Phalacrocorax featherstoni","Phalacrocoracidae"
7058,"Indian Cormorant","Phalacrocorax fuscicollis","Phalacrocoracidae"
7060,"Little Black Cormorant","Phalacrocorax sulcirostris","Phalacrocoracidae"
7061,"Pied Cormorant","Phalacrocorax varius","Phalacrocoracidae"
7064,"Black-faced Cormorant","Phalacrocorax fuscescens","Phalacrocoracidae"
7065,"European Shag","Gulosus aristotelis","Phalacrocoracidae"
7070,"Flightless Cormorant","Nannopterum harrisi","Phalacrocoracidae"
7071,"Double-crested Cormorant","Nannopterum auritum","Phalacrocoracidae"
7077,"Neotropic Cormorant","Nannopterum brasilianum","Phalacrocoracidae"
7082,"Magellanic Cormorant","Leucocarbo magellanicus","Phalacrocoracidae"
7083,"Guanay Cormorant","Leucocarbo bougainvillii","Phalacrocoracidae"
7084,"Bounty Islands Shag","Leucocarbo ranfurlyi","Phalacrocoracidae"
7085,"New Zealand King Shag","Leucocarbo carunculatus","Phalacrocoracidae"
7086,"Stewart Island Shag","Leucocarbo chalconotus","Phalacrocoracidae"
7089,"Chatham Islands Shag","Leucocarbo onslowi","Phalacrocoracidae"
7090,"Auckland Islands Shag","Leucocarbo colensoi","Phalacrocoracidae"
7091,"Campbell Islands Shag","Leucocarbo campbelli","Phalacrocoracidae"
7092,"South Georgia Shag","Leucocarbo georgianus","Phalacrocoracidae"
7093,"Imperial Cormorant","Leucocarbo atriceps","Phalacrocoracidae"
7098,"Antarctic Shag","Leucocarbo bransfieldensis","Phalacrocoracidae"
7099,"Crozet Shag","Leucocarbo melanogenis","Phalacrocoracidae"
7100,"Kerguelen Shag","Leucocarbo verrucosus","Phalacrocoracidae"
7101,"Heard Island Shag","Leucocarbo nivalis","Phalacrocoracidae"
7102,"Macquarie Shag","Leucocarbo purpurascens","Phalacrocoracidae"
7104,"American White Pelican","Pelecanus erythrorhynchos","Pelecanidae"
7105,"Brown Pelican","Pelecanus occidentalis","Pelecanidae"
7112,"Peruvian Pelican","Pelecanus thagus","Pelecanidae"
7113,"Great White Pelican","Pelecanus onocrotalus","Pelecanidae"
7114,"Australian Pelican","Pelecanus conspicillatus","Pelecanidae"
7115,"Pink-backed Pelican","Pelecanus rufescens","Pelecanidae"
7116,"Spot-billed Pelican","Pelecanus philippensis","Pelecanidae"
7117,"Dalmatian Pelican","Pelecanus crispus","Pelecanidae"
7120,"Shoebill","Balaeniceps rex","Balaenicipitidae"
7121,"Hamerkop","Scopus umbretta","Scopidae"
7124,"Pinnated Bittern","Botaurus pinnatus","Ardeidae"
7127,"American Bittern","Botaurus lentiginosus","Ardeidae"
7128,"Great Bittern","Botaurus stellaris","Ardeidae"
7131,"Australasian Bittern","Botaurus poiciloptilus","Ardeidae"
7132,"Zigzag Heron","Zebrilus undulatus","Ardeidae"
7133,"Yellow Bittern","Ixobrychus sinensis","Ardeidae"
7134,"Little Bittern","Ixobrychus minutus","Ardeidae"
7138,"Black-backed Bittern","Ixobrychus dubius","Ardeidae"
7139,"New Zealand Bittern","Ixobrychus novaezelandiae","Ardeidae"
7140,"Schrenck's Bittern","Ixobrychus eurhythmus","Ardeidae"
7141,"Cinnamon Bittern","Ixobrychus cinnamomeus","Ardeidae"
7144,"Dwarf Bittern","Ixobrychus sturmii","Ardeidae"
7145,"Black Bittern","Ixobrychus flavicollis","Ardeidae"
7149,"Least Bittern","Ixobrychus exilis","Ardeidae"
7155,"Stripe-backed Bittern","Ixobrychus involucris","Ardeidae"
7157,"Rufescent Tiger-Heron","Tigrisoma lineatum","Ardeidae"
7160,"Fasciated Tiger-Heron","Tigrisoma fasciatum","Ardeidae"
7164,"Bare-throated Tiger-Heron","Tigrisoma mexicanum","Ardeidae"
7166,"Forest Bittern","Zonerodius heliosylus","Ardeidae"
7167,"White-crested Bittern","Tigriornis leucolopha","Ardeidae"
7168,"Great Blue Heron","Ardea herodias","Ardeidae"
7176,"Gray Heron","Ardea cinerea","Ardeidae"
7182,"Cocoi Heron","Ardea cocoi","Ardeidae"
7185,"Pacific Heron","Ardea pacifica","Ardeidae"
7186,"Black-headed Heron","Ardea melanocephala","Ardeidae"
7187,"Humblot's Heron","Ardea humbloti","Ardeidae"
7188,"White-bellied Heron","Ardea insignis","Ardeidae"
7189,"Great-billed Heron","Ardea sumatrana","Ardeidae"
7192,"Goliath Heron","Ardea goliath","Ardeidae"
7193,"Purple Heron","Ardea purpurea","Ardeidae"
7200,"Great Egret","Ardea alba","Ardeidae"
7207,"Intermediate Egret","Ardea intermedia","Ardeidae"
7213,"White-faced Heron","Egretta novaehollandiae","Ardeidae"
7216,"Chinese Egret","Egretta eulophotes","Ardeidae"
7217,"Little Egret","Egretta garzetta","Ardeidae"
7221,"Western Reef-Heron","Egretta gularis","Ardeidae"
7226,"Pacific Reef-Heron","Egretta sacra","Ardeidae"
7229,"Snowy Egret","Egretta thula","Ardeidae"
7233,"Little Blue Heron","Egretta caerulea","Ardeidae"
7235,"Tricolored Heron","Egretta tricolor","Ardeidae"
7240,"Reddish Egret","Egretta rufescens","Ardeidae"
7244,"Pied Heron","Egretta picata","Ardeidae"
7245,"Slaty Egret","Egretta vinaceigula","Ardeidae"
7246,"Black Heron","Egretta ardesiaca","Ardeidae"
7247,"Cattle Egret","Bubulcus ibis","Ardeidae"
7252,"Squacco Heron","Ardeola ralloides","Ardeidae"
7253,"Indian Pond-Heron","Ardeola grayii","Ardeidae"
7254,"Chinese Pond-Heron","Ardeola bacchus","Ardeidae"
7255,"Javan Pond-Heron","Ardeola speciosa","Ardeidae"
7258,"Malagasy Pond-Heron","Ardeola idae","Ardeidae"
7259,"Rufous-bellied Heron","Ardeola rufiventris","Ardeidae"
7261,"Green Heron","Butorides virescens","Ardeidae"
7267,"Striated Heron","Butorides striata","Ardeidae"
7297,"Agami Heron","Agamia agami","Ardeidae"
7298,"Whistling Heron","Syrigma sibilatrix","Ardeidae"
7301,"Capped Heron","Pilherodius pileatus","Ardeidae"
7302,"Reunion Night-Heron","Nycticorax duboisi","Ardeidae"
7303,"Mauritius Night-Heron","Nycticorax mauritianus","Ardeidae"
7304,"Rodrigues Night-Heron","Nycticorax megacephalus","Ardeidae"
7305,"Black-crowned Night-Heron","Nycticorax nycticorax","Ardeidae"
7310,"Nankeen Night-Heron","Nycticorax caledonicus","Ardeidae"
7318,"Yellow-crowned Night-Heron","Nyctanassa violacea","Ardeidae"
7328,"Bermuda Night-Heron","Nyctanassa carcinocatactes","Ardeidae"
7329,"White-backed Night-Heron","Gorsachius leuconotus","Ardeidae"
7330,"White-eared Night-Heron","Gorsachius magnificus","Ardeidae"
7331,"Japanese Night-Heron","Gorsachius goisagi","Ardeidae"
7332,"Malayan Night-Heron","Gorsachius melanolophus","Ardeidae"
7334,"Boat-billed Heron","Cochlearius cochlearius","Ardeidae"
7343,"White Ibis","Eudocimus albus","Threskiornithidae"
7344,"Scarlet Ibis","Eudocimus ruber","Threskiornithidae"
7346,"Glossy Ibis","Plegadis falcinellus","Threskiornithidae"
7347,"White-faced Ibis","Plegadis chihi","Threskiornithidae"
7350,"Puna Ibis","Plegadis ridgwayi","Threskiornithidae"
7352,"Madagascar Ibis","Lophotibis cristata","Threskiornithidae"
7355,"Sharp-tailed Ibis","Cercibis oxycerca","Threskiornithidae"
7356,"Green Ibis","Mesembrinibis cayennensis","Threskiornithidae"
7357,"Bare-faced Ibis","Phimosus infuscatus","Threskiornithidae"
7361,"Plumbeous Ibis","Theristicus caerulescens","Threskiornithidae"
7362,"Buff-necked Ibis","Theristicus caudatus","Threskiornithidae"
7365,"Black-faced Ibis","Theristicus melanopis","Threskiornithidae"
7366,"Andean Ibis","Theristicus branickii","Threskiornithidae"
7368,"African Sacred Ibis","Threskiornis aethiopicus","Threskiornithidae"
7369,"Malagasy Sacred Ibis","Threskiornis bernieri","Threskiornithidae"
7373,"Reunion Ibis","Threskiornis solitarius","Threskiornithidae"
7374,"Black-headed Ibis","Threskiornis melanocephalus","Threskiornithidae"
7375,"Australian Ibis","Threskiornis molucca","Threskiornithidae"
7378,"Straw-necked Ibis","Threskiornis spinicollis","Threskiornithidae"
7379,"Red-naped Ibis","Pseudibis papillosa","Threskiornithidae"
7380,"White-shouldered Ibis","Pseudibis davisoni","Threskiornithidae"
7381,"Giant Ibis","Pseudibis gigantea","Threskiornithidae"
7382,"Northern Bald Ibis","Geronticus eremita","Threskiornithidae"
7383,"Southern Bald Ibis","Geronticus calvus","Threskiornithidae"
7384,"Crested Ibis","Nipponia nippon","Threskiornithidae"
7385,"Olive Ibis","Bostrychia olivacea","Threskiornithidae"
7390,"Sao Tome Ibis","Bostrychia bocagei","Threskiornithidae"
7391,"Spot-breasted Ibis","Bostrychia rara","Threskiornithidae"
7392,"Hadada Ibis","Bostrychia hagedash","Threskiornithidae"
7396,"Wattled Ibis","Bostrychia carunculata","Threskiornithidae"
7398,"Eurasian Spoonbill","Platalea leucorodia","Threskiornithidae"
7402,"Royal Spoonbill","Platalea regia","Threskiornithidae"
7403,"African Spoonbill","Platalea alba","Threskiornithidae"
7404,"Black-faced Spoonbill","Platalea minor","Threskiornithidae"
7406,"Yellow-billed Spoonbill","Platalea flavipes","Threskiornithidae"
7407,"Roseate Spoonbill","Platalea ajaja","Threskiornithidae"
7409,"California Condor","Gymnogyps californianus","Cathartidae"
7410,"Andean Condor","Vultur gryphus","Cathartidae"
7411,"King Vulture","Sarcoramphus papa","Cathartidae"
7412,"Black Vulture","Coragyps atratus","Cathartidae"
7416,"Turkey Vulture","Cathartes aura","Cathartidae"
7422,"Lesser Yellow-headed Vulture","Cathartes burrovianus","Cathartidae"
7425,"Greater Yellow-headed Vulture","Cathartes melambrotus","Cathartidae"
7428,"Secretarybird","Sagittarius serpentarius","Sagittariidae"
7429,"Osprey","Pandion haliaetus","Pandionidae"
7434,"Pearl Kite","Gampsonyx swainsonii","Accipitridae"
7438,"Black-winged Kite","Elanus caeruleus","Accipitridae"
7444,"Black-shouldered Kite","Elanus axillaris","Accipitridae"
7445,"White-tailed Kite","Elanus leucurus","Accipitridae"
7448,"Letter-winged Kite","Elanus scriptus","Accipitridae"
7449,"Scissor-tailed Kite","Chelictinia riocourii","Accipitridae"
7450,"African Harrier-Hawk","Polyboroides typus","Accipitridae"
7453,"Madagascar Harrier-Hawk","Polyboroides radiatus","Accipitridae"
7454,"Palm-nut Vulture","Gypohierax angolensis","Accipitridae"
7455,"Madagascar Serpent-Eagle","Eutriorchis astur","Accipitridae"
7456,"Bearded Vulture","Gypaetus barbatus","Accipitridae"
7459,"Egyptian Vulture","Neophron percnopterus","Accipitridae"
7463,"Hook-billed Kite","Chondrohierax uncinatus","Accipitridae"
7467,"Gray-headed Kite","Leptodon cayanensis","Accipitridae"
7470,"White-collared Kite","Leptodon forbesi","Accipitridae"
7471,"European Honey-buzzard","Pernis apivorus","Accipitridae"
7472,"Sulawesi Honey-buzzard","Pernis celebensis","Accipitridae"
7473,"Philippine Honey-buzzard","Pernis steerei","Accipitridae"
7476,"Oriental Honey-buzzard","Pernis ptilorhynchus","Accipitridae"
7486,"Swallow-tailed Kite","Elanoides forficatus","Accipitridae"
7489,"Black-breasted Kite","Hamirostra melanosternon","Accipitridae"
7490,"Long-tailed Honey-buzzard","Henicopernis longicauda","Accipitridae"
7491,"Black Honey-buzzard","Henicopernis infuscatus","Accipitridae"
7492,"Square-tailed Kite","Lophoictinia isura","Accipitridae"
7493,"African Cuckoo-Hawk","Aviceda cuculoides","Accipitridae"
7497,"Madagascar Cuckoo-Hawk","Aviceda madagascariensis","Accipitridae"
7498,"Jerdon's Baza","Aviceda jerdoni","Accipitridae"
7504,"Pacific Baza","Aviceda subcristata","Accipitridae"
7518,"Black Baza","Aviceda leuphotes","Accipitridae"
7523,"Red-headed Vulture","Sarcogyps calvus","Accipitridae"
7524,"White-headed Vulture","Trigonoceps occipitalis","Accipitridae"
7525,"Cinereous Vulture","Aegypius monachus","Accipitridae"
7526,"Lappet-faced Vulture","Torgos tracheliotos","Accipitridae"
7530,"Hooded Vulture","Necrosyrtes monachus","Accipitridae"
7531,"White-backed Vulture","Gyps africanus","Accipitridae"
7532,"White-rumped Vulture","Gyps bengalensis","Accipitridae"
7533,"Indian Vulture","Gyps indicus","Accipitridae"
7534,"Slender-billed Vulture","Gyps tenuirostris","Accipitridae"
7535,"Rüppell's Griffon","Gyps rueppelli","Accipitridae"
7539,"Himalayan Griffon","Gyps himalayensis","Accipitridae"
7540,"Eurasian Griffon","Gyps fulvus","Accipitridae"
7545,"Cape Griffon","Gyps coprotheres","Accipitridae"
7549,"Nicobar Serpent-Eagle","Spilornis klossi","Accipitridae"
7550,"Sulawesi Serpent-Eagle","Spilornis rufipectus","Accipitridae"
7553,"Mountain Serpent-Eagle","Spilornis kinabaluensis","Accipitridae"
7554,"Crested Serpent-Eagle","Spilornis cheela","Accipitridae"
7577,"Philippine Serpent-Eagle","Spilornis holospilus","Accipitridae"
7578,"Andaman Serpent-Eagle","Spilornis elgini","Accipitridae"
7579,"Philippine Eagle","Pithecophaga jefferyi","Accipitridae"
7580,"Bateleur","Terathopius ecaudatus","Accipitridae"
7581,"Congo Serpent-Eagle","Dryotriorchis spectabilis","Accipitridae"
7584,"Short-toed Snake-Eagle","Circaetus gallicus","Accipitridae"
7587,"Beaudouin's Snake-Eagle","Circaetus beaudouini","Accipitridae"
7588,"Black-chested Snake-Eagle","Circaetus pectoralis","Accipitridae"
7589,"Brown Snake-Eagle","Circaetus cinereus","Accipitridae"
7590,"Fasciated Snake-Eagle","Circaetus fasciolatus","Accipitridae"
7591,"Banded Snake-Eagle","Circaetus cinerascens","Accipitridae"
7593,"Bat Hawk","Macheiramphus alcinus","Accipitridae"
7597,"New Guinea Eagle","Harpyopsis novaeguineae","Accipitridae"
7598,"Crested Eagle","Morphnus guianensis","Accipitridae"
7599,"Harpy Eagle","Harpia harpyja","Accipitridae"
7600,"Crowned Eagle","Stephanoaetus coronatus","Accipitridae"
7601,"Changeable Hawk-Eagle","Nisaetus cirrhatus","Accipitridae"
7609,"Flores Hawk-Eagle","Nisaetus floris","Accipitridae"
7610,"Mountain Hawk-Eagle","Nisaetus nipalensis","Accipitridae"
7613,"Legge's Hawk-Eagle","Nisaetus kelaarti","Accipitridae"
7614,"Blyth's Hawk-Eagle","Nisaetus alboniger","Accipitridae"
7615,"Javan Hawk-Eagle","Nisaetus bartelsi","Accipitridae"
7616,"Sulawesi Hawk-Eagle","Nisaetus lanceolatus","Accipitridae"
7617,"Philippine Hawk-Eagle","Nisaetus philippensis","Accipitridae"
7618,"Pinsker's Hawk-Eagle","Nisaetus pinskeri","Accipitridae"
7619,"Wallace's Hawk-Eagle","Nisaetus nanus","Accipitridae"
7623,"Martial Eagle","Polemaetus bellicosus","Accipitridae"
7624,"Rufous-bellied Eagle","Lophotriorchis kienerii","Accipitridae"
7627,"Black Hawk-Eagle","Spizaetus tyrannus","Accipitridae"
7630,"Ornate Hawk-Eagle","Spizaetus ornatus","Accipitridae"
7633,"Black-and-white Hawk-Eagle","Spizaetus melanoleucus","Accipitridae"
7634,"Black-and-chestnut Eagle","Spizaetus isidori","Accipitridae"
7636,"Long-crested Eagle","Lophaetus occipitalis","Accipitridae"
7637,"Black Eagle","Ictinaetus malaiensis","Accipitridae"
7640,"Lesser Spotted Eagle","Clanga pomarina","Accipitridae"
7641,"Indian Spotted Eagle","Clanga hastata","Accipitridae"
7642,"Greater Spotted Eagle","Clanga clanga","Accipitridae"
7646,"Wahlberg's Eagle","Hieraaetus wahlbergi","Accipitridae"
7647,"Booted Eagle","Hieraaetus pennatus","Accipitridae"
7648,"Pygmy Eagle","Hieraaetus weiskei","Accipitridae"
7649,"Little Eagle","Hieraaetus morphnoides","Accipitridae"
7650,"Ayres's Hawk-Eagle","Hieraaetus ayresii","Accipitridae"
7651,"Tawny Eagle","Aquila rapax","Accipitridae"
7655,"Steppe Eagle","Aquila nipalensis","Accipitridae"
7659,"Spanish Eagle","Aquila adalberti","Accipitridae"
7660,"Imperial Eagle","Aquila heliaca","Accipitridae"
7661,"Gurney's Eagle","Aquila gurneyi","Accipitridae"
7662,"Golden Eagle","Aquila chrysaetos","Accipitridae"
7669,"Wedge-tailed Eagle","Aquila audax","Accipitridae"
7672,"Cassin's Hawk-Eagle","Aquila africana","Accipitridae"
7673,"Verreaux's Eagle","Aquila verreauxii","Accipitridae"
7674,"Bonelli's Eagle","Aquila fasciata","Accipitridae"
7677,"African Hawk-Eagle","Aquila spilogaster","Accipitridae"
7680,"Lizard Buzzard","Kaupifalco monogrammicus","Accipitridae"
7683,"Dark Chanting-Goshawk","Melierax metabates","Accipitridae"
7689,"Eastern Chanting-Goshawk","Melierax poliopterus","Accipitridae"
7690,"Pale Chanting-Goshawk","Melierax canorus","Accipitridae"
7693,"Gabar Goshawk","Micronisus gabar","Accipitridae"
7697,"Black-collared Hawk","Busarellus nigricollis","Accipitridae"
7700,"Snail Kite","Rostrhamus sociabilis","Accipitridae"
7704,"Slender-billed Kite","Helicolestes hamatus","Accipitridae"
7705,"Double-toothed Kite","Harpagus bidentatus","Accipitridae"
7708,"Rufous-thighed Kite","Harpagus diodon","Accipitridae"
7709,"Mississippi Kite","Ictinia mississippiensis","Accipitridae"
7710,"Plumbeous Kite","Ictinia plumbea","Accipitridae"
7712,"Grasshopper Buzzard","Butastur rufipennis","Accipitridae"
7713,"White-eyed Buzzard","Butastur teesa","Accipitridae"
7714,"Rufous-winged Buzzard","Butastur liventer","Accipitridae"
7715,"Gray-faced Buzzard","Butastur indicus","Accipitridae"
7716,"Eurasian Marsh-Harrier","Circus aeruginosus","Accipitridae"
7719,"African Marsh-Harrier","Circus ranivorus","Accipitridae"
7720,"Eastern Marsh-Harrier","Circus spilonotus","Accipitridae"
7722,"Papuan Marsh-Harrier","Circus spilothorax","Accipitridae"
7724,"Swamp Harrier","Circus approximans","Accipitridae"
7725,"Reunion Harrier","Circus maillardi","Accipitridae"
7726,"Malagasy Harrier","Circus macrosceles","Accipitridae"
7727,"Long-winged Harrier","Circus buffoni","Accipitridae"
7728,"Spotted Harrier","Circus assimilis","Accipitridae"
7729,"Black Harrier","Circus maurus","Accipitridae"
7730,"Cinereous Harrier","Circus cinereus","Accipitridae"
7731,"Hen Harrier","Circus cyaneus","Accipitridae"
7732,"Northern Harrier","Circus hudsonius","Accipitridae"
7734,"Pallid Harrier","Circus macrourus","Accipitridae"
7736,"Pied Harrier","Circus melanoleucos","Accipitridae"
7737,"Montagu's Harrier","Circus pygargus","Accipitridae"
7741,"Gray-bellied Hawk","Accipiter poliogaster","Accipitridae"
7742,"Crested Goshawk","Accipiter trivirgatus","Accipitridae"
7754,"Sulawesi Goshawk","Accipiter griseiceps","Accipitridae"
7755,"Red-chested Goshawk","Accipiter toussenelii","Accipitridae"
7761,"African Goshawk","Accipiter tachiro","Accipitridae"
7768,"Chestnut-flanked Sparrowhawk","Accipiter castanilius","Accipitridae"
7769,"Shikra","Accipiter badius","Accipitridae"
7778,"Nicobar Sparrowhawk","Accipiter butleri","Accipitridae"
7781,"Levant Sparrowhawk","Accipiter brevipes","Accipitridae"
7782,"Chinese Sparrowhawk","Accipiter soloensis","Accipitridae"
7783,"Frances's Sparrowhawk","Accipiter francesiae","Accipitridae"
7788,"Spot-tailed Goshawk","Accipiter trinotatus","Accipitridae"
7789,"Variable Goshawk","Accipiter hiogaster","Accipitridae"
7813,"Gray Goshawk","Accipiter novaehollandiae","Accipitridae"
7814,"Brown Goshawk","Accipiter fasciatus","Accipitridae"
7827,"Black-mantled Goshawk","Accipiter melanochlamys","Accipitridae"
7830,"Pied Goshawk","Accipiter albogularis","Accipitridae"
7836,"New Caledonia Goshawk","Accipiter haplochrous","Accipitridae"
7837,"Fiji Goshawk","Accipiter rufitorques","Accipitridae"
7838,"Moluccan Goshawk","Accipiter henicogrammus","Accipitridae"
7839,"Slaty-mantled Goshawk","Accipiter luteoschistaceus","Accipitridae"
7840,"Imitator Sparrowhawk","Accipiter imitator","Accipitridae"
7841,"Gray-headed Goshawk","Accipiter poliocephalus","Accipitridae"
7842,"New Britain Goshawk","Accipiter princeps","Accipitridae"
7843,"Tiny Hawk","Accipiter superciliosus","Accipitridae"
7846,"Semicollared Hawk","Accipiter collaris","Accipitridae"
7847,"Red-thighed Sparrowhawk","Accipiter erythropus","Accipitridae"
7850,"Little Sparrowhawk","Accipiter minullus","Accipitridae"
7851,"Japanese Sparrowhawk","Accipiter gularis","Accipitridae"
7855,"Small Sparrowhawk","Accipiter nanus","Accipitridae"
7856,"Besra","Accipiter virgatus","Accipitridae"
7870,"Rufous-necked Sparrowhawk","Accipiter erythrauchen","Accipitridae"
7873,"Collared Sparrowhawk","Accipiter cirrocephalus","Accipitridae"
7878,"New Britain Sparrowhawk","Accipiter brachyurus","Accipitridae"
7879,"Vinous-breasted Sparrowhawk","Accipiter rhodogaster","Accipitridae"
7883,"Madagascar Sparrowhawk","Accipiter madagascariensis","Accipitridae"
7884,"Ovambo Sparrowhawk","Accipiter ovampensis","Accipitridae"
