common_name	family	revised	section	subsection	citation	checked	usable_data	notes
Short-eared Owl	Strigidae	1-Jun-06	Diet	Major Food Items	"Holt, D. W. 1987. Short-eared Owl predation on Leach's Storm-Petrels (Oceanodroma leucorhoa) in Massachusetts. Can. Field-Nat. 101:448-450."			
Short-eared Owl	Strigidae	1-Jun-06	Diet	Major Food Items	"Schulmeister, R. P. 1980. Short-eared Owl preys on White Terns. Elepaio 41:41."			
Short-eared Owl	Strigidae	1-Jun-06	Diet	Major Food Items	"Blotzheim, U. N. Glutz Von and K. Bauer. 1980. Handbuch der Vogel Mitteleuropas. Vol. 9. Akademische Verlagsgesellschaft, Wiesbaden, West Germany."			
Short-eared Owl	Strigidae	1-Jun-06	Diet	Major Food Items	"Cramp, S. 1985. The birds of the western Palearctic. Vol. 4. Oxford Univ. Press, Oxford."			
Short-eared Owl	Strigidae	1-Jun-06	Feeding	Adaptations Which May Aid In Hunting	"Norberg, R. A. 1987. Evolution, structure and ecology of northern forest owls. Pages 9-23 in Biology and conservation of northern forest owls. (Nero, R. W., R. J. Clark, R. J. Knapton, and R. H. Hamre, Eds.) U.S. For. Serv., GTR-RM 142, Fort Collins, CO."			
Short-eared Owl	Strigidae	1-Jun-06	Feeding	Adaptations Which May Aid In Hunting	"Clarke, J. A. 1983. Moonlight's influence on predator/prey interactions between Short-eared Owls (Asio flammeus) and Deermice (Peromyscus maniculatus). Behav. Ecol. Sociobiol. 13:205-209."			
Short-eared Owl	Strigidae	1-Jun-06	Feeding	Adaptations Which May Aid In Hunting	"Gallego, A., M. Baron, and M. Gayoso. 1975. Organization of the outer plexiform layer of the diurnal and nocturnal bird retinae. Vision Res. 15:1027-1028."			
Short-eared Owl	Strigidae	1-Jun-06	Feeding	Main Foods Taken	"Village, A. 1987. Numbers, territory-size, and turnover of Short-eared Owls (Asio flammeus) in relation to vole abundance. Ornis Scand. 18:198-204."			
Short-eared Owl	Strigidae	1-Jun-06	Feeding	Main Foods Taken	"Korpimaki, E. and K. Norrdahl. 1991. Numerical and functional responses of Kestrels, Short-eared Owls, and Long-eared Owls to vole densities. Ecology 72:814-826."			
Short-eared Owl	Strigidae	1-Jun-06	Feeding	Food Capture And Consumption	"Clark, R. J. 1975. A field study of the Short-eared Owl (Asio flammeus) Pontoppidan in North America. Wildl. Monogr. 47:1-67."			
Short-eared Owl	Strigidae	1-Jun-06	Feeding	Food Capture And Consumption	"Erkinaro, E. 1973. Structure of the diel activity in the Tengmalm's Owl (Aegolius funereus) and the Short-eared Owl (Asio flammeus), and its seasonal changes. Aquilo Ser Zool. 14:59-67."			
Short-eared Owl	Strigidae	1-Jun-06	"Drinking, Pellet-Casting, And Defecation"		"Duke, G. E., O. A. Evanson, and A. Jegers. 1976. Meal to pellet intervals in 14 species of captive raptors. Comp. Biochem. Physiol. 53:1-6."			
Short-eared Owl	Strigidae	1-Jun-06	"Drinking, Pellet-Casting, And Defecation"		"Holt, D. W., L. J. Lyon, and R. Hale. 1987. Techniques for differentiating the pellets of Short-eared Owls and Northern Harriers. Condor 89:929-931."			
Short-eared Owl	Strigidae	1-Jun-06	Food Selection And Storage		"Young, L. S., J. G. Crenshaw, and L. L. Crenshaw. 1988. Food caching by a Short-eared Owl. Murrelet 69:39."			
Short-eared Owl	Strigidae	1-Jun-06	Food Selection And Storage		"Ingram, C. 1962. Cannibalism by nestling Short-eared Owls. Auk 79:715."			
Short-eared Owl	Strigidae	1-Jun-06	Diet	Major Food Items	"Mikkola, H. 1983. Owls of Europe. Buteo Books, Vermillion, SD."			
Short-eared Owl	Strigidae	1-Jun-06	Diet	Major Food Items	"Rau, J. R., M. C. Villagra, M. L. Mora, D. R. Martinez, and M. S. Tilleria. 1992. Food habits of the Short-eared Owl (Asio flammeus) in southern South America. J. Rap. Res. 26:35-36."			
Short-eared Owl	Strigidae	1-Jun-06	Diet	Major Food Items	"Fulk, G. W. 1976. Owl predation and rodent mortality. Mammalia 40:423-427."			
Short-eared Owl	Strigidae	1-Jun-06	Diet	Quantitative Analysis	"Blem, C. R., L. B. Blem, J. M. Felix, and D. W. Holt. 1993. Estimation of body mass of voles from crania in Short-eared Owl pellets. Am. Midl. Nat. 129:282-287."			
Short-eared Owl	Strigidae	1-Jun-06	Nutrition And Energetics		"Graber, R. R. 1962. Food and oxygen consumption in three species of owls (Strigidae). Condor 64:473-487."			
Short-eared Owl	Strigidae	1-Jun-06	Nutrition And Energetics		"Mikkola, H. 1982. Ecological relationships in European owls. Univ. Kuopio Press, Kupio, Finland."			
Snowy Owl	Strigidae	1992	Feeding	Microhabitat For Foraging	"Watson, A. 1957. The behaviour, breeding, and food-ecology of the Snowy Owl Nyctea scandiaca. Ibis 99:419-462."			
Snowy Owl	Strigidae	1992	Food Selection And Storage		"Parmelee, D. F. 1972. Canada's incredible arctic owls. Beaver summer:30-41."			
Snowy Owl	Strigidae	1992	Nutrition And Energetics		"Beamer, L. H. 1937. Observations on the food habits of the Snowy Owl. Can. Field Nat. 51:59-60."			
Snowy Owl	Strigidae	1992	Feeding	Food Capture And Consumption	"Audubon, J. J. 1840. The birds of America. Vol. I. J. J. Audubon, Philadelphia. Reprint by Dover Publ., Inc., New York."			
Snowy Owl	Strigidae	1992	Diet	Major Food Items	"Gabrielson, I. N. and F. C. Lincoln. 1959. Birds of Alaska. Stackpole Co., Harrisburg, PA, and Wildl. Manage. Inst. Washington, DC."			
Snowy Owl	Strigidae	1992	Diet	Major Food Items	"Sutton, G. M. and D. F. Parmelee. 1956. Breeding of the Snowy Owl in southeastern Baffin Island. Condor 58:273-282."			
Snowy Owl	Strigidae	1992	Diet	Major Food Items	"Murie, O. J. 1929. Nesting of the Snowy Owl. Condor 31:3-12."			
Snowy Owl	Strigidae	1992	Feeding	Food Capture And Consumption	"Manniche, A. L. V. 1910. The terrestrial mammals and birds of east Greenland; biological observations. Medd. Gr????nland 45:1-200."			
Snowy Owl	Strigidae	1992	Nutrition And Energetics		"Thompson, D. Q. 1955. The 1953 lemming emigration at Point Barrow, Alaska. Arctic 8:37-45."			
Snowy Owl	Strigidae	1992	Nutrition And Energetics		"Gessaman, J. A. 1972. Bioenergetics of the Snowy Owl (Nyctea scandiaca). Arctic and Alpine Res. 4:223-238."			
Snowy Owl	Strigidae	1992	Diet	Major Food Items	"Williams, P. L. and L. G. Frank. 1979. Diet of the Snowy Owl in the absence of small mammals. Condor 81:213-214."			
Snowy Owl	Strigidae	1992	Diet	Quantitative Analysis	"Campbell, R. W. and M. D. MacColl. 1978. Winter foods of Snowy Owls in southwestern British Columbia. J. Wildl. Manage. 42:190-192."			
Snowy Owl	Strigidae	1992	Diet	Major Food Items	"Dufresne, F. 1922. The Snowy Owl-destroyer of game. Bull. Amer. Game Prot. Assoc. 11:11-12."			
Snowy Owl	Strigidae	1992	Diet	Major Food Items	"Robinson, M. and C. D. Becker. 1986. Snowy Owls on Fetlar. Brit. Birds 78:228-242."			
Snowy Owl	Strigidae	1992	Feeding	Microhabitat For Foraging	"Boxall, P. C. and M. R. Lein. 1982a. Feeding ecology of Snowy Owls (Nyctea scandiaca) wintering in S. Alberta. Arctic 35:282-290."			
Snowy Owl	Strigidae	1992	Diet	Quantitative Analysis	"Mendall, H. L. 1944. Food of hawks and owls in Maine. J. Wildl. Manage. 8:198-208."			
Snowy Owl	Strigidae	1992	Feeding	Microhabitat For Foraging	"Parmelee, D. F., H. A. Stephens, and R. H. Schmidt. 1967. The birds of southeastern Victoria Island and adjacent small islands. Natl. Mus. Canada Bull. 222:1-229."			
Spotted Owl	Strigidae	1995	Diet	Major Food Items	"Duncan, R. B. and R. Sidner. 1990. Bats in Spotted Owl pellets in southern Arizona. Great Basin Nat. 50:197-200."			
Spotted Owl	Strigidae	1995	Diet	Major Food Items	"U.S. Dept. Interior. 1995. Recovery plan for the Mexican Spotted Owl: draft. U.S. Fish Wildl. Serv. Albuquerque, NM."			
Spotted Owl	Strigidae	1995	Diet	Major Food Items	"Ganey, J. L. 1992. Food habits of Mexican Spotted Owls in Arizona. Wilson Bull. 104:321-326."			
Spotted Owl	Strigidae	1995	Diet	Major Food Items	"Zabel, C. J., K. McKelvey, and Jr. J. P. Ward. 1995. Influence of primary prey on home range size and habitat use patterns of Spotted Owls (Strix occidentalis). Can. J. Zool. 73:433-439."			
Spotted Owl	Strigidae	1995	Diet	Major Food Items	"Verner, J., R. J. Gutierrez, and G. I. Gould. 1992a. The California Spotted Owl: general biology and ecological relations. Pages 55-78 in The California Spotted Owl: a technical assessment of its current status. (Verner, J., K. S. McKelvey, B. R. Noon, R. J. Gutierrez, G. I. Gould, Jr., and T. W. Beck, Eds.) Gen. Tech. Rep. PSW-GTR-133, U.S. Forest Serv. Albany, CA."			
Spotted Owl	Strigidae	1995	Diet	Major Food Items	"Kertell, K. 1977. The Spotted Owl at Zion National Park, Utah. West. Birds 8:131-146."			
Spotted Owl	Strigidae	1995	Diet	Major Food Items	"Wagner, P. W., C. D. Marti, and T. C. Boner. 1982. Food of the Spotted Owl in Utah. J. Raptor Res. 16:27-28."			
Spotted Owl	Strigidae	1995	Feeding	Microhabitat For Foraging	"Forsman, E. D., E. C. Meslow, and H. M. Wight. 1984. Distribution and biology of the Spotted Owl in Oregon. Wildl. Monogr. 87."			
Spotted Owl	Strigidae	1995	Feeding	Microhabitat For Foraging	"Solis, Jr., D. M. and R. J. Gutierrez. 1990. Summer habitat ecology of Northern Spotted Owls in northwestern California. Condor 92:739-748."			
Spotted Owl	Strigidae	1995	Feeding	Microhabitat For Foraging	"Carey, A. B., S. P. Horton, and B. L. Biswell. 1992. Northern Spotted Owls: influence of prey base and landscape character. Ecol. Monogr. 62:223-250."			
Spotted Owl	Strigidae	1995	Diet	Quantitative Analysis	"Barrows, C. W. 1985. Breeding success relative to fluctuations in diet for Spotted Owls in California. Pages 50-54 in Ecology and management of the Spotted Owl in the Pacific northwest. (Gutierrez, R. J. and A. B. Carey, Eds.) Gen. Tech. Rep. PNW-185, U.S. Forest Serv. Portland, OR."			
Spotted Owl	Strigidae	1995	Diet	Quantitative Analysis	"Thrailkill, J. and M. A. Bias. 1989. Diet of breeding and nonbreeding California Spotted Owls. J. Raptor Res. 23:39-41."			
Spotted Owl	Strigidae	1995	Food Selection And Storage		"Hunter, J. E., C. Jewett, and A. Padilla. 1993. Kleptoparasitism of Northern Spotted Owls. Northwest. Nat. 74:28-29."			
Spotted Owl	Strigidae	1995	Metabolism And Temperature Regulation		"Barrows, C. and K. Barrows. 1978. Roost characteristics and behavioral thermoregulation in the Spotted Owl. West. Birds 9:1-8."			
Spotted Owl	Strigidae	1995	Metabolism And Temperature Regulation		"Barrows, C. W. 1981. Roost selection by Spotted Owls: an adaptation to heat stress. Condor 83:302-309."			
Spotted Owl	Strigidae	1995	Metabolism And Temperature Regulation		"Gutierrez, R. J. 1985. An overview of recent research on the Spotted Owl. Pages 39-49 in Ecology and management of the Spotted Owl in the Pacific northwest. (Gutierrez, R. J. and A. B. Carey, Eds.) Gen. Tech. Rep. PNW-185, U.S. Forest Serv. Portland, OR."			
Spotted Owl	Strigidae	1995	Metabolism And Temperature Regulation		"Ganey, J. L. 1991. Developing and testing a predictive model for Mexican Spotted Owl habitat. Phd Thesis. Northern Arizona Univ. Flagstaff."			
Spotted Owl	Strigidae	1995	Metabolism And Temperature Regulation		"Ganey, J. L., R. P. Balda, and R. M. King. 1993. Metabolic rate and evaporative water loss of Mexican Spotted Owls. Wilson Bull. 105:645-656."			
Spotted Owl	Strigidae	1995	Feeding	Microhabitat For Foraging	"Ganey, J. L. 1988. Distribution and habitat ecology of Mexican Spotted Owls in Arizona. Master's Thesis. Northern Arizona Univ. Flagstaff."			
Spotted Owl	Strigidae	1995	Feeding	Microhabitat For Foraging	"Ganey, J. L. and R. P. Balda. 1989b. Home range characteristics of Spotted Owls in northern Arizona. J. Wildl. Manage. 53:1159-1165."			
Spotted Owl	Strigidae	1995	Feeding	Microhabitat For Foraging	"Ganey, J. L. and R. P. Balda. 1994. Habitat selection by Mexican Spotted Owls in northern Arizona. Auk 111:162-169."			
Spotted Owl	Strigidae	1995	Feeding	Microhabitat For Foraging	"Willey, D. W. 1993. Home-range characteristics and juvenile dispersal ecology of Mexican Spotted Owls in southern Utah. Final report 1992-93. High Desert Research Collective, Flagstaff, AZ."			
Spotted Owl	Strigidae	1995	Feeding	Food Capture And Consumption	"Forsman, E. D. 1976. A preliminary investigation of the Spotted Owl in Oregon. Master's thesis. Oregon State Univ., Corvallis."			
Spotted Owl	Strigidae	1995	Feeding	Food Capture And Consumption	"Forsman, E. D. 1980. Habitat utilization by Spotted Owls in the west-central cascades of Oregon. Phd Thesis. Oregon State Univ. Corvallis."			
Spotted Owl	Strigidae	1995	Feeding	Food Capture And Consumption	"Sovern, S. G., E. D. Forsman, B. L. Biswell, D. N. Rolph, and M. Taylor. 1994. Diurnal behavior of the Spotted Owl in Washington. Condor 96:200-202."			
Spotted Owl	Strigidae	1995	Feeding	Food Capture And Consumption	"Laymon, S. D. 1991. Diurnal foraging by Spotted Owls. Wilson Bull. 103:138-140."			
Spotted Owl	Strigidae	1995	Diet	Major Food Items	"Smith, C. C. 1963. First breeding record of the Spotted Owl in British Columbia. Condor 65:440."			
Spotted Owl	Strigidae	1995	Diet	Major Food Items	"Richards, J. E. 1989. Spotted Owl food habits and prey availability on the east slope of the Washington Cascades. Master's Thesis. Colorado State Univ. Fort Collins."			
Spotted Owl	Strigidae	1995	Diet	Major Food Items	"Thomas, J. W., E. D. Forsman, J. B. Lint, E. C. Meslow, B. R. Noon, and J. Verner. 1990. A conservation strategy for the Northern Spotted Owl: a report of the interagency scientific committee to address the conservation of the Northern Spotted Owl. U.S. Dept. Agric. and U.S. Dept. Interior, Portland, OR."			
Spotted Owl	Strigidae	1995	Diet	Major Food Items	"Solis, Jr., D. M. 1983. Summer habitat ecology of Spotted Owls in northwestern California. Master's Thesis. Humboldt State Univ. Arcata, CA."			
Spotted Owl	Strigidae	1995	Diet	Major Food Items	"Barrows, C. W. 1980a. Feeding ecology of the Spotted Owl in California. Raptor Res. 14:73-78."			
Spotted Owl	Strigidae	1995	Diet	Major Food Items	"Barrows, C. W. 1987. Diet shifts in breeding and nonbreeding Spotted Owls. Raptor Res. 21:95-97."			
Spotted Owl	Strigidae	1995	Metabolism And Temperature Regulation		"Stephenson, J. 1992. A curve of thermogenesis for the Spotted Owl. Senior thesis. Humboldt State Univ. Arcata, CA."			
Spotted Owl	Strigidae	1995	Feeding	Microhabitat For Foraging	"Ward, Jr., J. P. 1990. Spotted Owl reproduction, diet and prey abundance in northwest California. Master's Thesis. Humboldt State Univ. Arcata, CA."			
Spotted Owl	Strigidae	1995	Feeding	Microhabitat For Foraging	"Sisco, C. L. 1990. Seasonal home range and habitat ecology of Spotted Owls in northwestern California. Master's Thesis. Humboldt State Univ. Arcata, CA."			
Spotted Owl	Strigidae	1995	Feeding	Microhabitat For Foraging	"Carey, A. B., S. P. Horton, and J. A. Reid. 1989. Optimal sampling for studies of Spotted Owl habitat and home range. For. Serv. Res. Paper PNW-RP-416. U.S. For. Serv. Portland, OR."			
Spotted Owl	Strigidae	1995	Feeding	Microhabitat For Foraging	"Laymon, S. D. 1988. The ecology of the Spotted Owl in the central Sierra Nevada, California. Phd Thesis. Univ. of Calif. Berkeley."			
Spotted Owl	Strigidae	1995	Feeding	Microhabitat For Foraging	"Call, D. R. 1990. Home-range and habitat use by California Spotted Owls in the central Sierra Nevada. Master's Thesis. Humboldt State Univ. Arcata, CA."			
Spotted Owl	Strigidae	1995	Feeding	Microhabitat For Foraging	"Call, D. R., R. J. Gutierrez, and J. Verner. 1992. Foraging habitat and home-range characteristics of California Spotted Owls in the Sierra Nevada. Condor 94:880-888."			
Western Screech-Owl	Strigidae	2001	Feeding	Main Foods Taken	"Ross, A. 1969. Ecological aspects of the food habits of insectivorous screech-owls. Proc. West. Found. Vertebr. Zool. 1:301-344."			
Western Screech-Owl	Strigidae	2001	Feeding	Microhabitat For Foraging	"Marshall, J. T. 1957. Birds of the pine-oak woodland in southern Arizona and adjacent Mexico. Pac. Coast Avifauna 32:1-125."			
Western Screech-Owl	Strigidae	2001	Feeding	Food Capture And Consumption	"Hayward, G. D. and E. O. Garton. 1988. Resource partitioning among forest owls in the River of No Return Wilderness, Idaho. Oecologia 75:253-265."			
Western Screech-Owl	Strigidae	2001	Feeding	Food Capture And Consumption	"Kitchin, E. A. 1949. Birds of the Olympic Peninsula. Olympic Stationers, Port Angeles, WA."			
Western Screech-Owl	Strigidae	2001	Diet	Major Food Items	"Ryder, G. R. 1973. Feeding habits of the screech owl near Vancouver, British Columbia. Vancouver Nat. Hist. Soc. Discovery 2:51-52."			
Western Screech-Owl	Strigidae	2001	Diet	Major Food Items	"Marks, J. S. and V. A. Marks. 1981. Comparative food habits of the screech owl and Long-eared Owl in southwestern Idaho. Murrelet 62:80-82."			
Western Screech-Owl	Strigidae	2001	Diet	Major Food Items	"Marti, C. D., K. Steenhof, M. N. Kochert, and J. S. Marks. 1993. Community trophic structure: the roles of body size and activity time in vertebrate predators. Oikos 67:6-18."			
Western Screech-Owl	Strigidae	2001	Diet	Major Food Items	"Bailey, F. M. 1923. Birds recorded from the Santa Rita Mountains in southern Arizona. Pac. Coast Avifauna 15:1-60."			
Western Screech-Owl	Strigidae	2001	Diet	Major Food Items	"Munro, J. A. 1929. Notes on the food habits of certain raptores in British Columbia and Alberta. Condor 31:112-116."			
Western Screech-Owl	Strigidae	2001	Diet	Major Food Items	"Cannings, R. A., R. J. Cannings, and S. G. Cannings. 1987. Birds of the Okanagan Valley, British Columbia. R. Br. Columbia Mus. Victoria."			
Western Screech-Owl	Strigidae	2001	Diet	Major Food Items	"Clabaugh, E. D. 1926. Notes on the food of the California screech owl. Condor 28:43-44."			
Western Screech-Owl	Strigidae	2001	Diet	Major Food Items	"Smith, D. G. and C. R. Wilson. 1971. Notes on the winter food of screech owls in central Utah. Great Basin Nat. 31:83-84."			
Western Screech-Owl	Strigidae	2001	Diet	Major Food Items	"Bendire, C. 1892. Life histories of North American birds. U.S. Natl. Mus. Spec. Bull. no. 1."			
Western Screech-Owl	Strigidae	2001	Diet	Major Food Items	"Campbell, R. W. and D. Stirling. 1971. A photoduplicate file for British Columbia vertebrate records. Syesis 4:217-222."			
Western Screech-Owl	Strigidae	2001	Diet	Major Food Items	"Fraser, D. F., W. L. Harper, S. G. Cannings, and J. M. Cooper. 1999. Rare birds of British Columbia. Ministry of Environ., Lands and Parks, Victoria, British Columbia."			
