Common_Name	Scientific_Name	Family	Taxonomy	Longitude_dd	Latitude_dd	Altitude_min_m	Altitude_mean_m	Altitude_max_m	Location_Region	Location_Specific	Habitat_type	Observation_Month_Begin	Observation_Year_Begin	Observation_Month_End	Observation_Year_End	Observation_Season	Prey_Kingdom	Prey_Phylum	Prey_Class	Prey_Order	Prey_Suborder	Prey_Family	Prey_Genus	Prey_Scientific_Name	Unidentified	Prey_Stage	Prey_Part	Prey_Common_Name	Fraction_Diet_By_Wt_or_Vol	Fraction_Diet_By_Items	Fraction_Occurrence	Fraction_Diet_Unspecified	Item_Sample_Size	Bird_Sample_Size	Sites	Study_Type	Notes	Entered_By	Source
Boreal Owl	Aegolius funereus	Strigidae	"AOU 7th ed., 55th supplement"	23	63	NA	NA	NA	Western Finland	Southern Ostrobothnia	Coniferous forest	NA	1973	NA	1985	NA	Animalia	Chordata 	Mammalia	Soricomorpha		Soricidae	Sorex	Sorex minutus	NO			Eurasian Pygmy Shrew	0.008293839	NA	NA	NA	NA	NA	99	Prey cache observation	"Number of sites at the beginning of the study was 99, but the number of sites was increased over the course of the experiment and equaled roughly 450 by 1986"	WL	"Korpimaki, E. 1987a. Prey caching of breeding Tengmalm's owls Aegolius funereus as a buffer against temporary food shortage. Ibis 129:499-510."
Boreal Owl	Aegolius funereus	Strigidae	"AOU 7th ed., 55th supplement"	23	63	NA	NA	NA	Western Finland	Southern Ostrobothnia	Coniferous forest	NA	1973	NA	1985	NA	Animalia	Chordata 	Mammalia	Soricomorpha		Soricidae	Neomys	Neomys fodiens	NO			Eurasian Water Shrew	0.03436019	NA	NA	NA	NA	NA	99	Prey cache observation	"Number of sites at the beginning of the study was 99, but the number of sites was increased over the course of the experiment and equaled roughly 450 by 1987"	WL	"Korpimaki, E. 1987a. Prey caching of breeding Tengmalm's owls Aegolius funereus as a buffer against temporary food shortage. Ibis 129:499-510."
Boreal Owl	Aegolius funereus	Strigidae	"AOU 7th ed., 55th supplement"	23	63	NA	NA	NA	Western Finland	Southern Ostrobothnia	Coniferous forest	NA	1973	NA	1985	NA	Animalia	Chordata 	Mammalia	Rodentia		Cricetidae	Arvicola	Arvicola terrestris	NO			European Water Vole	0.154028436	NA	NA	NA	NA	NA	99	Prey cache observation	"Number of sites at the beginning of the study was 99, but the number of sites was increased over the course of the experiment and equaled roughly 450 by 1988"	WL	"Korpimaki, E. 1987a. Prey caching of breeding Tengmalm's owls Aegolius funereus as a buffer against temporary food shortage. Ibis 129:499-510."
Boreal Owl	Aegolius funereus	Strigidae	"AOU 7th ed., 55th supplement"	23	63	NA	NA	NA	Western Finland	Southern Ostrobothnia	Coniferous forest	NA	1973	NA	1985	NA	Animalia	Chordata 	Mammalia	Rodentia		Cricetidae	Clethrionomys	Clethrionomys glareolus	NO			Southern Red-Backed Vole	0.039099526	NA	NA	NA	NA	NA	99	Prey cache observation	"Number of sites at the beginning of the study was 99, but the number of sites was increased over the course of the experiment and equaled roughly 450 by 1989"	WL	"Korpimaki, E. 1987a. Prey caching of breeding Tengmalm's owls Aegolius funereus as a buffer against temporary food shortage. Ibis 129:499-510."
Boreal Owl	Aegolius funereus	Strigidae	"AOU 7th ed., 55th supplement"	23	63	NA	NA	NA	Western Finland	Southern Ostrobothnia	Coniferous forest	NA	1973	NA	1985	NA	Animalia	Chordata 	Mammalia	Rodentia		Cricetidae	Microtus	Microtus agrestis	NO			Field vole	0.059241706	NA	NA	NA	NA	NA	99	Prey cache observation	"Number of sites at the beginning of the study was 99, but the number of sites was increased over the course of the experiment and equaled roughly 450 by 1990"	WL	"Korpimaki, E. 1987a. Prey caching of breeding Tengmalm's owls Aegolius funereus as a buffer against temporary food shortage. Ibis 129:499-510."
Boreal Owl	Aegolius funereus	Strigidae	"AOU 7th ed., 55th supplement"	23	63	NA	NA	NA	Western Finland	Southern Ostrobothnia	Coniferous forest	NA	1973	NA	1985	NA	Animalia	Chordata 	Mammalia	Rodentia		Cricetidae	Microtus	Microtus epiroticus	NO			Southern vole	0.055687204	NA	NA	NA	NA	NA	99	Prey cache observation	"Number of sites at the beginning of the study was 99, but the number of sites was increased over the course of the experiment and equaled roughly 450 by 1991"	WL	"Korpimaki, E. 1987a. Prey caching of breeding Tengmalm's owls Aegolius funereus as a buffer against temporary food shortage. Ibis 129:499-510."
Boreal Owl	Aegolius funereus	Strigidae	"AOU 7th ed., 55th supplement"	23	63	NA	NA	NA	Western Finland	Southern Ostrobothnia	Coniferous forest	NA	1973	NA	1985	NA	Animalia	Chordata 	Mammalia	Rodentia		Muridae	Micromys	Micromys minutus	NO			Eurasian Harvest Mouse	0.018957346	NA	NA	NA	NA	NA	99	Prey cache observation	"Number of sites at the beginning of the study was 99, but the number of sites was increased over the course of the experiment and equaled roughly 450 by 1992"	WL	"Korpimaki, E. 1987a. Prey caching of breeding Tengmalm's owls Aegolius funereus as a buffer against temporary food shortage. Ibis 129:499-510."
Boreal Owl	Aegolius funereus	Strigidae	"AOU 7th ed., 55th supplement"	23	63	NA	NA	NA	Western Finland	Southern Ostrobothnia	Coniferous forest	NA	1973	NA	1985	NA	Animalia	Chordata 	Mammalia	Rodentia		Muridae	Mus	Mus musculus	NO			House Mouse	0.035545024	NA	NA	NA	NA	NA	99	Prey cache observation	"Number of sites at the beginning of the study was 99, but the number of sites was increased over the course of the experiment and equaled roughly 450 by 1993"	WL	"Korpimaki, E. 1987a. Prey caching of breeding Tengmalm's owls Aegolius funereus as a buffer against temporary food shortage. Ibis 129:499-510."
Boreal Owl	Aegolius funereus	Strigidae	"AOU 7th ed., 55th supplement"	23	63	NA	NA	NA	Western Finland	Southern Ostrobothnia	Coniferous forest	NA	1973	NA	1985	NA	Animalia	Chordata 	Aves	Passeriformes		Paridae	Parus	Parus major	NO			Great Tit	0.047393365	NA	NA	NA	NA	NA	99	Prey cache observation	"Number of sites at the beginning of the study was 99, but the number of sites was increased over the course of the experiment and equaled roughly 450 by 1994"	WL	"Korpimaki, E. 1987a. Prey caching of breeding Tengmalm's owls Aegolius funereus as a buffer against temporary food shortage. Ibis 129:499-510."
Boreal Owl	Aegolius funereus	Strigidae	"AOU 7th ed., 55th supplement"	23	63	NA	NA	NA	Western Finland	Southern Ostrobothnia	Coniferous forest	NA	1973	NA	1985	NA	Animalia	Chordata 	Aves	Passeriformes		Phylloscopidae	Phylloscopus	Phylloscopus trochilus	NO			Willow Warbler	0.023696682	NA	NA	NA	NA	NA	99	Prey cache observation	"Number of sites at the beginning of the study was 99, but the number of sites was increased over the course of the experiment and equaled roughly 450 by 1995"	WL	"Korpimaki, E. 1987a. Prey caching of breeding Tengmalm's owls Aegolius funereus as a buffer against temporary food shortage. Ibis 129:499-510."
Boreal Owl	Aegolius funereus	Strigidae	"AOU 7th ed., 55th supplement"	23	63	NA	NA	NA	Western Finland	Southern Ostrobothnia	Coniferous forest	NA	1973	NA	1985	NA	Animalia	Chordata 	Aves	Passeriformes		Turdidae	Turdus	Turdus iliacus	NO			Redwing	0.137440758	NA	NA	NA	NA	NA	99	Prey cache observation	"Number of sites at the beginning of the study was 99, but the number of sites was increased over the course of the experiment and equaled roughly 450 by 1996"	WL	"Korpimaki, E. 1987a. Prey caching of breeding Tengmalm's owls Aegolius funereus as a buffer against temporary food shortage. Ibis 129:499-510."
Boreal Owl	Aegolius funereus	Strigidae	"AOU 7th ed., 55th supplement"	23	63	NA	NA	NA	Western Finland	Southern Ostrobothnia	Coniferous forest	NA	1973	NA	1985	NA	Animalia	Chordata 	Aves	Passeriformes		Turdidae	Turdus	Turdus philomelos	NO			Song Thrush	0.158767773	NA	NA	NA	NA	NA	99	Prey cache observation	"Number of sites at the beginning of the study was 99, but the number of sites was increased over the course of the experiment and equaled roughly 450 by 1997"	WL	"Korpimaki, E. 1987a. Prey caching of breeding Tengmalm's owls Aegolius funereus as a buffer against temporary food shortage. Ibis 129:499-510."
Boreal Owl	Aegolius funereus	Strigidae	"AOU 7th ed., 55th supplement"	23	63	NA	NA	NA	Western Finland	Southern Ostrobothnia	Coniferous forest	NA	1973	NA	1985	NA	Animalia	Chordata 	Aves	Passeriformes		Turdidae	Turdus		YES				0.047393365	NA	NA	NA	NA	NA	99	Prey cache observation	"Number of sites at the beginning of the study was 99, but the number of sites was increased over the course of the experiment and equaled roughly 450 by 1998"	WL	"Korpimaki, E. 1987a. Prey caching of breeding Tengmalm's owls Aegolius funereus as a buffer against temporary food shortage. Ibis 129:499-510."
Boreal Owl	Aegolius funereus	Strigidae	"AOU 7th ed., 55th supplement"	23	63	NA	NA	NA	Western Finland	Southern Ostrobothnia	Coniferous forest	NA	1973	NA	1985	NA	Animalia	Chordata 	Aves	Passeriformes		Muscicapidae	Erithacus	Erithacus rubecula	NO			European Robin	0.023696682	NA	NA	NA	NA	NA	99	Prey cache observation	"Number of sites at the beginning of the study was 99, but the number of sites was increased over the course of the experiment and equaled roughly 450 by 1999"	WL	"Korpimaki, E. 1987a. Prey caching of breeding Tengmalm's owls Aegolius funereus as a buffer against temporary food shortage. Ibis 129:499-510."
Boreal Owl	Aegolius funereus	Strigidae	"AOU 7th ed., 55th supplement"	23	63	NA	NA	NA	Western Finland	Southern Ostrobothnia	Coniferous forest	NA	1973	NA	1985	NA	Animalia	Chordata 	Aves	Passeriformes		Fringillidae	Fringilla	Fringilla coelebs	NO			Common Chaffinch	0.062796209	NA	NA	NA	NA	NA	99	Prey cache observation	"Number of sites at the beginning of the study was 99, but the number of sites was increased over the course of the experiment and equaled roughly 450 by 2000"	WL	"Korpimaki, E. 1987a. Prey caching of breeding Tengmalm's owls Aegolius funereus as a buffer against temporary food shortage. Ibis 129:499-510."
Boreal Owl	Aegolius funereus	Strigidae	"AOU 7th ed., 55th supplement"	23	63	NA	NA	NA	Western Finland	Southern Ostrobothnia	Coniferous forest	NA	1973	NA	1985	NA	Animalia	Chordata 	Aves	Passeriformes		Emberizidae	Emberiza	Emberiza citrinella	NO			Yellowhammer	0.075829384	NA	NA	NA	NA	NA	99	Prey cache observation	"Number of sites at the beginning of the study was 99, but the number of sites was increased over the course of the experiment and equaled roughly 450 by 2001"	WL	"Korpimaki, E. 1987a. Prey caching of breeding Tengmalm's owls Aegolius funereus as a buffer against temporary food shortage. Ibis 129:499-510."
Boreal Owl	Aegolius funereus	Strigidae	"AOU 7th ed., 55th supplement"	NA	NA	NA	NA	NA	Northern Rocky Mountains	Frank Church - River of No Return Wilderness	Coniferous forest	NA	1984	NA	1988	Winter	Animalia	Chordata 	Mammalia	Rodentia		Cricetidae	Clethrionomys	Clethrionomys gapperi	NO			Southern Red-backed Vole	NA	0.49	NA	NA	NA	31	28	"Pellets, cached prey, and nest contents"	Winter/summer data over multiple years	WL	"Hayward, G. D., P. H. Hayward, and E. O. Garton. 1993. Ecology of Boreal Owls in the Northern Rocky Mountains, USA. Wildl. Monogr. No. 124."
Boreal Owl	Aegolius funereus	Strigidae	"AOU 7th ed., 55th supplement"	NA	NA	NA	NA	NA	Northern Rocky Mountains	Frank Church - River of No Return Wilderness	Coniferous forest	NA	1984	NA	1988	Winter	Animalia	Chordata 	Mammalia	Rodentia		Geomyidae	Thomomys	Thomomys talpoides	NO			Northern Pocket Gopher	NA	0.07	NA	NA	NA	31	28	"Pellets, cached prey, and nest contents"	Winter/summer data over multiple years	WL	"Hayward, G. D., P. H. Hayward, and E. O. Garton. 1993. Ecology of Boreal Owls in the Northern Rocky Mountains, USA. Wildl. Monogr. No. 124."
Boreal Owl	Aegolius funereus	Strigidae	"AOU 7th ed., 55th supplement"	NA	NA	NA	NA	NA	Northern Rocky Mountains	Frank Church - River of No Return Wilderness	Coniferous forest	NA	1984	NA	1988	Winter	Animalia	Chordata 	Mammalia	Soricomorpha		Soricidae	Sorex		YES				NA	0.12	NA	NA	NA	31	28	"Pellets, cached prey, and nest contents"	Winter/summer data over multiple years	WL	"Hayward, G. D., P. H. Hayward, and E. O. Garton. 1993. Ecology of Boreal Owls in the Northern Rocky Mountains, USA. Wildl. Monogr. No. 124."
Boreal Owl	Aegolius funereus	Strigidae	"AOU 7th ed., 55th supplement"	NA	NA	NA	NA	NA	Northern Rocky Mountains	Frank Church - River of No Return Wilderness	Coniferous forest	NA	1984	NA	1988	Winter	Animalia	Chordata 	Mammalia	Rodentia		Cricetidae	Microtus		YES				NA	0.11	NA	NA	NA	31	28	"Pellets, cached prey, and nest contents"	Winter/summer data over multiple years	WL	"Hayward, G. D., P. H. Hayward, and E. O. Garton. 1993. Ecology of Boreal Owls in the Northern Rocky Mountains, USA. Wildl. Monogr. No. 124."
Boreal Owl	Aegolius funereus	Strigidae	"AOU 7th ed., 55th supplement"	NA	NA	NA	NA	NA	Northern Rocky Mountains	Frank Church - River of No Return Wilderness	Coniferous forest	NA	1984	NA	1988	Winter	Animalia	Chordata 	Mammalia	Rodentia		Cricetidae	Peromyscus	Peromyscus maniculatus	NO			Deer Mouse	NA	0.07	NA	NA	NA	31	28	"Pellets, cached prey, and nest contents"	Winter/summer data over multiple years	WL	"Hayward, G. D., P. H. Hayward, and E. O. Garton. 1993. Ecology of Boreal Owls in the Northern Rocky Mountains, USA. Wildl. Monogr. No. 124."
Boreal Owl	Aegolius funereus	Strigidae	"AOU 7th ed., 55th supplement"	NA	NA	NA	NA	NA	Northern Rocky Mountains	Frank Church - River of No Return Wilderness	Coniferous forest	NA	1984	NA	1988	Winter	Animalia	Chordata 	Mammalia	Rodentia		Cricetidae	Phenacomys	Phenacomys intermedius	NO			Heather Vole	NA	0.02	NA	NA	NA	31	28	"Pellets, cached prey, and nest contents"	Winter/summer data over multiple years	WL	"Hayward, G. D., P. H. Hayward, and E. O. Garton. 1993. Ecology of Boreal Owls in the Northern Rocky Mountains, USA. Wildl. Monogr. No. 124."
Boreal Owl	Aegolius funereus	Strigidae	"AOU 7th ed., 55th supplement"	NA	NA	NA	NA	NA	Northern Rocky Mountains	Frank Church - River of No Return Wilderness	Coniferous forest	NA	1984	NA	1988	Winter	Animalia	Chordata 	Mammalia	Rodentia		Sciuridae	Glaucomys	Glaucomys sabrinus	NO			Northern Flying Squirrel	NA	0.05	NA	NA	NA	31	28	"Pellets, cached prey, and nest contents"	Winter/summer data over multiple years	WL	"Hayward, G. D., P. H. Hayward, and E. O. Garton. 1993. Ecology of Boreal Owls in the Northern Rocky Mountains, USA. Wildl. Monogr. No. 124."
Boreal Owl	Aegolius funereus	Strigidae	"AOU 7th ed., 55th supplement"	NA	NA	NA	NA	NA	Northern Rocky Mountains	Frank Church - River of No Return Wilderness	Coniferous forest	NA	1984	NA	1988	Winter	Animalia	Chordata 	Mammalia	Rodentia		Sciuridae	Tamias	Tamias amoenus	NO			Yellow-pine Chipmunk	NA	0.01	NA	NA	NA	31	28	"Pellets, cached prey, and nest contents"	Winter/summer data over multiple years	WL	"Hayward, G. D., P. H. Hayward, and E. O. Garton. 1993. Ecology of Boreal Owls in the Northern Rocky Mountains, USA. Wildl. Monogr. No. 124."
Boreal Owl	Aegolius funereus	Strigidae	"AOU 7th ed., 55th supplement"	NA	NA	NA	NA	NA	Northern Rocky Mountains	Frank Church - River of No Return Wilderness	Coniferous forest	NA	1984	NA	1988	Winter	Animalia	Chordata 	Aves						YES				NA	0.05	NA	NA	NA	31	28	"Pellets, cached prey, and nest contents"	Winter/summer data over multiple years	WL	"Hayward, G. D., P. H. Hayward, and E. O. Garton. 1993. Ecology of Boreal Owls in the Northern Rocky Mountains, USA. Wildl. Monogr. No. 124."
Boreal Owl	Aegolius funereus	Strigidae	"AOU 7th ed., 55th supplement"	NA	NA	NA	NA	NA	Northern Rocky Mountains	Frank Church - River of No Return Wilderness	Coniferous forest	NA	1984	NA	1988	Winter	Animalia	Arthropoda	Insecta						NO				NA	0.01	NA	NA	NA	31	28	"Pellets, cached prey, and nest contents"	Winter/summer data over multiple years	WL	"Hayward, G. D., P. H. Hayward, and E. O. Garton. 1993. Ecology of Boreal Owls in the Northern Rocky Mountains, USA. Wildl. Monogr. No. 124."
Boreal Owl	Aegolius funereus	Strigidae	"AOU 7th ed., 55th supplement"	NA	NA	NA	NA	NA	Northern Rocky Mountains	Frank Church - River of No Return Wilderness	Coniferous forest	NA	1984	NA	1988	Summer	Animalia	Chordata 	Mammalia	Rodentia		Cricetidae	Clethrionomys	Clethrionomys gapperi	NO			Southern Red-backed Vole	NA	0.31	NA	NA	NA	31	28	"Pellets, cached prey, and nest contents"	Winter/summer data over multiple years	WL	"Hayward, G. D., P. H. Hayward, and E. O. Garton. 1993. Ecology of Boreal Owls in the Northern Rocky Mountains, USA. Wildl. Monogr. No. 124."
Boreal Owl	Aegolius funereus	Strigidae	"AOU 7th ed., 55th supplement"	NA	NA	NA	NA	NA	Northern Rocky Mountains	Frank Church - River of No Return Wilderness	Coniferous forest	NA	1984	NA	1988	Summer	Animalia	Chordata 	Mammalia	Rodentia		Geomyidae	Thomomys	Thomomys talpoides	NO			Northern Pocket Gopher	NA	0.11	NA	NA	NA	31	28	"Pellets, cached prey, and nest contents"	Winter/summer data over multiple years	WL	"Hayward, G. D., P. H. Hayward, and E. O. Garton. 1993. Ecology of Boreal Owls in the Northern Rocky Mountains, USA. Wildl. Monogr. No. 124."
Boreal Owl	Aegolius funereus	Strigidae	"AOU 7th ed., 55th supplement"	NA	NA	NA	NA	NA	Northern Rocky Mountains	Frank Church - River of No Return Wilderness	Coniferous forest	NA	1984	NA	1988	Summer	Animalia	Chordata 	Mammalia	Soricomorpha		Soricidae	Sorex		YES				NA	0.11	NA	NA	NA	31	28	"Pellets, cached prey, and nest contents"	Winter/summer data over multiple years	WL	"Hayward, G. D., P. H. Hayward, and E. O. Garton. 1993. Ecology of Boreal Owls in the Northern Rocky Mountains, USA. Wildl. Monogr. No. 124."
Boreal Owl	Aegolius funereus	Strigidae	"AOU 7th ed., 55th supplement"	NA	NA	NA	NA	NA	Northern Rocky Mountains	Frank Church - River of No Return Wilderness	Coniferous forest	NA	1984	NA	1988	Summer	Animalia	Chordata 	Mammalia	Rodentia		Cricetidae	Microtus		YES				NA	0.08	NA	NA	NA	31	28	"Pellets, cached prey, and nest contents"	Winter/summer data over multiple years	WL	"Hayward, G. D., P. H. Hayward, and E. O. Garton. 1993. Ecology of Boreal Owls in the Northern Rocky Mountains, USA. Wildl. Monogr. No. 124."
Boreal Owl	Aegolius funereus	Strigidae	"AOU 7th ed., 55th supplement"	NA	NA	NA	NA	NA	Northern Rocky Mountains	Frank Church - River of No Return Wilderness	Coniferous forest	NA	1984	NA	1988	Summer	Animalia	Chordata 	Mammalia	Rodentia		Cricetidae	Peromyscus	Peromyscus maniculatus	NO			Deer Mouse	NA	0.05	NA	NA	NA	31	28	"Pellets, cached prey, and nest contents"	Winter/summer data over multiple years	WL	"Hayward, G. D., P. H. Hayward, and E. O. Garton. 1993. Ecology of Boreal Owls in the Northern Rocky Mountains, USA. Wildl. Monogr. No. 124."
Boreal Owl	Aegolius funereus	Strigidae	"AOU 7th ed., 55th supplement"	NA	NA	NA	NA	NA	Northern Rocky Mountains	Frank Church - River of No Return Wilderness	Coniferous forest	NA	1984	NA	1988	Summer	Animalia	Chordata 	Mammalia	Rodentia		Cricetidae	Phenacomys	Phenacomys intermedius	NO			Heather Vole	NA	0.04	NA	NA	NA	31	28	"Pellets, cached prey, and nest contents"	Winter/summer data over multiple years	WL	"Hayward, G. D., P. H. Hayward, and E. O. Garton. 1993. Ecology of Boreal Owls in the Northern Rocky Mountains, USA. Wildl. Monogr. No. 124."
Boreal Owl	Aegolius funereus	Strigidae	"AOU 7th ed., 55th supplement"	NA	NA	NA	NA	NA	Northern Rocky Mountains	Frank Church - River of No Return Wilderness	Coniferous forest	NA	1984	NA	1988	Summer	Animalia	Chordata 	Mammalia	Rodentia		Sciuridae	Tamias	Tamias amoenus	NO			Yellow-pine Chipmunk	NA	0.02	NA	NA	NA	31	28	"Pellets, cached prey, and nest contents"	Winter/summer data over multiple years	WL	"Hayward, G. D., P. H. Hayward, and E. O. Garton. 1993. Ecology of Boreal Owls in the Northern Rocky Mountains, USA. Wildl. Monogr. No. 124."
Boreal Owl	Aegolius funereus	Strigidae	"AOU 7th ed., 55th supplement"	NA	NA	NA	NA	NA	Northern Rocky Mountains	Frank Church - River of No Return Wilderness	Coniferous forest	NA	1984	NA	1988	Summer	Animalia	Chordata 	Mammalia	Rodentia		Dipodidae	Zapus	Zapus princeps	NO			Western Jumping Mouse	NA	0.02	NA	NA	NA	31	28	"Pellets, cached prey, and nest contents"	Winter/summer data over multiple years	WL	"Hayward, G. D., P. H. Hayward, and E. O. Garton. 1993. Ecology of Boreal Owls in the Northern Rocky Mountains, USA. Wildl. Monogr. No. 124."
Boreal Owl	Aegolius funereus	Strigidae	"AOU 7th ed., 55th supplement"	NA	NA	NA	NA	NA	Northern Rocky Mountains	Frank Church - River of No Return Wilderness	Coniferous forest	NA	1984	NA	1988	Summer	Animalia	Chordata 	Aves						YES				NA	0.05	NA	NA	NA	31	28	"Pellets, cached prey, and nest contents"	Winter/summer data over multiple years	WL	"Hayward, G. D., P. H. Hayward, and E. O. Garton. 1993. Ecology of Boreal Owls in the Northern Rocky Mountains, USA. Wildl. Monogr. No. 124."
Boreal Owl	Aegolius funereus	Strigidae	"AOU 7th ed., 55th supplement"	NA	NA	NA	NA	NA	Northern Rocky Mountains	Frank Church - River of No Return Wilderness	Coniferous forest	NA	1984	NA	1988	Summer	Animalia	Arthropoda	Insecta						NO				NA	0.18	NA	NA	NA	31	28	"Pellets, cached prey, and nest contents"	Winter/summer data over multiple years	WL	"Hayward, G. D., P. H. Hayward, and E. O. Garton. 1993. Ecology of Boreal Owls in the Northern Rocky Mountains, USA. Wildl. Monogr. No. 124."
Eastern Screech-Owl	Megascops Asio	Strigidae	"AOU 7th ed., 55th supplement"	NA	NA	NA	NA	NA	Central Kentucky	Central Kentucky Wildlife Management Area	Deciduous forest	10	1985	8	1986	NA	Animalia	Chordata	Mammalia	Soricomorpha		Soricidae	Blarina	Blarina brevicauda	NO			Northern Short-tailed Shrew	0.112	NA	0.073	NA	671	360	NA	"Pellets, cached prey, and nest contents"		WL	"Ritchison, G. and P. M. Cavanagh. 1992. Prey use by Eastern Screech-Owls: seasonal variation in eastern Kentucky and a review of previous studies. J. Raptor Res. 26:66-73."
Eastern Screech-Owl	Megascops Asio	Strigidae	"AOU 7th ed., 55th supplement"	NA	NA	NA	NA	NA	Central Kentucky	Central Kentucky Wildlife Management Area	Deciduous forest	10	1985	8	1986	NA	Animalia	Chordata	Mammalia	Soricomorpha		Soricidae	Cryptotis	Cryptotis parva	NO			North American Least Shrew	0.004	NA	0.01	NA	671	360	NA	"Pellets, cached prey, and nest contents"		WL	"Ritchison, G. and P. M. Cavanagh. 1992. Prey use by Eastern Screech-Owls: seasonal variation in eastern Kentucky and a review of previous studies. J. Raptor Res. 26:66-73."
Eastern Screech-Owl	Megascops Asio	Strigidae	"AOU 7th ed., 55th supplement"	NA	NA	NA	NA	NA	Central Kentucky	Central Kentucky Wildlife Management Area	Deciduous forest	10	1985	8	1986	NA	Animalia	Chordata	Mammalia	Soricomorpha		Soricidae			YES				0.005	NA	0.003	NA	671	360	NA	"Pellets, cached prey, and nest contents"		WL	"Ritchison, G. and P. M. Cavanagh. 1992. Prey use by Eastern Screech-Owls: seasonal variation in eastern Kentucky and a review of previous studies. J. Raptor Res. 26:66-73."
Eastern Screech-Owl	Megascops Asio	Strigidae	"AOU 7th ed., 55th supplement"	NA	NA	NA	NA	NA	Central Kentucky	Central Kentucky Wildlife Management Area	Deciduous forest	10	1985	8	1986	NA	Animalia	Chordata	Mammalia	Chiroptera		Vespertilionidae	Pipistrellus	Pipistrellus subflavus	NO			Eastern Pipistrelle	0.0005	NA	0.001	NA	671	360	NA	"Pellets, cached prey, and nest contents"		WL	"Ritchison, G. and P. M. Cavanagh. 1992. Prey use by Eastern Screech-Owls: seasonal variation in eastern Kentucky and a review of previous studies. J. Raptor Res. 26:66-73."
Eastern Screech-Owl	Megascops Asio	Strigidae	"AOU 7th ed., 55th supplement"	NA	NA	NA	NA	NA	Central Kentucky	Central Kentucky Wildlife Management Area	Deciduous forest	10	1985	8	1986	NA	Animalia	Chordata	Mammalia	Rodentia		Sciuridae	Glaucomys	Glaucomys volans	NO			Southern Flying Squirrel	0.013	NA	0.003	NA	671	360	NA	"Pellets, cached prey, and nest contents"		WL	"Ritchison, G. and P. M. Cavanagh. 1992. Prey use by Eastern Screech-Owls: seasonal variation in eastern Kentucky and a review of previous studies. J. Raptor Res. 26:66-73."
Eastern Screech-Owl	Megascops Asio	Strigidae	"AOU 7th ed., 55th supplement"	NA	NA	NA	NA	NA	Central Kentucky	Central Kentucky Wildlife Management Area	Deciduous forest	10	1985	8	1986	NA	Animalia	Chordata	Mammalia	Rodentia		Cricetidae	Reithrodontomys	Reithrodontomys humulis	NO			Eastern Harvest Mouse	0.001	NA	0.001	NA	671	360	NA	"Pellets, cached prey, and nest contents"		WL	"Ritchison, G. and P. M. Cavanagh. 1992. Prey use by Eastern Screech-Owls: seasonal variation in eastern Kentucky and a review of previous studies. J. Raptor Res. 26:66-73."
Eastern Screech-Owl	Megascops Asio	Strigidae	"AOU 7th ed., 55th supplement"	NA	NA	NA	NA	NA	Central Kentucky	Central Kentucky Wildlife Management Area	Deciduous forest	10	1985	8	1986	NA	Animalia	Chordata	Mammalia	Rodentia		Cricetidae	Peromyscus 	Peromyscus leucopus	NO			White-footed Mouse	0.007	NA	0.003	NA	671	360	NA	"Pellets, cached prey, and nest contents"		WL	"Ritchison, G. and P. M. Cavanagh. 1992. Prey use by Eastern Screech-Owls: seasonal variation in eastern Kentucky and a review of previous studies. J. Raptor Res. 26:66-73."
Eastern Screech-Owl	Megascops Asio	Strigidae	"AOU 7th ed., 55th supplement"	NA	NA	NA	NA	NA	Central Kentucky	Central Kentucky Wildlife Management Area	Deciduous forest	10	1985	8	1986	NA	Animalia	Chordata	Mammalia	Rodentia		Cricetidae	Peromyscus 		YES				0.085	NA	0.058	NA	671	360	NA	"Pellets, cached prey, and nest contents"		WL	"Ritchison, G. and P. M. Cavanagh. 1992. Prey use by Eastern Screech-Owls: seasonal variation in eastern Kentucky and a review of previous studies. J. Raptor Res. 26:66-73."
Eastern Screech-Owl	Megascops Asio	Strigidae	"AOU 7th ed., 55th supplement"	NA	NA	NA	NA	NA	Central Kentucky	Central Kentucky Wildlife Management Area	Deciduous forest	10	1985	8	1986	NA	Animalia	Chordata	Mammalia	Rodentia		Cricetidae	Microtus	Microtus pennsylvanicus	NO			Meadow vole	0.063	NA	0.025	NA	671	360	NA	"Pellets, cached prey, and nest contents"		WL	"Ritchison, G. and P. M. Cavanagh. 1992. Prey use by Eastern Screech-Owls: seasonal variation in eastern Kentucky and a review of previous studies. J. Raptor Res. 26:66-73."
Eastern Screech-Owl	Megascops Asio	Strigidae	"AOU 7th ed., 55th supplement"	NA	NA	NA	NA	NA	Central Kentucky	Central Kentucky Wildlife Management Area	Deciduous forest	10	1985	8	1986	NA	Animalia	Chordata	Mammalia	Rodentia		Cricetidae	Microtus	Microtus ochrogaster	NO			Prairie Vole	0.051	NA	0.018	NA	671	360	NA	"Pellets, cached prey, and nest contents"		WL	"Ritchison, G. and P. M. Cavanagh. 1992. Prey use by Eastern Screech-Owls: seasonal variation in eastern Kentucky and a review of previous studies. J. Raptor Res. 26:66-73."
