Order	CommonName	SciName	Status
551	Chimney Swift	Chaetura pelagica	Near-threatened
552	Vaux's Swift	Chaetura vauxi	
553	White-throated Needletail	Hirundapus caudacutus	
554	Mariana Swiftlet	Aerodramus bartschi	Introduced species Endangered
555	White-nest Swiftlet	Aerodramus fuciphagus	
556	Common Swift	Apus apus	
557	Pacific Swift	Apus pacificus	
558	White-throated Swift	Aeronautes saxatalis	
559	Antillean Palm-Swift	Tachornis phoenicobia	Rare/Accidental
560	Mexican Violetear	Colibri thalassinus	
561	Lesser Violetear	Colibri cyanotus	
562	Green-breasted Mango	Anthracothorax prevostii	Rare/Accidental
563	Magnificent Hummingbird	Eugenes fulgens	
564	Plain-capped Starthroat	Heliomaster constantii	
565	Amethyst-throated Hummingbird	Lampornis amethystinus	Rare/Accidental
566	Blue-throated Hummingbird	Lampornis clemenciae	
567	Lucifer Hummingbird	Calothorax lucifer	
568	Bahama Woodstar	Calliphlox evelynae	Rare/Accidental
569	Ruby-throated Hummingbird	Archilochus colubris	
570	Black-chinned Hummingbird	Archilochus alexandri	
571	Anna's Hummingbird	Calypte anna	
572	Costa's Hummingbird	Calypte costae	
573	Bumblebee Hummingbird	Atthis heloisa	Rare/Accidental
574	Broad-tailed Hummingbird	Selasphorus platycercus	
575	Rufous Hummingbird	Selasphorus rufus	
576	Allen's Hummingbird	Selasphorus sasin	
577	Calliope Hummingbird	Selasphorus calliope	
578	Broad-billed Hummingbird	Cynanthus latirostris	
579	Berylline Hummingbird	Amazilia beryllina	
580	Buff-bellied Hummingbird	Amazilia yucatanensis	
581	Cinnamon Hummingbird	Amazilia rutila	Rare/Accidental
582	Violet-crowned Hummingbird	Amazilia violiceps	
583	White-eared Hummingbird	Hylocharis leucotis	
584	Xantus's Hummingbird	Hylocharis xantusii	Rare/Accidental
585	Eared Quetzal	Euptilotis neoxenus	Rare/Accidental Near-threatened
586	Elegant Trogon	Trogon elegans	
587	Eurasian Hoopoe	Upupa epops	
588	Ringed Kingfisher	Megaceryle torquata	
589	Belted Kingfisher	Megaceryle alcyon	
590	Amazon Kingfisher	Chloroceryle amazona	Rare/Accidental
591	Green Kingfisher	Chloroceryle americana	
592	Eurasian Wryneck	Jynx torquilla	
593	Lewis's Woodpecker	Melanerpes lewis	
594	Red-headed Woodpecker	Melanerpes erythrocephalus	Near-threatened
595	Acorn Woodpecker	Melanerpes formicivorus	
596	Gila Woodpecker	Melanerpes uropygialis	
597	Golden-fronted Woodpecker	Melanerpes aurifrons	
598	Red-bellied Woodpecker	Melanerpes carolinus	
599	Williamson's Sapsucker	Sphyrapicus thyroideus	
600	Yellow-bellied Sapsucker	Sphyrapicus varius	
601	Red-naped Sapsucker	Sphyrapicus nuchalis	
602	Red-breasted Sapsucker	Sphyrapicus ruber	
603	Great Spotted Woodpecker	Dendrocopos major	
604	Ladder-backed Woodpecker	Picoides scalaris	
605	Nuttall's Woodpecker	Picoides nuttallii	
606	Downy Woodpecker	Picoides pubescens	
607	Hairy Woodpecker	Picoides villosus	
608	Arizona Woodpecker	Picoides arizonae	
609	Red-cockaded Woodpecker	Picoides borealis	Near-threatened
610	White-headed Woodpecker	Picoides albolarvatus	
611	American Three-toed Woodpecker	Picoides dorsalis	
612	Black-backed Woodpecker	Picoides arcticus	
613	Northern Flicker	Colaptes auratus	
614	Gilded Flicker	Colaptes chrysoides	
615	Pileated Woodpecker	Dryocopus pileatus	
616	Ivory-billed Woodpecker	Campephilus principalis	Critically endangered (possibly extinct)
617	Collared Forest-Falcon	Micrastur semitorquatus	Rare/Accidental
618	Crested Caracara	Caracara cheriway	
619	Eurasian Kestrel	Falco tinnunculus	
620	American Kestrel	Falco sparverius	
621	Red-footed Falcon	Falco vespertinus	Rare/Accidental Near-threatened
622	Merlin	Falco columbarius	
623	Eurasian Hobby	Falco subbuteo	
624	Aplomado Falcon	Falco femoralis	
625	Gyrfalcon	Falco rusticolus	
626	Peregrine Falcon	Falco peregrinus	
627	Prairie Falcon	Falco mexicanus	
628	Galah	Eolophus roseicapilla	Introduced species
629	Tanimbar Corella	Cacatua goffiniana	Introduced species Near-threatened
630	Sulphur-crested Cockatoo	Cacatua galerita	Introduced species
631	Salmon-crested Cockatoo	Cacatua moluccensis	Introduced species Vulnerable
632	Eclectus Parrot	Eclectus roratus	Introduced species
633	Alexandrine Parakeet	Psittacula eupatria	Introduced species Near-threatened
634	Rose-ringed Parakeet	Psittacula krameri	Introduced species (non established)
635	Plum-headed Parakeet	Psittacula cyanocephala	Introduced species
636	Blossom-headed Parakeet	Psittacula roseata	Introduced species Near-threatened
637	Pale-headed Rosella	Platycercus adscitus	Introduced species (non established)
638	Budgerigar	Melopsittacus undulatus	Introduced species
639	Chattering Lory	Lorius garrulus	Introduced species Vulnerable
640	Rainbow Lorikeet	Trichoglossus haematodus	Introduced species
641	Scaly-breasted Lorikeet	Trichoglossus chlorolepidotus	Introduced species
642	Rosy-faced Lovebird	Agapornis roseicollis	Introduced species
643	Fischer's Lovebird	Agapornis fischeri	Introduced species Near-threatened
644	Yellow-collared Lovebird	Agapornis personatus	Introduced species
645	Gray Parrot	Psittacus erithacus	Introduced species
646	Rüppell's Parrot	Poicephalus rueppellii	Introduced species
647	Senegal Parrot	Poicephalus senegalus	Introduced species
648	Monk Parakeet	Myiopsitta monachus	Introduced species
649	Tui Parakeet	Brotogeris sanctithomae	Introduced species
650	White-winged Parakeet	Brotogeris versicolurus	Introduced species
651	Yellow-chevroned Parakeet	Brotogeris chiriri	Introduced species (non established)
652	Orange-chinned Parakeet	Brotogeris jugularis	Introduced species
653	White-crowned Parrot	Pionus senilis	Introduced species
654	Festive Parrot	Amazona festiva	Introduced species
655	Red-spectacled Parrot	Amazona pretrei	Introduced species Vulnerable
656	Red-crowned Parrot	Amazona viridigenalis	Introduced species Endangered
657	Lilac-crowned Parrot	Amazona finschi	Introduced species (non established) Endangered
658	Red-lored Parrot	Amazona autumnalis	Introduced species
659	Yellow-headed Parrot	Amazona oratrix	Extirpated Endangered
660	Yellow-shouldered Parrot	Amazona barbadensis	Introduced species Vulnerable
661	Turquoise-fronted Parrot	Amazona aestiva	Introduced species
662	White-fronted Parrot	Amazona albifrons	Introduced species
663	Hispaniolan Parrot	Amazona ventralis	Introduced species Vulnerable
664	Mealy Parrot	Amazona farinosa	Introduced species
665	Orange-winged Parrot	Amazona amazonica	Introduced species
666	Maroon-bellied Parakeet	Pyrrhura frontalis	Introduced species
667	Green-cheeked Parakeet	Pyrrhura molinae	Introduced species
668	Burrowing Parakeet	Cyanoliseus patagonus	Introduced species
669	Hyacinth Macaw	Anodorhynchus hyacinthinus	Introduced species Vulnerable
670	Thick-billed Parrot	Rhynchopsitta pachyrhyncha	Rare/Accidental Endangered
671	Maroon-fronted Parrot	Rhynchopsitta terrisi	Introduced species Endangered
672	Orange-fronted Parakeet	Eupsittula canicularis	Introduced species
673	Peach-fronted Parakeet	Eupsittula aurea	Introduced species
674	Brown-throated Parakeet	Eupsittula pertinax	Introduced species
675	Carolina Parakeet	Conuropsis carolinensis	Extinct
676	Dusky-headed Parakeet	Aratinga weddellii	Introduced species
677	Nanday Parakeet	Aratinga nenday	Introduced species
678	Yellow-collared Macaw	Primolius auricollis	Introduced species
679	Blue-and-yellow Macaw	Ara ararauna	Introduced species
680	Military Macaw	Ara militaris	Introduced species Vulnerable
681	Scarlet Macaw	Ara macao	Introduced species
682	Chestnut-fronted Macaw	Ara severus	Introduced species
683	Blue-crowned Parakeet	Thectocercus acuticaudatus	Introduced species
684	Red-shouldered Macaw	Diopsittaca nobilis	Introduced species
685	Crimson-fronted Parakeet	Psittacara finschi	Introduced species
686	Scarlet-fronted Parakeet	Psittacara wagleri	Introduced species
687	Mitred Parakeet	Psittacara mitratus	Introduced species (non established)
688	Red-masked Parakeet	Psittacara erythrogenys	Introduced species Near-threatened
689	White-eyed Parakeet	Psittacara leucophthalmus	Introduced species
690	Barred Antshrike	Thamnophilus doliatus	Rare/Accidental
691	Northern Beardless-Tyrannulet	Camptostoma imberbe	
692	Greenish Elaenia	Myiopagis viridicata	Rare/Accidental
693	Caribbean Elaenia	Elaenia martinica	Rare/Accidental
694	White-crested Elaenia	Elaenia albiceps	Rare/Accidental
695	Tufted Flycatcher	Mitrephanes phaeocercus	Rare/Accidental
696	Olive-sided Flycatcher	Contopus cooperi	Near-threatened
697	Greater Pewee	Contopus pertinax	
698	Western Wood-Pewee	Contopus sordidulus	
699	Eastern Wood-Pewee	Contopus virens	
700	Cuban Pewee	Contopus caribaeus	Rare/Accidental
701	Yellow-bellied Flycatcher	Empidonax flaviventris	
702	Acadian Flycatcher	Empidonax virescens	
703	Alder Flycatcher	Empidonax alnorum	
704	Willow Flycatcher	Empidonax traillii	
705	Least Flycatcher	Empidonax minimus	
706	Hammond's Flycatcher	Empidonax hammondii	
707	Gray Flycatcher	Empidonax wrightii	
708	Dusky Flycatcher	Empidonax oberholseri	
709	Pacific-slope Flycatcher	Empidonax difficilis	
710	Cordilleran Flycatcher	Empidonax occidentalis	
711	Buff-breasted Flycatcher	Empidonax fulvifrons	
712	Black Phoebe	Sayornis nigricans	
713	Eastern Phoebe	Sayornis phoebe	
714	Say's Phoebe	Sayornis saya	
715	Vermilion Flycatcher	Pyrocephalus rubinus	
716	Dusky-capped Flycatcher	Myiarchus tuberculifer	
717	Ash-throated Flycatcher	Myiarchus cinerascens	
718	Nutting's Flycatcher	Myiarchus nuttingi	Rare/Accidental
719	Great Crested Flycatcher	Myiarchus crinitus	
720	Brown-crested Flycatcher	Myiarchus tyrannulus	
721	La Sagra's Flycatcher	Myiarchus sagrae	Rare/Accidental
722	Great Kiskadee	Pitangus sulphuratus	
723	Social Flycatcher	Myiozetetes similis	Rare/Accidental
724	Sulphur-bellied Flycatcher	Myiodynastes luteiventris	
725	Piratic Flycatcher	Legatus leucophaius	
726	Variegated Flycatcher	Empidonomus varius	Rare/Accidental
727	Crowned Slaty Flycatcher	Empidonomus aurantioatrocristatus	Rare/Accidental
728	Tropical Kingbird	Tyrannus melancholicus	
729	Couch's Kingbird	Tyrannus couchii	
730	Cassin's Kingbird	Tyrannus vociferans	
731	Thick-billed Kingbird	Tyrannus crassirostris	
732	Western Kingbird	Tyrannus verticalis	
733	Eastern Kingbird	Tyrannus tyrannus	
734	Gray Kingbird	Tyrannus dominicensis	
735	Loggerhead Kingbird	Tyrannus caudifasciatus	Rare/Accidental
736	Scissor-tailed Flycatcher	Tyrannus forficatus	
737	Fork-tailed Flycatcher	Tyrannus savana	Rare/Accidental
738	Masked Tityra	Tityra semifasciata	Rare/Accidental
739	Gray-collared Becard	Pachyramphus major	Rare/Accidental
740	Rose-throated Becard	Pachyramphus aglaiae	
741	Brown Shrike	Lanius cristatus	
742	Loggerhead Shrike	Lanius ludovicianus	
743	Northern Shrike	Lanius excubitor	
744	Black-capped Vireo	Vireo atricapilla	Vulnerable
745	White-eyed Vireo	Vireo griseus	
746	Thick-billed Vireo	Vireo crassirostris	Rare/Accidental
747	Cuban Vireo	Vireo gundlachii	Rare/Accidental
748	Bell's Vireo	Vireo bellii	Near-threatened
749	Gray Vireo	Vireo vicinior	
750	Hutton's Vireo	Vireo huttoni	
751	Yellow-throated Vireo	Vireo flavifrons	
752	Cassin's Vireo	Vireo cassinii	
753	Blue-headed Vireo	Vireo solitarius	
754	Plumbeous Vireo	Vireo plumbeus	
755	Philadelphia Vireo	Vireo philadelphicus	
756	Warbling Vireo	Vireo gilvus	
757	Red-eyed Vireo	Vireo olivaceus	
758	Yellow-green Vireo	Vireo flavoviridis	
759	Black-whiskered Vireo	Vireo altiloquus	
760	Yucatan Vireo	Vireo magister	Rare/Accidental
761	Hawaii Elepaio	Chasiempis sandwichensis	Vulnerable
762	Kauai Elepaio	Chasiempis sclateri	Endemic Vulnerable
763	Oahu Elepaio	Chasiempis ibidis	Endemic Endangered
764	Gray Jay	Perisoreus canadensis	
765	Black-throated Magpie-Jay	Calocitta colliei	Introduced species (non established)
766	Brown Jay	Psilorhinus morio	
767	Green Jay	Cyanocorax yncas	
768	Azure Jay	Cyanocorax caeruleus	Introduced species Near-threatened
769	Pinyon Jay	Gymnorhinus cyanocephalus	Vulnerable
770	Steller's Jay	Cyanocitta stelleri	
771	Blue Jay	Cyanocitta cristata	
772	Florida Scrub-Jay	Aphelocoma coerulescens	Vulnerable
773	Island Scrub-Jay	Aphelocoma insularis	
774	California Scrub-Jay	Aphelocoma californica	
775	Woodhouse's Scrub-Jay	Aphelocoma woodhouseii	
776	Mexican Jay	Aphelocoma wollweberi	
777	Black-billed Magpie	Pica hudsonia	
778	Yellow-billed Magpie	Pica nuttalli	Near-threatened
779	Clark's Nutcracker	Nucifraga columbiana	
780	Eurasian Jackdaw	Corvus monedula	Rare/Accidental
781	American Crow	Corvus brachyrhynchos	
782	Northwestern Crow	Corvus caurinus	
783	Tamaulipas Crow	Corvus imparatus	Rare/Accidental
784	Fish Crow	Corvus ossifragus	
785	Hawaiian Crow	Corvus hawaiiensis	Extinct in the wild
786	Chihuahuan Raven	Corvus cryptoleucus	
787	Common Raven	Corvus corax	
788	Horned Lark	Eremophila alpestris	
789	Eurasian Skylark	Alauda arvensis	
790	Northern Rough-winged Swallow	Stelgidopteryx serripennis	
791	Purple Martin	Progne subis	
792	Cuban Martin	Progne cryptoleuca	Rare/Accidental
793	Gray-breasted Martin	Progne chalybea	Rare/Accidental
794	Southern Martin	Progne elegans	
795	Brown-chested Martin	Progne tapera	Rare/Accidental
796	Tree Swallow	Tachycineta bicolor	
797	Mangrove Swallow	Tachycineta albilinea	Rare/Accidental
798	Violet-green Swallow	Tachycineta thalassina	
799	Bahama Swallow	Tachycineta cyaneoviridis	Rare/Accidental Endangered
800	Bank Swallow	Riparia riparia	
801	Barn Swallow	Hirundo rustica	
802	Cliff Swallow	Petrochelidon pyrrhonota	
803	Cave Swallow	Petrochelidon fulva	
804	Common House-Martin	Delichon urbicum	
805	Carolina Chickadee	Poecile carolinensis	
806	Black-capped Chickadee	Poecile atricapillus	
807	Mountain Chickadee	Poecile gambeli	
808	Mexican Chickadee	Poecile sclateri	
809	Chestnut-backed Chickadee	Poecile rufescens	
810	Boreal Chickadee	Poecile hudsonicus	
811	Gray-headed Chickadee	Poecile cinctus	
812	Bridled Titmouse	Baeolophus wollweberi	
813	Oak Titmouse	Baeolophus inornatus	
814	Juniper Titmouse	Baeolophus ridgwayi	
815	Tufted Titmouse	Baeolophus bicolor	
816	Black-crested Titmouse	Baeolophus atricristatus	
817	Japanese Tit	Parus minor	
818	Verdin	Auriparus flaviceps	
819	Bushtit	Psaltriparus minimus	
820	Red-breasted Nuthatch	Sitta canadensis	
821	White-breasted Nuthatch	Sitta carolinensis	
822	Pygmy Nuthatch	Sitta pygmaea	
823	Brown-headed Nuthatch	Sitta pusilla	
824	Brown Creeper	Certhia americana	
825	Rock Wren	Salpinctes obsoletus	
826	Canyon Wren	Catherpes mexicanus	
827	House Wren	Troglodytes aedon	
828	Eurasian Wren	Troglodytes troglodytes	
829	Pacific Wren	Troglodytes pacificus	
830	Winter Wren	Troglodytes hiemalis	
831	Sedge Wren	Cistothorus platensis	
832	Marsh Wren	Cistothorus palustris	
833	Carolina Wren	Thryothorus ludovicianus	
834	Bewick's Wren	Thryomanes bewickii	
835	Cactus Wren	Campylorhynchus brunneicapillus	
836	Sinaloa Wren	Thryophilus sinaloa	Rare/Accidental
837	Blue-gray Gnatcatcher	Polioptila caerulea	
838	California Gnatcatcher	Polioptila californica	
839	Black-tailed Gnatcatcher	Polioptila melanura	
840	Black-capped Gnatcatcher	Polioptila nigriceps	
841	American Dipper	Cinclus mexicanus	
842	Red-vented Bulbul	Pycnonotus cafer	Introduced species
843	Red-whiskered Bulbul	Pycnonotus jocosus	Introduced species
844	Golden-crowned Kinglet	Regulus satrapa	
845	Ruby-crowned Kinglet	Regulus calendula	
846	Japanese Bush-Warbler	Horornis diphone	Introduced species
847	Willow Warbler	Phylloscopus trochilus	Rare/Accidental
848	Common Chiffchaff	Phylloscopus collybita	Rare/Accidental
849	Wood Warbler	Phylloscopus sibilatrix	
850	Dusky Warbler	Phylloscopus fuscatus	Rare/Accidental
851	Pallas's Leaf Warbler	Phylloscopus proregulus	Rare/Accidental
852	Yellow-browed Warbler	Phylloscopus inornatus	Rare/Accidental
853	Arctic Warbler	Phylloscopus borealis	
854	Kamchatka Leaf Warbler	Phylloscopus examinandus	Rare/Accidental
855	Sedge Warbler	Acrocephalus schoenobaenus	Rare/Accidental
856	Blyth's Reed-Warbler	Acrocephalus dumetorum	Rare/Accidental
857	Millerbird	Acrocephalus familiaris	Critically endangered
858	Middendorff's Grasshopper-Warbler	Locustella ochotensis	
859	Lanceolated Warbler	Locustella lanceolata	
860	Lesser Whitethroat	Sylvia curruca	Rare/Accidental
861	Wrentit	Chamaea fasciata	
862	Japanese White-eye	Zosterops japonicus	Introduced species
863	Chinese Hwamei	Garrulax canorus	Introduced species
864	Gray-sided Laughingthrush	Ianthocincla caerulata	Extirpated
865	Red-billed Leiothrix	Leiothrix lutea	Introduced species
866	Gray-streaked Flycatcher	Muscicapa griseisticta	
867	Dark-sided Flycatcher	Muscicapa sibirica	
868	Asian Brown Flycatcher	Muscicapa dauurica	
869	Spotted Flycatcher	Muscicapa striata	Rare/Accidental
870	White-rumped Shama	Copsychus malabaricus	Introduced species
871	Rufous-tailed Robin	Larvivora sibilans	Rare/Accidental
872	Siberian Blue Robin	Larvivora cyane	
873	Bluethroat	Luscinia svecica	
874	Siberian Rubythroat	Calliope calliope	
875	Red-flanked Bluetail	Tarsiger cyanurus	
876	Narcissus Flycatcher	Ficedula narcissina	
877	Mugimaki Flycatcher	Ficedula mugimaki	Rare/Accidental
878	Taiga Flycatcher	Ficedula albicilla	
879	Common Redstart	Phoenicurus phoenicurus	Rare/Accidental
880	Blue Rock-Thrush	Monticola solitarius	
881	Siberian Stonechat	Saxicola maurus	Rare/Accidental
882	Northern Wheatear	Oenanthe oenanthe	
883	Eastern Bluebird	Sialia sialis	
884	Western Bluebird	Sialia mexicana	
885	Mountain Bluebird	Sialia currucoides	
886	Townsend's Solitaire	Myadestes townsendi	
887	Kamao	Myadestes myadestinus	Extinct
888	Amaui	Myadestes woahensis	Endemic Extinct
889	Olomao	Myadestes lanaiensis	Critically endangered (possibly extinct)
890	Omao	Myadestes obscurus	Vulnerable
891	Puaiohi	Myadestes palmeri	Critically endangered
892	Orange-billed Nightingale-Thrush	Catharus aurantiirostris	Rare/Accidental
893	Black-headed Nightingale-Thrush	Catharus mexicanus	Rare/Accidental
894	Veery	Catharus fuscescens	
895	Gray-cheeked Thrush	Catharus minimus	
896	Bicknell's Thrush	Catharus bicknelli	Vulnerable
897	Swainson's Thrush	Catharus ustulatus	
898	Hermit Thrush	Catharus guttatus	
899	Wood Thrush	Hylocichla mustelina	Near-threatened
900	Eurasian Blackbird	Turdus merula	Rare/Accidental
901	Eyebrowed Thrush	Turdus obscurus	
902	Dusky Thrush	Turdus eunomus	Rare/Accidental
903	Fieldfare	Turdus pilaris	
904	Redwing	Turdus iliacus	Rare/Accidental Near-threatened
905	Song Thrush	Turdus philomelos	Rare/Accidental
906	Clay-colored Thrush	Turdus grayi	Rare/Accidental
907	White-throated Thrush	Turdus assimilis	Rare/Accidental
908	Rufous-backed Robin	Turdus rufopalliatus	Rare/Accidental
909	American Robin	Turdus migratorius	
910	Varied Thrush	Ixoreus naevius	
911	Aztec Thrush	Ridgwayia pinicola	Rare/Accidental
912	Blue Mockingbird	Melanotis caerulescens	Rare/Accidental
913	Black Catbird	Melanoptila glabrirostris	Rare/Accidental Near-threatened
914	Gray Catbird	Dumetella carolinensis	
915	Curve-billed Thrasher	Toxostoma curvirostre	
916	Brown Thrasher	Toxostoma rufum	
917	Long-billed Thrasher	Toxostoma longirostre	
918	Bendire's Thrasher	Toxostoma bendirei	Vulnerable
919	Gray Thrasher	Toxostoma cinereum	Rare/Accidental
920	California Thrasher	Toxostoma redivivum	
921	Le Conte's Thrasher	Toxostoma lecontei	
922	Crissal Thrasher	Toxostoma crissale	
923	Sage Thrasher	Oreoscoptes montanus	
924	Bahama Mockingbird	Mimus gundlachii	Rare/Accidental
925	Tropical Mockingbird	Mimus gilvus	Rare/Accidental
926	Northern Mockingbird	Mimus polyglottos	
927	Common Hill Myna	Gracula religiosa	Introduced species (non established)
928	European Starling	Sturnus vulgaris	Introduced species
929	Common Myna	Acridotheres tristis	Introduced species
930	Jungle Myna	Acridotheres fuscus	Introduced species
931	Crested Myna	Acridotheres cristatellus	Extirpated
932	Siberian Accentor	Prunella montanella	Rare/Accidental
933	Western Yellow Wagtail	Motacilla flava	
934	Eastern Yellow Wagtail	Motacilla tschutschensis	Rare/Accidental
935	Citrine Wagtail	Motacilla citreola	
936	Gray Wagtail	Motacilla cinerea	
937	White Wagtail	Motacilla alba	
938	Tree Pipit	Anthus trivialis	
939	Olive-backed Pipit	Anthus hodgsoni	
940	Pechora Pipit	Anthus gustavi	
941	Red-throated Pipit	Anthus cervinus	
942	American Pipit	Anthus rubescens	
943	Sprague's Pipit	Anthus spragueii	Vulnerable
944	Bohemian Waxwing	Bombycilla garrulus	
945	Cedar Waxwing	Bombycilla cedrorum	
946	Kauai Oo	Moho braccatus	Extinct
947	Oahu Oo	Moho apicalis	Endemic Extinct
948	Bishop's Oo	Moho bishopi	Extinct
949	Hawaii Oo	Moho nobilis	Extinct
950	Kioea	Chaetoptila angustipluma	Extinct
951	Gray Silky-flycatcher	Ptiliogonys cinereus	Rare/Accidental
952	Phainopepla	Phainopepla nitens	
953	Olive Warbler	Peucedramus taeniatus	
954	Lapland Longspur	Calcarius lapponicus	
955	Chestnut-collared Longspur	Calcarius ornatus	Near-threatened
956	Smith's Longspur	Calcarius pictus	
957	McCown's Longspur	Rhynchophanes mccownii	
958	Snow Bunting	Plectrophenax nivalis	
959	McKay's Bunting	Plectrophenax hyperboreus	
960	Ovenbird	Seiurus aurocapilla	
961	Worm-eating Warbler	Helmitheros vermivorum	
962	Louisiana Waterthrush	Parkesia motacilla	
963	Northern Waterthrush	Parkesia noveboracensis	
964	Bachman's Warbler	Vermivora bachmanii	Critically endangered (possibly extinct)
965	Golden-winged Warbler	Vermivora chrysoptera	Near-threatened
966	Blue-winged Warbler	Vermivora cyanoptera	
967	Black-and-white Warbler	Mniotilta varia	
968	Prothonotary Warbler	Protonotaria citrea	
969	Swainson's Warbler	Limnothlypis swainsonii	
970	Crescent-chested Warbler	Oreothlypis superciliosa	Rare/Accidental
971	Tennessee Warbler	Oreothlypis peregrina	
972	Orange-crowned Warbler	Oreothlypis celata	
973	Colima Warbler	Oreothlypis crissalis	
974	Lucy's Warbler	Oreothlypis luciae	
975	Nashville Warbler	Oreothlypis ruficapilla	
976	Virginia's Warbler	Oreothlypis virginiae	
977	Connecticut Warbler	Oporornis agilis	
978	Gray-crowned Yellowthroat	Geothlypis poliocephala	Rare/Accidental
979	MacGillivray's Warbler	Geothlypis tolmiei	
980	Mourning Warbler	Geothlypis philadelphia	
981	Kentucky Warbler	Geothlypis formosa	
982	Common Yellowthroat	Geothlypis trichas	
983	Hooded Warbler	Setophaga citrina	
984	American Redstart	Setophaga ruticilla	
985	Kirtland's Warbler	Setophaga kirtlandii	Near-threatened
986	Cape May Warbler	Setophaga tigrina	
987	Cerulean Warbler	Setophaga cerulea	Vulnerable
988	Northern Parula	Setophaga americana	
989	Tropical Parula	Setophaga pitiayumi	
990	Magnolia Warbler	Setophaga magnolia	
991	Bay-breasted Warbler	Setophaga castanea	
992	Blackburnian Warbler	Setophaga fusca	
993	Yellow Warbler	Setophaga petechia	
994	Chestnut-sided Warbler	Setophaga pensylvanica	
995	Blackpoll Warbler	Setophaga striata	
996	Black-throated Blue Warbler	Setophaga caerulescens	
997	Palm Warbler	Setophaga palmarum	
998	Pine Warbler	Setophaga pinus	
999	Yellow-rumped Warbler	Setophaga coronata	
1000	Yellow-throated Warbler	Setophaga dominica	Rare/Accidental
1001	Prairie Warbler	Setophaga discolor	
1002	Grace's Warbler	Setophaga graciae	
1003	Black-throated Gray Warbler	Setophaga nigrescens	
1004	Townsend's Warbler	Setophaga townsendi	
1005	Hermit Warbler	Setophaga occidentalis	
1006	Golden-cheeked Warbler	Setophaga chrysoparia	Endangered
1007	Black-throated Green Warbler	Setophaga virens	
1008	Fan-tailed Warbler	Basileuterus lachrymosus	Rare/Accidental
1009	Rufous-capped Warbler	Basileuterus rufifrons	Rare/Accidental
1010	Golden-crowned Warbler	Basileuterus culicivorus	Rare/Accidental
1011	Canada Warbler	Cardellina canadensis	
1012	Wilson's Warbler	Cardellina pusilla	
1013	Red-faced Warbler	Cardellina rubrifrons	
1014	Painted Redstart	Myioborus pictus	
1015	Slate-throated Redstart	Myioborus miniatus	Rare/Accidental
1016	Yellow-breasted Chat	Icteria virens	
1017	Red-crested Cardinal	Paroaria coronata	Introduced species
1018	Yellow-billed Cardinal	Paroaria capitata	Introduced species
1019	Crimson-collared Tanager	Ramphocelus sanguinolentus	Rare/Accidental
1020	Saffron Finch	Sicalis flaveola	Introduced species
1021	White-collared Seedeater	Sporophila torqueola	
1022	Bananaquit	Coereba flaveola	Rare/Accidental
1023	Yellow-faced Grassquit	Tiaris olivaceus	
1024	Black-faced Grassquit	Tiaris bicolor	
1025	Greater Antillean Bullfinch	Loxigilla violacea	Extirpated
1026	Western Spindalis	Spindalis zena	
1027	Rufous-winged Sparrow	Peucaea carpalis	
1028	Botteri's Sparrow	Peucaea botterii	
1029	Cassin's Sparrow	Peucaea cassinii	
1030	Bachman's Sparrow	Peucaea aestivalis	Near-threatened
1031	Grasshopper Sparrow	Ammodramus savannarum	
1032	Baird's Sparrow	Ammodramus bairdii	
1033	Henslow's Sparrow	Ammodramus henslowii	Near-threatened
1034	Le Conte's Sparrow	Ammodramus leconteii	
1035	Nelson's Sparrow	Ammodramus nelsoni	
1036	Saltmarsh Sparrow	Ammodramus caudacutus	Vulnerable
1037	Seaside Sparrow	Ammodramus maritimus	
1038	Olive Sparrow	Arremonops rufivirgatus	
1039	American Tree Sparrow	Spizelloides arborea	
1040	Chipping Sparrow	Spizella passerina	
1041	Clay-colored Sparrow	Spizella pallida	
1042	Black-chinned Sparrow	Spizella atrogularis	
1043	Field Sparrow	Spizella pusilla	
1044	Brewer's Sparrow	Spizella breweri	
1045	Worthen's Sparrow	Spizella wortheni	Rare/Accidental Endangered
1046	Black-throated Sparrow	Amphispiza bilineata	
1047	Five-striped Sparrow	Amphispiza quinquestriata	
1048	Lark Sparrow	Chondestes grammacus	
1049	Lark Bunting	Calamospiza melanocorys	
1050	Fox Sparrow	Passerella iliaca	
1051	Dark-eyed Junco	Junco hyemalis	
1052	Yellow-eyed Junco	Junco phaeonotus	
1053	White-crowned Sparrow	Zonotrichia leucophrys	
1054	Golden-crowned Sparrow	Zonotrichia atricapilla	
1055	Harris's Sparrow	Zonotrichia querula	
1056	White-throated Sparrow	Zonotrichia albicollis	
1057	Sagebrush Sparrow	Artemisiospiza nevadensis	Endemic
1058	Bell's Sparrow	Artemisiospiza belli	
1059	Striped Sparrow	Oriturus superciliosus	Rare/Accidental
1060	Vesper Sparrow	Pooecetes gramineus	
1061	Savannah Sparrow	Passerculus sandwichensis	
1062	Song Sparrow	Melospiza melodia	
1063	Lincoln's Sparrow	Melospiza lincolnii	
1064	Swamp Sparrow	Melospiza georgiana	
1065	Canyon Towhee	Melozone fusca	
1066	Abert's Towhee	Melozone aberti	
1067	California Towhee	Melozone crissalis	
1068	Rufous-crowned Sparrow	Aimophila ruficeps	
1069	Green-tailed Towhee	Pipilo chlorurus	
1070	Spotted Towhee	Pipilo maculatus	
1071	Eastern Towhee	Pipilo erythrophthalmus	
