TAXON_ORDER	CATEGORY	SPECIES_CODE	SCI_NAME	PRIMARY_COM_NAME	ORDER1	FAMILY	SPECIES_GROUP	REPORT_AS
350	species	whwduc1	Cairina scutulata	White-winged Duck	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		
351	species	grnpyg1	Nettapus pulchellus	Green Pygmy-Goose	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		
352	species	copgoo1	Nettapus coromandelianus	Cotton Pygmy-Goose	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		
355	species	afrpyg1	Nettapus auritus	African Pygmy-Goose	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		
356	species	rintea1	Callonetta leucophrys	Ringed Teal	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		
357	species	wooduc	Aix sponsa	Wood Duck	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		
360	species	manduc	Aix galericulata	Mandarin Duck	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		
361	species	manduc1	Chenonetta jubata	Maned Duck	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		
362	species	bratea1	Amazonetta brasiliensis	Brazilian Teal	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		
365	species	bluduc1	Hymenolaimus malacorhynchos	Blue Duck	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		
366	species	torduc1	Merganetta armata	Torrent Duck	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		
373	species	saltea1	Salvadorina waigiuensis	Salvadori's Teal	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		
374	species	afbduc1	Anas sparsa	African Black Duck	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		
377	species	gadwal	Anas strepera	Gadwall	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		
378	issf	gadwal1	Anas strepera strepera	Gadwall (Common)	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		gadwal
379	issf	gadwal2	Anas strepera couesi	Gadwall (Coues's)	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		gadwal
383	species	falduc	Anas falcata	Falcated Duck	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		
384	species	eurwig	Anas penelope	Eurasian Wigeon	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		
384.5	hybrid	x00723	Anas strepera x penelope	Gadwall x Eurasian Wigeon (hybrid)	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		
386	species	amewig	Anas americana	American Wigeon	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		
386.3	hybrid	x00724	Anas strepera x americana	Gadwall x American Wigeon (hybrid)	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		
386.5	hybrid	x00421	Anas penelope x americana	Eurasian x American Wigeon (hybrid)	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		
388.7	slash	y00670	Anas penelope/americana	Eurasian/American Wigeon	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		
389	species	chiwig1	Anas sibilatrix	Chiloe Wigeon	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		
390	species	ambduc	Anas rubripes	American Black Duck	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		
392	species	yebduc1	Anas undulata	Yellow-billed Duck	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		
395	species	melduc1	Anas melleri	Meller's Duck	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		
396	species	mallar	Anas platyrhynchos	Mallard	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		
397	issf	mallar3	Anas platyrhynchos platyrhynchos/conboschas	Mallard (Northern)	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		mallar
400	issf	mexduc	Anas platyrhynchos diazi	Mallard (Mexican)	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		mallar
401	intergrade	mallar4	Anas platyrhynchos platyrhynchos x diazi	Mallard (Mexican intergrade)	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		mallar
402	domestic	mallar2	Anas platyrhynchos (Domestic type)	Mallard (Domestic type)	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		
402.1	hybrid	mdxmal1	Cairina moschata x Anas platyrhynchos	Muscovy Duck x Mallard (hybrid)	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		
402.2	hybrid	x00205	Aix sponsa x Anas platyrhynchos	Wood Duck x Mallard (hybrid)	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		
402.4	hybrid	x00420	Anas strepera x platyrhynchos	Gadwall x Mallard (hybrid)	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		
402.6	hybrid	x00647	Anas penelope x platyrhynchos	Eurasian Wigeon x Mallard (hybrid)	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		
402.8	hybrid	x00611	Anas americana x platyrhynchos	American Wigeon x Mallard (hybrid)	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		
402.9	hybrid	x00004	Anas rubripes x platyrhynchos	American Black Duck x Mallard (hybrid)	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		
403	slash	y00600	Anas rubripes/platyrhynchos	American Black Duck/Mallard	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		
406	hybrid	x00760	Anas undulata x platyrhynchos	Yellow-billed Duck x Mallard (hybrid)	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		
409	species	motduc	Anas fulvigula	Mottled Duck	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		
410	issf	motduc1	Anas fulvigula fulvigula	Mottled Duck (Florida)	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		motduc
411	issf	motduc2	Anas fulvigula maculosa	Mottled Duck (Gulf Coast)	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		motduc
411.3	slash	y00633	Anas rubripes/fulvigula	American Black/Mottled Duck	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		
411.5	hybrid	x00422	Anas platyrhynchos x fulvigula	Mallard x Mottled Duck (hybrid)	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		
411.6	slash	y00632	Anas platyrhynchos/fulvigula	Mallard/Mottled Duck	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		
412	species	hawduc	Anas wyvilliana	Hawaiian Duck	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		
412.5	hybrid	x00423	Anas platyrhynchos x wyvilliana	Mallard x Hawaiian Duck (hybrid)	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		
413	species	layduc	Anas laysanensis	Laysan Duck	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		
414	species	isbduc1	Anas poecilorhyncha	Indian Spot-billed Duck	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		
417	species	spbduc	Anas zonorhyncha	Eastern Spot-billed Duck	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		
418	species	pabduc1	Anas superciliosa	Pacific Black Duck	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		
421.5	hybrid	x00458	Anas platyrhynchos x superciliosa	Mallard x Pacific Black Duck (hybrid)	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		
422	species	phiduc1	Anas luzonica	Philippine Duck	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		
423	species	buwtea	Anas discors	Blue-winged Teal	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		
426	species	cintea	Anas cyanoptera	Cinnamon Teal	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		
432	hybrid	bwxtea1	Anas discors x cyanoptera	Blue-winged x Cinnamon Teal (hybrid)	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		
433	slash	y00314	Anas discors/cyanoptera	Blue-winged/Cinnamon Teal	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		
434	species	redsho1	Anas platalea	Red Shoveler	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		
435	species	capsho1	Anas smithii	Cape Shoveler	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		
436	species	aussho1	Anas rhynchotis	Australian Shoveler	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		
439	species	norsho	Anas clypeata	Northern Shoveler	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		
439.2	hybrid	x00457	Anas strepera x clypeata	Gadwall x Northern Shoveler (hybrid)	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		
439.4	hybrid	x00612	Anas platyrhynchos x clypeata	Mallard x Northern Shoveler (hybrid)	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		
439.6	hybrid	x00629	Anas discors x clypeata	Blue-winged Teal x Northern Shoveler (hybrid)	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		
439.8	hybrid	x00630	Anas cyanoptera x clypeata	Cinnamon Teal x Northern Shoveler (hybrid)	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		
440	species	whcpin	Anas bahamensis	White-cheeked Pintail	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		
441	issf	whcpin1	Anas bahamensis bahamensis/rubrirostris	White-cheeked Pintail (White-cheeked)	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		whcpin
444	issf	whcpin2	Anas bahamensis galapagensis	White-cheeked Pintail (Galapagos)	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		whcpin
445	species	rebduc1	Anas erythrorhyncha	Red-billed Duck	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		
446	species	norpin	Anas acuta	Northern Pintail	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		
446.3	hybrid	x00610	Anas strepera x acuta	Gadwall x Northern Pintail (hybrid)	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		
446.5	hybrid	x00761	Anas penelope x acuta	Eurasian Wigeon x Northern Pintail (hybrid)	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		
446.6	hybrid	x00196	Anas americana x acuta	American Wigeon x Northern Pintail (hybrid)	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		
446.7	hybrid	x00674	Anas rubripes x acuta	American Black Duck x Northern Pintail (hybrid)	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		
446.8	hybrid	x00628	Anas platyrhynchos x acuta	Mallard x Northern Pintail (hybrid)	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		
447	species	eatpin1	Anas eatoni	Eaton's Pintail	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		
450	species	yebpin1	Anas georgica	Yellow-billed Pintail	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		
451	issf	yebpin2	Anas georgica georgica	Yellow-billed Pintail (South Georgia)	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		yebpin1
452	issf	yebpin3	Anas georgica spinicauda/nicefori	Yellow-billed Pintail (South American)	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		yebpin1
455	species	siltea1	Anas versicolor	Silver Teal	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		
458	species	puntea1	Anas puna	Puna Teal	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		
459	species	hottea1	Anas hottentota	Hottentot Teal	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		
460	species	gargan	Anas querquedula	Garganey	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		
461	species	baitea	Anas formosa	Baikal Teal	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		
462	species	gnwtea	Anas crecca	Green-winged Teal	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		
463	issf	egwtea1	Anas crecca crecca/nimia	Green-winged Teal (Eurasian)	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		gnwtea
467	issf	agwtea1	Anas crecca carolinensis	Green-winged Teal (American)	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		gnwtea
467.5	intergrade	gnwtea1	Anas crecca crecca/nimia x carolinensis	Green-winged Teal (intergrade)	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		gnwtea
467.55	hybrid	x00762	Anas strepera x crecca	Gadwall x Green-winged Teal (hybrid)	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		
467.6	hybrid	x00646	Anas americana x crecca	American Wigeon x Green-winged Teal (hybrid)	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		
467.8	hybrid	x00670	Anas platyrhynchos x crecca	Mallard x Green-winged Teal (hybrid)	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		
467.9	hybrid	x00673	Anas discors x crecca	Blue-winged x Green-winged Teal (hybrid)	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		
467.93	hybrid	x00763	Anas cyanoptera x crecca	Cinnamon x Green-winged Teal (hybrid)	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		
467.95	hybrid	x00725	Anas acuta x crecca	Northern Pintail x Green-winged Teal (hybrid)	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		
467.97	slash	y00766	Anas querquedula/crecca	Garganey/Green-winged Teal	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		
468	species	spetea3	Anas andium	Andean Teal	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		
469	issf	andtea2	Anas andium altipetens	Andean Teal (Merida)	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		spetea3
470	issf	andtea3	Anas andium andium	Andean Teal (Andean)	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		spetea3
471	species	yebtea1	Anas flavirostris	Yellow-billed Teal	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		
472	issf	spetea2	Anas flavirostris flavirostris	Yellow-billed Teal (flavirostris)	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		yebtea1
473	issf	spetea4	Anas flavirostris oxyptera	Yellow-billed Teal (oxyptera)	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		yebtea1
474	slash	spetea1	Anas andium/flavirostris	Andean/Yellow-billed Teal	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		
475	species	captea1	Anas capensis	Cape Teal	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		
476	species	bertea1	Anas bernieri	Bernier's Teal	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		
476.5	species	andtea1	Anas albogularis	Andaman Teal	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		
477	species	suntea1	Anas gibberifrons	Sunda Teal	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		
481	species	gretea1	Anas gracilis	Gray Teal	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		
482	species	chetea1	Anas castanea	Chestnut Teal	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		
483	species	auitea1	Anas aucklandica	Auckland Islands Teal	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		
484	species	caitea1	Anas nesiotis	Campbell Islands Teal	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		
485	species	brotea1	Anas chlorotis	Brown Teal	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		
486	spuh	teal	Anas sp. (teal sp.)	teal sp.	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		
487	spuh	dabduc1	Anas sp.	dabbling duck sp.	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		
488	species	pieduc1	Malacorhynchus membranaceus	Pink-eared Duck	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		
489	species	martea1	Marmaronetta angustirostris	Marbled Teal	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		
490	species	pihduc1	Rhodonessa caryophyllacea	Pink-headed Duck	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		
491	species	recpoc	Netta rufina	Red-crested Pochard	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		
491.5	hybrid	x00648	Anas platyrhynchos x Netta rufina	Mallard x Red-crested Pochard (hybrid)	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		
492	species	soupoc1	Netta erythrophthalma	Southern Pochard	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		
495	species	robpoc1	Netta peposaca	Rosy-billed Pochard	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		
496	species	canvas	Aythya valisineria	Canvasback	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		
497	species	redhea	Aythya americana	Redhead	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		
497.3	hybrid	x00684	Aythya valisineria x americana	Canvasback x Redhead (hybrid)	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		
498	species	compoc	Aythya ferina	Common Pochard	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		
499	species	rinduc	Aythya collaris	Ring-necked Duck	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		
500	hybrid	x00679	Aythya americana x collaris	Redhead x Ring-necked Duck (hybrid)	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		
502	species	ferduc	Aythya nyroca	Ferruginous Duck	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		
502.5	hybrid	x00764	Aythya ferina x nyroca	Common Pochard x Ferruginous Duck (hybrid)	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		
503	species	madpoc1	Aythya innotata	Madagascar Pochard	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		
504	species	baepoc1	Aythya baeri	Baer's Pochard	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		
504.5	slash	y00709	Aythya nyroca/baeri	Ferruginous Duck/Baer's Pochard	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		
505	species	wheduc1	Aythya australis	White-eyed Duck	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		
506	species	tufduc	Aythya fuligula	Tufted Duck	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		
506.3	hybrid	x00683	Aythya ferina x fuligula	Common Pochard x Tufted Duck (hybrid)	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		
506.5	hybrid	x00652	Aythya collaris x fuligula	Ring-necked x Tufted Duck (hybrid)	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		
507	species	nezsca1	Aythya novaeseelandiae	New Zealand Scaup	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		
508	species	gresca	Aythya marila	Greater Scaup	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		
510.3	hybrid	x00680	Aythya americana x marila	Redhead x Greater Scaup (hybrid)	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		
510.5	hybrid	x00654	Aythya fuligula x marila	Tufted Duck x Greater Scaup (hybrid)	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		
511	species	lessca	Aythya affinis	Lesser Scaup	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		
511.2	hybrid	x00678	Aythya americana x affinis	Redhead x Lesser Scaup (hybrid)	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		
511.3	hybrid	x00613	Aythya collaris x affinis	Ring-necked Duck x Lesser Scaup (hybrid)	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		
511.6	hybrid	x00653	Aythya fuligula x affinis	Tufted Duck x Lesser Scaup (hybrid)	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		
512	slash	scaup	Aythya marila/affinis	Greater/Lesser Scaup	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		
512.2	hybrid	x00681	Aythya americana x marila/affinis	Redhead x scaup sp. (hybrid)	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		
512.3	hybrid	x00682	Aythya collaris x marila/affinis	Ring-necked Duck x scaup sp. (hybrid)	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		
512.5	hybrid	tdxsca1	Aythya fuligula x marila/affinis	Tufted Duck x scaup sp. (hybrid)	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		
513	spuh	aythya1	Aythya sp.	Aythya sp.	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		
514	species	steeid	Polysticta stelleri	Steller's Eider	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		
515	species	speeid	Somateria fischeri	Spectacled Eider	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		
516	species	kineid	Somateria spectabilis	King Eider	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		
517	species	comeid	Somateria mollissima	Common Eider	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		
518	issf	comeid5	Somateria mollissima mollissima	Common Eider (Eurasian)	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		comeid
519	issf	comeid6	Somateria mollissima faeroeensis	Common Eider (Faeroe Is.)	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		comeid
520	issf	comeid1	Somateria mollissima v-nigrum	Common Eider (Pacific)	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		comeid
521	issf	comeid2	Somateria mollissima dresseri	Common Eider (Atlantic)	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		comeid
522	issf	comeid3	Somateria mollissima borealis	Common Eider (Boreal)	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		comeid
523	issf	comeid4	Somateria mollissima sedentaria	Common Eider (Hudson Bay)	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		comeid
524	slash	eider	Somateria spectabilis/mollissima	King/Common Eider	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		
524.5	hybrid	x00665	Somateria spectabilis x mollissima	King x Common Eider (hybrid)	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		
525	spuh	eider1	Somateria sp.	eider sp.	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		
526	species	harduc	Histrionicus histrionicus	Harlequin Duck	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		
529	species	labduc	Camptorhynchus labradorius	Labrador Duck	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		
530	species	sursco	Melanitta perspicillata	Surf Scoter	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		
531	species	whwsco	Melanitta fusca	White-winged Scoter	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		
532	issf	whwsco3	Melanitta fusca fusca	White-winged Scoter (Velvet)	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		whwsco
533	issf	whwsco1	Melanitta fusca stejnegeri	White-winged Scoter (Siberian)	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		whwsco
534	issf	whwsco2	Melanitta fusca deglandi	White-winged Scoter (North American)	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		whwsco
536	species	blksco1	Melanitta nigra	Common Scoter	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		
537	species	blksco2	Melanitta americana	Black Scoter	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		
537.5	slash	blksco	Melanitta nigra/americana	Common/Black Scoter	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"		
